scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.17019892814145846,0.07415431881831451,0.06369859474414791,0.19826455783649263,0.06369859474414791,0.9441724148663607,0.05000000074505806,0.9996823072433472,0.828290961005471,0.0
