segment_a,segment_b,cosine
0,1,0.015189358033239841
0,2,-0.04280148819088936
0,3,0.02775140106678009
0,4,0.053134918212890625
0,5,0.116340771317482
0,6,0.061242587864398956
0,7,0.08925744146108627
0,8,0.14579570293426514
0,9,0.21864427626132965
0,10,0.16304059326648712
0,11,0.0547671765089035
0,12,0.0219761710613966
0,13,-0.06093220412731171
0,14,-0.09812995046377182
1,2,0.15748745203018188
1,3,0.04422273859381676
1,4,0.06524690985679626
1,5,-0.015608633868396282
1,6,-0.02794203907251358
1,7,-0.07880397140979767
1,8,0.0948236808180809
1,9,-0.13776704668998718
1,10,0.17712420225143433
1,11,0.03107071854174137
1,12,0.12229398638010025
1,13,-0.14736853539943695
1,14,0.10560295730829239
2,3,-0.025770986452698708
2,4,0.06217976659536362
2,5,0.07762639969587326
2,6,0.021246079355478287
2,7,-0.006623861845582724
2,8,0.12330169230699539
2,9,0.0009682996897026896
2,10,0.19211803376674652
2,11,0.08112660050392151
2,12,-0.0025347587652504444
2,13,0.07453061640262604
2,14,0.10884763300418854
3,4,-0.04319988936185837
3,5,0.030383041128516197
3,6,-0.026764022186398506
3,7,-0.0561586394906044
3,8,0.10347854346036911
3,9,-0.014201573096215725
3,10,0.021516216918826103
3,11,0.036464523524045944
3,12,-0.0068450141698122025
3,13,-0.07749490439891815
3,14,0.07672377675771713
4,5,-0.11343125253915787
4,6,0.07792386412620544
4,7,0.12150560319423676
4,8,-0.009709513746201992
4,9,0.09921745210886002
4,10,0.10715365409851074
4,11,0.00349969114176929
4,12,-0.004426815081387758
4,13,0.009617687202990055
4,14,0.05664410814642906
5,6,-0.030936967581510544
5,7,-0.007867733016610146
5,8,0.08916782587766647
5,9,0.03873586654663086
5,10,0.030790744349360466
5,11,0.13418835401535034
5,12,0.21960437297821045
5,13,0.08090274780988693
5,14,-0.08907222747802734
6,7,0.0029716817662119865
6,8,0.043046675622463226
6,9,0.08418621867895126
6,10,0.029834575951099396
6,11,0.04338984936475754
6,12,0.13071590662002563
6,13,0.03271189332008362
6,14,0.24016793072223663
7,8,0.09412570297718048
7,9,0.2195078581571579
7,10,0.037242066115140915
7,11,0.0535552017390728
7,12,-0.16381193697452545
7,13,-0.11608276516199112
7,14,-0.05170956999063492
8,9,0.14818184077739716
8,10,0.05519600212574005
8,11,0.008867389522492886
8,12,0.21835432946681976
8,13,0.07148364931344986
8,14,0.0703718289732933
9,10,0.1117628887295723
9,11,0.08063513785600662
9,12,0.05232389271259308
9,13,-0.06145124509930611
9,14,-0.037179432809352875
10,11,-0.004211943130940199
10,12,0.018942710012197495
10,13,0.019372599199414253
10,14,0.02817378379404545
11,12,0.14850246906280518
11,13,0.12918633222579956
11,14,0.00918647088110447
12,13,0.17348463833332062
12,14,-0.04548155888915062
13,14,0.005228504538536072
