scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.0007875245646573603,1.1580596947169397e-05,3.090625614277087e-05,2.4326510429382324,0.8334343433380127,0.31749147176742554,0.31762751936912537,0.042850789012405244,9.5367431640625e-07
1-96,0.0007875245646573603,1.1580596947169397e-05,3.090625614277087e-05,2.4326510429382324,0.8334343433380127,0.31749147176742554,0.31762751936912537,0.042850789012405244,9.5367431640625e-07
