scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.43746060132980347,0.43090906739234924,7.597382545471191,1.1150951385498047,10.502148628234863
segment_0,0.42827126383781433,0.4254540205001831,7.217829704284668,0.9483064413070679,10.502148628234863
segment_1,0.42276349663734436,0.4269564747810364,7.2819294929504395,1.006610631942749,10.502148628234863
segment_2,0.42261797189712524,0.4270998239517212,7.367743492126465,1.00591242313385,10.502148628234863
segment_3,0.4239168167114258,0.42911750078201294,7.469850540161133,1.0036485195159912,10.502148628234863
segment_4,0.429317831993103,0.42945051193237305,7.527629375457764,1.0223463773727417,10.502148628234863
segment_5,0.4369049072265625,0.4326671361923218,7.610926628112793,1.0426474809646606,10.502148628234863
segment_6,0.4408881664276123,0.43340057134628296,7.676480770111084,1.0661418437957764,10.502148628234863
segment_7,0.4451921582221985,0.4345279037952423,7.743236541748047,1.0686239004135132,10.502148628234863
segment_8,0.44556427001953125,0.4334672689437866,7.758921146392822,1.0893512964248657,10.502148628234863
segment_9,0.4491729736328125,0.43258923292160034,7.750214099884033,1.129300832748413,10.502148628234863
segment_10,0.44735053181648254,0.43229252099990845,7.712581157684326,1.1795517206192017,10.502148628234863
segment_11,0.4467434883117676,0.43069589138031006,7.639803409576416,1.2154597043991089,10.502148628234863
segment_12,0.4431404173374176,0.4312136471271515,7.710618019104004,1.2339301109313965,10.502148628234863
segment_13,0.4419827461242676,0.43203744292259216,7.679603099822998,1.2299453020095825,10.502148628234863
segment_14,0.43808165192604065,0.43266600370407104,7.813370227813721,1.2111860513687134,10.502148628234863
