epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered
1,1036,0.3895352263880973,0.3895352263880973,0.43421027812258156,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.6478920022801806,0.0001,12.227274179458618,1,5,0.0,1,0,0
2,1036,0.3680349558476776,0.3680349558476776,0.4172725454835818,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.6435142615260299,9.938441702975689e-05,10.97598648071289,1,5,0.0,2,0,0
3,1036,0.3579433338292317,0.3579433338292317,0.4080254620509258,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.6491122508697795,9.755282581475769e-05,11.228646278381348,1,5,0.0,2,1,0
4,1036,0.3484224633935796,0.3484224633935796,0.39880267476022935,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.656297953572357,9.45503262094184e-05,11.264027833938599,1,5,0.0,2,2,0
5,1036,0.33884785574605564,0.33884785574605564,0.38953562132640235,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.6698233467840871,9.045084971874738e-05,10.880820274353027,1,5,0.0,2,3,0
6,1036,0.3292765458865976,0.3292765458865976,0.38019867810963665,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.6840856681859661,8.535533905932738e-05,11.014695405960083,1,5,0.0,2,4,0
7,1036,0.3196770940047894,0.3196770940047894,0.37073636661970477,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.6996632943712433,7.938926261462366e-05,11.499565124511719,1,5,0.0,2,5,1
