target_horizon,mse,mae,num_samples,num_channels,eval_prefix_steps,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0.3904696183744818,0.40799718520914513,10801,7,96,unified,FAIR_REAUDIT_dense_measure,ETTm1,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0.5196499425219372,0.46972977253608406,10801,7,192,unified,FAIR_REAUDIT_dense_measure,ETTm1,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0.6772745232807383,0.5349596719745369,10801,7,336,unified,FAIR_REAUDIT_dense_measure,ETTm1,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0.9866632105058266,0.6415712649002672,10801,7,720,unified,FAIR_REAUDIT_dense_measure,ETTm1,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
