dataset,horizon,control_mse,r3_full_mse,relative_mse_vs_r3_full_pct,control_wins_mse_vs_r3_full,control_mae,r3_full_mae,relative_mae_vs_r3_full_pct,control_wins_mae_vs_r3_full,is_observed_gap
ETTh2,96,0.31017810106277466,0.30479592084884644,1.765830788987932,False,0.36099013686180115,0.35886070132255554,0.5933877773179663,False,False
ETTh2,720,0.40812042355537415,0.41047340631484985,-0.5732363469293511,True,0.4387994706630707,0.43929871916770935,-0.1136467016303988,True,False
ETTm1,96,0.3059866428375244,0.2986849546432495,2.4446119835517255,False,0.3547168970108032,0.35228273272514343,0.6909689461160662,False,True
ETTm1,720,0.4136714041233063,0.41729286313056946,-0.8678459008607642,True,0.42317795753479004,0.4242476224899292,-0.25213222147509873,True,False
Weather,96,0.14797087013721466,0.14802636206150055,-0.03748786602134624,True,0.19569537043571472,0.19702932238578796,-0.6770321969951976,True,True
Weather,720,0.3215073347091675,0.3208470046520233,0.20580839078123692,False,0.33420318365097046,0.3337559103965759,0.1340120850183757,False,False
