dataset,horizon,control_reduced_mse,operator_reduced_mse,operator_increment_vs_control_pct,operator_reduced_beats_control,operator_full_mse,full_operator_vs_reduced_operator_pct,full_operator_beats_reduced_operator,is_observed_gap
ETTh2,96,0.31017810106277466,0.3008274734020233,-3.0145995570651007,True,0.30998495221138,3.0440965732935865,False,False
ETTh2,720,0.40812042355537415,0.41018369793891907,0.5055552882089476,False,0.42357203364372253,3.263985324642804,False,False
ETTm1,96,0.3059866428375244,0.29604339599609375,-3.249568918833634,True,0.3006436228752136,1.5539028876633276,False,True
ETTm1,720,0.4136714041233063,0.4149050712585449,0.29822393400702474,False,0.4152347147464752,0.07945033955125691,False,False
Weather,96,0.14797087013721466,0.1486189216375351,0.43795883589756723,False,0.15361642837524414,3.3626315429050146,False,True
Weather,720,0.3215073347091675,0.3188703954219818,-0.8201801335484316,True,0.33040857315063477,3.6184537336505507,False,False
