origin,channel,min_gain,visibility96,persistent_fraction96,accuracy_eligible,gain_h96,gain_h192,gain_h336,gain_h720,fit_eligible,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,audited_eligible
679,0,0.061413882925194785,0.11086090399310097,0.5,True,0.09920870247861091,0.06810072680877721,0.061413882925194785,0.2999323461444714,True,0.6329900283651491,0.806095949623552,0.8889471004867578,0.0996811839565974,0.6081363043622245,0.794779466771803,0.8967650808059767,0.1146168878041945,0.6863803786419262,0.8597393260713176,0.7194590146495203,0.1819141676149519,True
1470,0,0.04251185327417284,0.11057271027373171,0.5520833333333334,True,0.04251185327417284,0.10711678104859512,0.11638200161043499,0.30927616819907977,True,0.5002156520617467,0.7621903170818536,1.012786378103624,0.1338657595950633,0.5968347090910981,0.7932935429403021,0.8533896866031437,0.1699070030826691,0.4265064504692101,0.7136103056236561,1.0012407107813397,0.0014028014487825,True
1469,0,0.022978659000265633,0.11027599658532243,0.5208333333333334,True,0.022978659000265633,0.11406591120783272,0.10140401948433553,0.25843710118747587,True,0.4947959449690038,0.7654151877645562,1.0281243768356911,0.1484868568905458,0.6038944570155214,0.7993174262354759,0.8624373003180211,0.1761526961587239,0.4272398437232565,0.718158724619123,1.014869903671326,0.021785000545341,True
1471,2,0.04152404612411498,0.1096578975645591,0.5,True,0.04152404612411498,0.11479063182364124,0.13839315659146623,0.23846965264231068,True,0.5390727190457464,0.7744669494892729,1.0151639457995698,0.0528326865933825,0.6429138551483231,0.8077678053208968,0.8493423754202548,0.0885806259047024,0.4791997105862977,0.7373957128632529,0.968942886396849,0.1045879208676126,True
953,0,0.06397038712370284,0.10864781753731724,0.5833333333333334,True,0.4649199108846497,0.1999009928964426,0.06397038712370284,0.08852239430191666,True,0.6520963166025375,0.8110418042673915,0.8586754402372742,0.0585109253990812,0.6234006147147908,0.791120995126961,0.8332262332999407,0.0264379109287953,0.447115840199467,0.7353775254570003,1.0403538933219296,0.0255671623710775,True
1470,2,0.017064463111218897,0.1080391193527592,0.5416666666666666,True,0.017064463111218897,0.10977561562713167,0.08673261145257061,0.19438000394358024,True,0.5294217793635443,0.772805049454428,1.0331281430938692,0.0061442669788249,0.6441224785383131,0.8060543545577397,0.8634499152513717,0.0480301319573957,0.4419642423438688,0.7350586773388159,1.007100298212008,0.1560140163572081,True
1379,2,0.1032200158410812,0.10784856884748253,0.5,True,0.3088644297575779,0.10323184610560154,0.2459411749860324,0.1032200158410812,True,0.6718848112683025,0.825583740958213,0.8573116352290794,0.0932579368814896,0.6759269008131216,0.8367519029505143,0.7737001532495054,0.1423071436640706,0.6923431869290866,0.8729317751417731,0.6565014743137121,0.1510781983164871,True
948,0,0.1631187917857796,0.10778073151477408,0.5520833333333334,True,0.44999276051192894,0.1631187917857796,0.2316309275610231,0.35743369257038415,True,0.671815028327877,0.8223606485153259,0.8785473901147934,0.0361255860451445,0.663988820771518,0.8150387849545782,0.8246770770106555,0.0143702308596255,0.4767425681894413,0.7429009787192152,1.013660927069708,0.0429923988835792,True
678,0,0.06713904951118366,0.10766705116582523,0.5416666666666666,True,0.20053985820503906,0.06713904951118366,0.10501641729592648,0.2799022536145048,True,0.6395951489265033,0.8082826446314166,0.8777968289035617,0.0943051582408502,0.6157673330632054,0.7972989881465875,0.8956880864185847,0.1011826505760245,0.6938205310205319,0.8624694874916056,0.7214205775785454,0.1736038330390155,True
927,0,0.22480022967042124,0.10750068368505974,0.46875,True,0.5357337822825987,0.22480022967042124,0.27041469924969075,0.386259696612154,True,0.6671302038480229,0.8214414727158236,0.8926017993959184,0.0507158471909959,0.6736053670607074,0.82083637127614,0.8202891236181726,0.0129105332606556,0.4939467528473359,0.7622751266445477,1.0496753927277815,0.0672138595001921,True
929,2,0.18432139214210508,0.10743018891683145,0.5729166666666666,True,0.4499635456039257,0.20615268266338138,0.18432139214210508,0.20763401309103102,True,0.6701880770089927,0.8273346780373113,0.8468422504488236,0.1179578191249667,0.6716413925444847,0.8234060309568808,0.784456099249362,0.0695629361920443,0.5123534621005806,0.762709196369837,1.0179141371464848,0.0651328974461404,True
655,0,0.12538435329914954,0.10676936101570382,0.5104166666666666,True,0.12538435329914954,0.32832000430932395,0.13217366442449718,0.3849930233029011,True,0.6306741343020998,0.8059404356306035,0.8945922791154458,0.104912831098422,0.6267140034114271,0.8031636032160752,0.8925656071721236,0.1018088984727973,0.6456427270191549,0.8252518018005707,0.7804526485349629,0.1827316207519055,True
1444,2,0.039026401052424387,0.10652941766565677,0.46875,True,0.039026401052424387,0.18413081541977505,0.2068314436650991,0.2040737888080667,True,0.5604557970581698,0.7960432673474338,1.0539384910720226,0.0819703605643698,0.6841539759852788,0.8385778049852879,0.8977934936380378,0.1247087055744115,0.5946132231074093,0.7821720612354679,0.906930010060369,0.0401915970687267,True
633,0,0.03676358511380129,0.10646936299822016,0.5104166666666666,True,0.03676358511380129,0.23400032659813597,0.10884338289762963,0.3403460082091553,True,0.6559540734693701,0.8164580380636381,0.897596461281995,0.0637668466132201,0.6385204776042624,0.8084311448382391,0.904882831967452,0.0757463556227759,0.6234776112597387,0.806186842729349,0.8163364946926572,0.1623471548725171,True
1468,0,0.08564673544923884,0.1061972688783775,0.4791666666666667,True,0.08564673544923884,0.10092461653268014,0.14277160904684494,0.2561456509782689,True,0.506886834412416,0.7729963890085968,1.0143778531714218,0.1799210153554179,0.6058243983373781,0.8049185010695591,0.8576678784939336,0.198209228362427,0.4542667182923929,0.7308311731505975,1.0071053959831784,0.0593299178706573,True
657,0,0.009538261281402893,0.1059594520127699,0.5104166666666666,True,0.009538261281402893,0.328339535648806,0.10479271524901046,0.29626150818633257,True,0.6093332774524904,0.8047524788950351,0.9258632543033092,0.1537057413215919,0.5867819069373723,0.7930966391523772,0.9238937367554266,0.1584692126441035,0.6045136908227418,0.814544169869856,0.7952479281506544,0.2420664555483582,True
1380,2,0.10801184510516393,0.10592878932825514,0.5416666666666666,True,0.4145285960228915,0.15439027112688752,0.2591904521020413,0.10801184510516393,True,0.676826910976724,0.8239855824409361,0.8695214910918365,0.0071979245023719,0.6923288492977347,0.8380600225799436,0.769803206383395,0.0731898844900797,0.7003096212300214,0.8640782831319688,0.6666150418322427,0.0856149898421737,True
1378,0,0.08847197449026067,0.10581045800330259,0.59375,True,0.273688165235221,0.14328492681603588,0.08847197449026067,0.1443870999692266,True,0.6425131367485366,0.8109746765582253,0.82636531930984,0.1221880410918901,0.6392170332662689,0.8285144985926794,0.7561465368484054,0.2048953860510028,0.647272770254099,0.8625682444810265,0.6385464316679977,0.2157902535263008,True
927,2,0.08060771276990397,0.10575811889350828,0.46875,True,0.47414357824497666,0.08060771276990397,0.138310444461202,0.257709514044033,True,0.6630571374268016,0.8294732490199426,0.8733645348561142,0.1517968657138397,0.6737266168118805,0.8264612279525158,0.8006352246616422,0.0929761369971864,0.5130652770139967,0.7641912457365975,1.0269156299692193,0.0435761514597763,True
609,0,0.02876758548146785,0.10559551168102102,0.53125,True,0.02876758548146785,0.11407786753197269,0.035425932079712896,0.28462833524220055,True,0.6769277338943163,0.8235029634694009,0.8576048505892613,0.0081521925537552,0.6677905204492257,0.8185539431442341,0.8640759213789886,0.012953257711598,0.5828341314461413,0.7708534803187479,0.8222114326619834,0.0935057078712044,True
1468,2,0.09709879507303698,0.10549115610658846,0.4895833333333333,True,0.09709879507303698,0.12453711014908964,0.13183116445698784,0.17930362567192604,True,0.5390024255413352,0.7814085878886815,1.046803890203928,0.0340923626908861,0.6532916764215051,0.8131780897054751,0.8816075770262325,0.057309112892794,0.4603022904881907,0.7463864890514283,1.0344325596469786,0.1175583334553117,True
1379,0,0.13620366361072855,0.10483791204233925,0.5,True,0.3632963215059697,0.13620366361072855,0.15668026360219767,0.14053086784841118,True,0.6558077476932151,0.8168750263686829,0.8416268732074735,0.1042324665816286,0.6526888330486642,0.8273574363026243,0.7656756018673514,0.1674122028326675,0.6707853256927063,0.8661012965406637,0.6429528343822233,0.1719037347268384,True
634,0,0.08021321969567952,0.10418949635983327,0.5208333333333334,True,0.08021321969567952,0.27839349084927545,0.11628512713984251,0.3069539036295088,True,0.656419532414275,0.8173101988008848,0.9216115847894428,0.0264130560619705,0.6421711779476228,0.8096506397498893,0.9226548006941264,0.0243524148509175,0.6445586185743388,0.8104082422900746,0.8216568064799754,0.1098925402427982,True
637,0,0.030034249577065353,0.10410427918393768,0.5208333333333334,True,0.19627809483467684,0.31003354900816726,0.030034249577065353,0.308460173373887,True,0.6479635111864162,0.808175192171053,0.8782640946633985,0.0164674163644714,0.643227129040538,0.802922145272801,0.8409707940358873,0.0030236825630352,0.6678269905571326,0.8298464633741869,0.7263500581249402,0.100531867176516,True
631,0,0.07891442395278703,0.10399015791570974,0.4479166666666667,True,0.07891442395278703,0.20974847584146405,0.0791811764468584,0.3093250352207756,True,0.6535082530496205,0.8124295092248465,0.8850711651421796,0.0354491782033402,0.6333821735150424,0.8027562242573189,0.8948408944230347,0.0505548770080181,0.6100964794175197,0.7917084850185193,0.8200867703902283,0.1260972590985272,True
630,0,0.05300162838274036,0.10356525964243106,0.5,True,0.05300162838274036,0.18595793554193962,0.07334998309862106,0.23990005849180618,True,0.6564008627872778,0.8135648031343741,0.886191985991699,0.0145642858391295,0.6422983384455996,0.8070978555791873,0.9011382569359494,0.0162792182730772,0.6321634440534087,0.8008572956276854,0.8205863760893286,0.0939134031478968,True
952,0,0.01930336672308719,0.10355964520622538,0.5208333333333334,True,0.4588477514700937,0.01930336672308719,0.022055068770877484,0.2195029217489164,True,0.6350942844615439,0.8070079934255389,0.8404564542243472,0.1226736217014943,0.6106729081657076,0.785834127950473,0.8125856503796769,0.0784010493149967,0.4487826552957348,0.7292589294653197,1.016669372248211,0.0207645921826411,True
41,2,0.00963867392999096,0.10355648230271322,0.5104166666666666,True,0.08287292235249843,0.23809484344746445,0.13443731445279739,0.00963867392999096,True,0.6342476086883465,0.8393202447208751,0.6396191240016754,0.1741560417943023,0.6211548833706702,0.9294210002133207,0.5110180707417793,0.2600144243623647,0.5393850748434597,0.9608305505550409,0.4731189612074777,0.3820309904346993,True
656,0,0.07641696496554351,0.10354575595552551,0.4791666666666667,True,0.07641696496554351,0.3501346032044701,0.1150955046357649,0.3082178073107218,True,0.6172025760246308,0.8049047037841793,0.9209228456248716,0.1311823041156844,0.5967764710246274,0.7947598986540815,0.9164456566437488,0.1416312175563659,0.6159011457346961,0.8165940334048519,0.7838224267810424,0.2232726840816019,True
660,0,0.06686457361748999,0.10337789058717076,0.5,True,0.18720659450217136,0.2873503462779434,0.06686457361748999,0.2802354782563007,True,0.6334806201792318,0.8101087770460322,0.9256094325471668,0.0972378992296452,0.6297320528732961,0.8034565160726835,0.9096617357578252,0.0673110069601472,0.6737536256903973,0.835480064634809,0.7775459218340021,0.1446269262956344,True
1351,2,0.07538897823509638,0.10332773631284604,0.5208333333333334,True,0.07538897823509638,0.13052272233326656,0.07729059710623831,0.1284099230178768,True,0.6527354601295852,0.8209131208630407,0.8453964997807589,0.1433996374900697,0.6574058476006074,0.8385975600141448,0.7916404655902298,0.2088900460633142,0.6700545231907664,0.9145616122319706,0.6294307205351212,0.2916655515787463,True
1377,2,0.10605931338489594,0.10297548206281487,0.5520833333333334,True,0.3336680952170338,0.15949326673776,0.1718203936896664,0.10605931338489594,True,0.6608739519516857,0.8185787019389218,0.8601449751361124,0.0864255994993436,0.6725797402260876,0.8378135099002092,0.7762044643358192,0.1598626368163146,0.6798521318205955,0.8719299142446438,0.6598447351865858,0.1882273103404176,True
939,0,0.3537639327870934,0.10268064685579273,0.4895833333333333,True,0.5351038989837942,0.4997555806413474,0.3537639327870934,0.5440598243551931,True,0.6589573887669562,0.8162835434951331,0.8935189868592279,0.0373647012883372,0.659737671638833,0.8143692996642526,0.8710675884212518,0.0156521132387929,0.4382184760884674,0.7464940137099559,1.0910411462846668,0.0179474190589341,True
938,0,0.3416855886032696,0.1026795727165469,0.53125,True,0.4965948707036022,0.4419748338900471,0.3416855886032696,0.507785241040743,True,0.6632502740543216,0.8185650420345353,0.8671764286929585,0.0665987017427846,0.6679646540282742,0.818588957307472,0.843727087537256,0.0386173718164555,0.4852625744769178,0.7548693438120776,1.04549921414522,0.009971470327884,True
1326,2,0.03210263085771592,0.10260773789840488,0.46875,True,0.2922732073915163,0.2558980564591333,0.16033948668894005,0.03210263085771592,True,0.6654221528930124,0.8180409570369546,0.8673628446389401,0.0365541502472822,0.690751587618465,0.8326453844386941,0.8161674466876491,0.0476993309813526,0.7131643661168281,0.8978604494832662,0.6492403214319687,0.1765702482221202,True
1484,2,0.007581168161420071,0.10251415817532344,0.4895833333333333,True,0.007581168161420071,0.021671844313160382,0.03440694349559659,0.16606269877323965,True,0.5479221000247709,0.7658945024223393,0.9147322283864072,0.1285286744109543,0.5822796553288467,0.7754218791772964,0.7864160145487182,0.1373992880819907,0.3567904300623449,0.7377749904702692,1.1348329712593292,0.1728191725265916,True
1461,2,0.12357289288851758,0.10239653149998017,0.5416666666666666,True,0.12357289288851758,0.3138428142380941,0.21139816116398735,0.25174318230972903,True,0.5745032728132511,0.7831348597016473,0.9761167226027164,0.0394326800750398,0.6517517470929077,0.8091383464086392,0.8232344118038587,0.0524825444921748,0.4889182224382861,0.7480464511532805,0.9627268204094424,0.1567405808996815,True
635,0,0.07485597417613843,0.10217030134171305,0.5208333333333334,True,0.13237614249695018,0.26548297095634077,0.07485597417613843,0.30021963956492626,True,0.6588676906478768,0.8159046696823419,0.8971195166037415,0.0153911663335871,0.6465892090819545,0.8079541784074622,0.8865555322391857,0.0047510525089574,0.6539723903176375,0.8143453923963299,0.7854620171021879,0.0913880650364846,True
954,0,0.038408689881864855,0.10212541836457004,0.46875,True,0.4699823611250523,0.2111706737527861,0.038408689881864855,0.06318083469736613,True,0.6566993745231011,0.8137041837840823,0.8699479725231828,0.0474527176554708,0.6319799519395872,0.7961974115558875,0.837479682670116,0.0156888597533185,0.4480605348837534,0.7378242285765946,1.0440161483526758,0.0507007460964038,True
1427,2,0.02436677834378098,0.10206742148209258,0.4895833333333333,True,0.08652365014180163,0.059258884363298625,0.02436677834378098,0.20128652449060835,True,0.5971194017905738,0.7970348116733984,0.9685077848437044,0.093499244386312,0.6705876367832679,0.8343935891644215,0.8200407252408839,0.1594334348642405,0.6455467050076136,0.8069399722843681,0.8006577302541729,0.0746052766080077,True
680,0,0.013872626219013529,0.1020241587750253,0.4791666666666667,True,0.14335583742237656,0.08757498423286025,0.013872626219013529,0.2285394233873176,True,0.6296935254886268,0.8047695786865253,0.893177692746175,0.100720179999228,0.5926026606347143,0.7884916478127035,0.8981228464940226,0.1307570966004361,0.6758108247796281,0.857099498518611,0.7119967853971232,0.1943037010095529,True
936,0,0.3948518597054955,0.10194620328497066,0.4895833333333333,True,0.6124365915465022,0.4876867758028095,0.3948518597054955,0.4974808640970455,True,0.6754113541202431,0.8237887687014863,0.8797294196882682,0.0093394264086729,0.6746354243762418,0.8219353994204437,0.8439528802268232,0.0213917503524829,0.4895519648276939,0.7576120407336605,1.0434600368279394,0.0521053026650121,True
636,0,0.052041397033412595,0.10189319951509668,0.5104166666666666,True,0.16012378900621882,0.27497871842762034,0.052041397033412595,0.2859911546453522,True,0.6557262470353036,0.8139520527910313,0.8925788215837818,0.0246886297036008,0.6464900114131201,0.8070713922874518,0.8768247706647353,0.002947378605057,0.6602460479062846,0.8189289020166988,0.7705616313260663,0.0897725223992857,True
944,0,0.3726409091907199,0.10180032456591899,0.4791666666666667,True,0.5128939642117992,0.4556759463282931,0.3726409091907199,0.555092736368036,True,0.6465732147564599,0.8124287748836039,0.9029658517293482,0.0725970882242634,0.6350908814363785,0.8023027944354482,0.8599104639616313,0.0726653214010135,0.3916611406904916,0.7312352819347849,1.1088976025236694,0.0203732290806241,True
659,0,0.034681626343609606,0.10169709332880059,0.46875,True,0.10178934795718741,0.26398365373436816,0.034681626343609606,0.28303564824161276,True,0.6229817058900506,0.8076445560465074,0.9429361886935944,0.1049008920705412,0.6164240530082148,0.8008135934638145,0.93701766501998,0.079541243136726,0.6528849808743229,0.8244865424465236,0.8044161346943645,0.1627582763909788,True
1352,2,0.07217814888604712,0.10166831718869851,0.4583333333333333,True,0.11649921543923536,0.07217814888604712,0.09259644905423059,0.11646699713334008,True,0.6542231103062773,0.8225820568736213,0.8350803275173708,0.1492043002566476,0.6561132032546149,0.8397141978420083,0.7856471973205941,0.214670655324499,0.6657219414220593,0.9136139763370128,0.6260814025534964,0.2937576813458591,True
944,2,0.3283770172499091,0.10165350389535366,0.4583333333333333,True,0.5901138329253759,0.38368235528169214,0.3283770172499091,0.45132290332296465,True,0.6556662405427788,0.8254732647761012,0.8715398572199854,0.1536806408691267,0.6456488488963215,0.8145186593072393,0.8300055003333449,0.1324837922855973,0.436878165313196,0.7411806025492369,1.0747886586994373,0.0342955558890465,True
938,2,0.24997022468684837,0.10149765358718175,0.5,True,0.5139815829326202,0.36463655102995984,0.24997022468684837,0.3931124298220626,True,0.6688927698542717,0.8308092641966798,0.861486321870299,0.1428642073902561,0.6798184019253588,0.8299805699551295,0.8435170851251224,0.0941600092116342,0.496362353960365,0.7617492632168134,1.0513847785438155,0.0032945883285608,True
1407,2,0.0797797112468841,0.10148319500957016,0.5,True,0.2713560594655863,0.15614062908394954,0.2726046748467419,0.0797797112468841,True,0.6426399870188886,0.8060679636630373,0.8860677068719942,0.0265634356115332,0.6827389104283362,0.8343250160694087,0.7507153275519934,0.0798043983556256,0.658369279988663,0.8154000725381854,0.7349444880942099,0.0059073884579689,True
654,0,0.14523465395085766,0.10142887829434205,0.46875,True,0.16627880791197147,0.23682370675235764,0.14523465395085766,0.29955492135857187,True,0.6305890416854629,0.8060295033713673,0.8870426810885454,0.1119436628657229,0.6234729463587919,0.8038136067815311,0.8960778239014008,0.1188725465681604,0.644001348088493,0.8290304211745622,0.7821926463535499,0.202722258260397,True
1353,2,0.07261079591302944,0.10134140215366157,0.5,True,0.1682298516927505,0.07261079591302944,0.1102434168926184,0.17630217349624644,True,0.6707948130866042,0.8247323141204822,0.8392142561430481,0.0958063161966709,0.6788468015771043,0.841840612771519,0.7804008053166372,0.1614743502675549,0.6919112346108387,0.913267435666798,0.6232447944116847,0.2409004815229274,True
1443,2,0.05413158400656093,0.1010837275076201,0.46875,True,0.05413158400656093,0.07158033869564373,0.19207553305493164,0.16167975472331897,True,0.5451918687851458,0.7894233142966488,1.06294392603949,0.0564249530064647,0.6814483822174955,0.8343909336217972,0.8994437480997202,0.1026059414520404,0.5877053385875934,0.7774742677218222,0.906693018173496,0.0079632225699176,True
940,0,0.3353616692652731,0.10097366068121329,0.46875,True,0.6014901529114385,0.4964842833062545,0.3353616692652731,0.5023057915391311,True,0.6454681923558896,0.8146085644706406,0.8968285315521071,0.1065776616658041,0.6479591053072364,0.8103646905825038,0.8659422138501457,0.0751196734755648,0.4247140512989702,0.7455585612063479,1.1049603873845326,0.0444279667427529,True
1375,2,0.0627962001438439,0.10089430672538811,0.4479166666666667,True,0.20794832701899157,0.11362564093757099,0.11366908458768143,0.0627962001438439,True,0.6529286328780927,0.8130058274343718,0.8544607750524713,0.0795696542793511,0.675804366434389,0.8381279453071019,0.7768745171171433,0.1513344105129191,0.6854321751683912,0.8723007958905266,0.6626919402144416,0.1775968213820763,True
610,0,0.01962225108438931,0.10057191257899922,0.4791666666666667,True,0.07989198636187234,0.10737477410028418,0.01962225108438931,0.20539912826968654,True,0.6675212090861538,0.8189058003371796,0.8725229212000519,0.0145156842793963,0.6558167970001478,0.8125772320217748,0.8770466395105669,0.0175686225431904,0.5713813965919311,0.763926426413395,0.8386344878640253,0.0813688757148458,True
936,2,0.32689409314794915,0.10054010666008821,0.5104166666666666,True,0.6754529573095013,0.4618418751388431,0.32689409314794915,0.41232340748071483,True,0.6852550507988623,0.8353575075824531,0.8597023648531412,0.1094277962858427,0.6888051977041237,0.8312363429475881,0.8287574577212166,0.046287312092962,0.5122355711224101,0.7643293079491731,1.0274945939887337,0.0520360652948309,True
1380,0,0.12853787835018238,0.10049189695246337,0.4479166666666667,True,0.4333232435738461,0.15356861704117952,0.152772828753034,0.12853787835018238,True,0.6627530989130912,0.8153847209257479,0.8546604936164914,0.0235914790891458,0.6735591995838334,0.8298872476960574,0.7619795348112252,0.1026751519865211,0.6808809835129019,0.8583238802070218,0.6502739771512329,0.1120452482669969,True
1376,2,0.050678220973896626,0.10048954498334259,0.4895833333333333,True,0.3375506761226905,0.17248508602630386,0.11511221451932008,0.050678220973896626,True,0.6532099284898408,0.8152698398853949,0.8838679731017736,0.0821539984184854,0.6782238599775928,0.8397128743066354,0.7983963998739309,0.1587034978794418,0.6810071248752947,0.8683681978650295,0.6836434402394331,0.1973143839364706,True
941,0,0.34231782275167044,0.10046142146524012,0.4895833333333333,True,0.5584092390944282,0.5214345264067475,0.34231782275167044,0.4854334103272988,True,0.6452495999519479,0.8114900427287625,0.8793591834731683,0.0930605675385506,0.6451908248626314,0.8077873338877836,0.8522448111111034,0.0731647773579641,0.4332718471995784,0.743116635565212,1.087318562085417,0.0218064356087993,True
677,0,0.0894257988114836,0.10042472880010636,0.4270833333333333,True,0.14749186218080068,0.0894257988114836,0.11829195993132546,0.2094349101509947,True,0.6377698299176544,0.8109050306175969,0.8952310314001274,0.1126333181403088,0.6161575050326764,0.8019354057200496,0.920430247854438,0.1135863649486615,0.7059257937094592,0.8662483554901556,0.7534893942012817,0.1781736128864043,True
1383,2,0.05351239348516634,0.10023959320145796,0.46875,True,0.2928473616820868,0.1566119564741707,0.2783377431781505,0.05351239348516634,True,0.6651235264828307,0.8165448277114371,0.8564565943945837,0.0053833130783838,0.674013152726719,0.8274175939052425,0.7529970390767293,0.0711920149752619,0.6739244917135674,0.8394369210338826,0.677121463862609,0.066208345731925,True
949,0,0.0918962373096871,0.1001788189469796,0.4375,True,0.4398503454999526,0.0918962373096871,0.15082923682588922,0.2718654838694763,True,0.664046322035007,0.8169621222835372,0.8690331348754925,0.0258727048965229,0.6556106006832445,0.8097208241747501,0.8151637111416111,0.0027545236354423,0.4888323185483986,0.7481192133046285,1.0064639522588754,0.0640939515227428,True
1462,2,0.12287366516487475,0.10013771898054537,0.5,True,0.12287366516487475,0.22170583279479827,0.15464605942152498,0.16917658682598435,True,0.5502971897180176,0.7825635870101114,1.0233136462872676,0.0644048674725783,0.6457770846103106,0.8088866487605699,0.8612458029642035,0.0760200296229576,0.4727153163013449,0.7450685462611685,1.0015097864542295,0.129033765560147,True
