dataset,patch_num,d_model,a6_coeff_patch_entropy_mean,pmfo_node_patch_entropy_mean,pmfo_node_patch_max_share_mean,pmfo_node_patch_profile_cosine_mean,pmfo_seed_node_weight_cosine_mean
ETTh2,12,64,0.9968921002810736,0.9951904344910576,0.12253680165260553,0.9935767770875084,0.20054541466614886
ETTm1,24,32,0.989600558108265,0.9863959077449144,0.09386027002702532,0.9661719190200523,0.1549424752146418
Weather,12,64,0.984675547563447,0.9762069224085612,0.16623256691607685,0.9359868127024704,0.19472780959818972
