epoch,train_loss,val_mean_mse,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.5290613909333653,0.5421546921133995,286,277,295,271,0.4294319748878479,0.2902959883213043,0.48742374777793884,0.33555638790130615,0.5686081051826477,0.38784465193748474,0.6831549406051636,0.45125114917755127
2,0.4691916291855203,0.5372911244630814,283,252,273,321,0.42084652185440063,0.2921464145183563,0.48480480909347534,0.3392784595489502,0.5687565803527832,0.39259517192840576,0.6747565865516663,0.45426952838897705
3,0.43364604447033683,0.572774238884449,269,308,274,278,0.4477634131908417,0.3045063614845276,0.5218510627746582,0.35802289843559265,0.6123409271240234,0.41199758648872375,0.7091415524482727,0.46920686960220337
4,0.40565371419657004,0.5984144657850266,261,307,286,275,0.4665755033493042,0.31058746576309204,0.5510131120681763,0.3660624623298645,0.6458718180656433,0.42164838314056396,0.7301974296569824,0.476326048374176
5,0.38344546141510416,0.6079938784241676,282,288,287,272,0.4702956974506378,0.3146498501300812,0.5574000477790833,0.37144821882247925,0.6587378978729248,0.4297168552875519,0.7455418705940247,0.4858350157737732
6,0.36833216099479327,0.6194990277290344,260,302,282,285,0.47755885124206543,0.31692197918891907,0.567834198474884,0.3750203549861908,0.6716718673706055,0.43531620502471924,0.7609311938285828,0.49292975664138794
7,0.35585796357890587,0.6214110851287842,267,287,289,286,0.48066675662994385,0.3172045946121216,0.570359468460083,0.3763881027698517,0.6750569343566895,0.4366725981235504,0.7595611810684204,0.49246540665626526
8,0.3461373873893089,0.6209990382194519,287,284,269,289,0.4793158173561096,0.3163599669933319,0.5671554207801819,0.37471985816955566,0.6704727411270142,0.4356748163700104,0.767052173614502,0.49682173132896423
9,0.336887660638435,0.6235683560371399,276,303,279,271,0.4843297004699707,0.3198436200618744,0.5696306824684143,0.3768971562385559,0.6716992855072021,0.43771547079086304,0.7686137557029724,0.49784743785858154
10,0.32717743728464954,0.620051346719265,311,285,277,256,0.4763493835926056,0.3176862597465515,0.5643029808998108,0.37733176350593567,0.666948676109314,0.4372364580631256,0.7726043462753296,0.500554084777832
11,0.32329768985113916,0.6329476237297058,294,282,281,272,0.4887087345123291,0.32224705815315247,0.5782859921455383,0.3823084235191345,0.683460533618927,0.44424647092819214,0.7813352346420288,0.505083441734314
12,0.31847145781910874,0.6297865360975266,292,256,298,283,0.4843263030052185,0.3206554353237152,0.5715139508247375,0.38007786870002747,0.6764670014381409,0.44170081615448,0.7868388891220093,0.5067271590232849
