scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.001725927460938692,6.050301089999266e-05,0.0001221224811160937,4.253132343292236,0.9758173823356628,0.4224013686180115,0.4226839244365692,0.0668927324931623,9.5367431640625e-07
1-96,0.0007440570625476539,1.2447739209164865e-05,3.2617321267025545e-05,2.4634010791778564,0.8583908677101135,0.2560310661792755,0.2561163604259491,0.03331402198416544,9.5367431640625e-07
97-192,0.0015568245435133576,4.4881955545861274e-05,9.311926260124892e-05,3.517573595046997,0.9612094163894653,0.3607426881790161,0.36109858751296997,0.09865739337626689,4.76837158203125e-07
193-336,0.0017078870441764593,6.132936687208712e-05,0.00012584199430420995,4.29755163192749,0.9944366812705994,0.38093551993370056,0.3811967372894287,0.06857259065076171,4.76837158203125e-07
337-720,0.002010793425142765,7.611221371917054e-05,0.00015088828513398767,4.8677978515625,0.9959018230438232,0.4949582815170288,0.49527981877326965,0.06496249628447082,4.76837158203125e-07
