dataset,trial_id,profile_id,validation_mean_mse_4h,test_mean_mse_4h,test_mean_mae_4h,trainable_parameters,complete
ETTm2,ETTm2__h4k_rank32,h4k_rank32,0.18525557671054563,,,2263365,True
ETTm2,ETTm2__h4k_rank48,h4k_rank48,0.18284258540222673,,,2778245,True
ETTm2,ETTm2__h4k_rank80,h4k_rank80,0.18308798159964176,,,3808005,True
ETTm2,ETTm2__h4k_rank64_dropout2,h4k_rank64_dropout2,0.1835539107444689,,,3293125,True
ETTm2,ETTm2__h4k_rank64_dropout4,h4k_rank64_dropout4,0.1836546620920888,,,3293125,True
ETTm2,ETTm2__h4k_rank64_lr5e5,h4k_rank64_lr5e5,0.18322697292240928,,,3293125,True
ETTm2,ETTm2__h4k_rank64_patch24,h4k_rank64_patch24,0.1831710698285384,,,6410437,True
ETTm2,ETTm2__h4k_rank64_capacity64,h4k_rank64_capacity64,0.1820407292849268,,,1695493,True
Weather,Weather__h4k_current_lr5e5_patch24,h4k_current_lr5e5_patch24,0.4887215471617685,,,4927509,True
Weather,Weather__h4k_current_lr5e5_patch24_dropout0,h4k_current_lr5e5_patch24_dropout0,0.4879025797634977,,,4927509,True
Weather,Weather__h4k_current_lr5e5_dropout0,h4k_current_lr5e5_dropout0,0.48539966982198024,,,2570133,True
Weather,Weather__h4k_current_patch24_capacity128,h4k_current_patch24_capacity128,0.48684243719585035,,,9681237,True
Weather,Weather__h4k_timealign_dropout2,h4k_timealign_dropout2,0.48863672840396044,,,19115989,True
Weather,Weather__h4k_timealign_dropout3_lr5e5,h4k_timealign_dropout3_lr5e5,0.48844457573131733,,,19115989,True
ETTh1,ETTh1__h4k_lr2e4,h4k_lr2e4,1.1355972254887179,,,2420425,True
ETTh1,ETTh1__h4k_lr3e4_rank64,h4k_lr3e4_rank64,1.1337152513664304,,,1663525,True
ETTh2,ETTh2__h4k_lr5e4_rank64,h4k_lr5e4_rank64,0.39831007464478413,,,1695493,True
ETTh2,ETTh2__h4k_lr5e4_rank96,h4k_lr5e4_rank96,0.40905517015406595,,,2233733,True
ETTm1,ETTm1__h4k_lr8e5,h4k_lr8e5,0.600780475863518,,,791381,True
ETTm1,ETTm1__h4k_rank96,h4k_rank96,0.6012045277728393,,,710981,True
ECL,ECL__h4k_exact_budget60_dropout4,h4k_exact_budget60_dropout4,0.1313538058435023,,,5706565,True
ECL,ECL__h4k_exact_budget60_rank32,h4k_exact_budget60_rank32,0.1377125242628002,,,5332165,True
Solar,Solar__h4k_patch2_lr3e4,h4k_patch2_lr3e4,0.13038040856116578,,,2243397,True
Solar,Solar__h4k_patch3_lr3e4,h4k_patch3_lr3e4,0.12906062650670516,,,3060549,True
