dataset,trial_id,profile_id,seed,horizon,val_mse,val_mae,test_mse,test_mae,checkpoint_sha256,validation_complete,test_complete
ETTm2,ETTm2__h4k_rank32,h4k_rank32,2021,96,0.11455765669234097,0.23241782995561758,,,18ce32d26d33ef1a68bc028ca547794c78723fe696194ff9405683c548b83062,True,False
ETTm2,ETTm2__h4k_rank32,h4k_rank32,2021,192,0.15269861770017693,0.2679409980773926,,,18ce32d26d33ef1a68bc028ca547794c78723fe696194ff9405683c548b83062,True,False
ETTm2,ETTm2__h4k_rank32,h4k_rank32,2021,336,0.19745838298417984,0.30299271013410317,,,18ce32d26d33ef1a68bc028ca547794c78723fe696194ff9405683c548b83062,True,False
ETTm2,ETTm2__h4k_rank32,h4k_rank32,2021,720,0.27630764946548475,0.35340485394828847,,,18ce32d26d33ef1a68bc028ca547794c78723fe696194ff9405683c548b83062,True,False
ETTm2,ETTm2__h4k_rank48,h4k_rank48,2021,96,0.11264647706411779,0.23075805216406783,,,94f34ae2b9898c6e5f73f5452adec75451f37a29955e058a7dda5726230064ab,True,False
ETTm2,ETTm2__h4k_rank48,h4k_rank48,2021,192,0.15055471895417818,0.26717976457439363,,,94f34ae2b9898c6e5f73f5452adec75451f37a29955e058a7dda5726230064ab,True,False
ETTm2,ETTm2__h4k_rank48,h4k_rank48,2021,336,0.19529961056209036,0.3031812599815783,,,94f34ae2b9898c6e5f73f5452adec75451f37a29955e058a7dda5726230064ab,True,False
ETTm2,ETTm2__h4k_rank48,h4k_rank48,2021,720,0.27286953502852057,0.35311584615459046,,,94f34ae2b9898c6e5f73f5452adec75451f37a29955e058a7dda5726230064ab,True,False
ETTm2,ETTm2__h4k_rank80,h4k_rank80,2021,96,0.11068659042939544,0.22725301585160196,,,c7f069a0352bd21d1c9018e33f8f308aadc2c0099ff1201c57f5fe0c1848f7a5,True,False
ETTm2,ETTm2__h4k_rank80,h4k_rank80,2021,192,0.14907490236995122,0.26386184761455905,,,c7f069a0352bd21d1c9018e33f8f308aadc2c0099ff1201c57f5fe0c1848f7a5,True,False
ETTm2,ETTm2__h4k_rank80,h4k_rank80,2021,336,0.194104241207242,0.29935430036857724,,,c7f069a0352bd21d1c9018e33f8f308aadc2c0099ff1201c57f5fe0c1848f7a5,True,False
ETTm2,ETTm2__h4k_rank80,h4k_rank80,2021,720,0.27848619239197836,0.352261117607769,,,c7f069a0352bd21d1c9018e33f8f308aadc2c0099ff1201c57f5fe0c1848f7a5,True,False
ETTm2,ETTm2__h4k_rank64_dropout2,h4k_rank64_dropout2,2021,96,0.11282175911280017,0.22894250174673894,,,d7c0232b2b7070351805e4c8385573a4a2c91dc9d83c3944f01bb1e1906b797e,True,False
ETTm2,ETTm2__h4k_rank64_dropout2,h4k_rank64_dropout2,2021,192,0.15119734138716012,0.2650472008390352,,,d7c0232b2b7070351805e4c8385573a4a2c91dc9d83c3944f01bb1e1906b797e,True,False
ETTm2,ETTm2__h4k_rank64_dropout2,h4k_rank64_dropout2,2021,336,0.19608626969247347,0.300444823578887,,,d7c0232b2b7070351805e4c8385573a4a2c91dc9d83c3944f01bb1e1906b797e,True,False
ETTm2,ETTm2__h4k_rank64_dropout2,h4k_rank64_dropout2,2021,720,0.27411027278544176,0.35147378081455827,,,d7c0232b2b7070351805e4c8385573a4a2c91dc9d83c3944f01bb1e1906b797e,True,False
ETTm2,ETTm2__h4k_rank64_dropout4,h4k_rank64_dropout4,2021,96,0.11294611873260389,0.22901032345059016,,,4b68139c43f204a62dcb80271ced9d4b98f55d661cafe3bc2dead3d39362075e,True,False
ETTm2,ETTm2__h4k_rank64_dropout4,h4k_rank64_dropout4,2021,192,0.15095730345152938,0.26481833995785564,,,4b68139c43f204a62dcb80271ced9d4b98f55d661cafe3bc2dead3d39362075e,True,False
ETTm2,ETTm2__h4k_rank64_dropout4,h4k_rank64_dropout4,2021,336,0.1958212920442401,0.3001161623258321,,,4b68139c43f204a62dcb80271ced9d4b98f55d661cafe3bc2dead3d39362075e,True,False
ETTm2,ETTm2__h4k_rank64_dropout4,h4k_rank64_dropout4,2021,720,0.27489393413998187,0.35161858893310033,,,4b68139c43f204a62dcb80271ced9d4b98f55d661cafe3bc2dead3d39362075e,True,False
ETTm2,ETTm2__h4k_rank64_lr5e5,h4k_rank64_lr5e5,2021,96,0.11050199111923575,0.22690491937100887,,,e96b36129e5ffa70139fdb1a2ff5b130f68b66d0aefa1c4cb76fbec0d3a5ae58,True,False
ETTm2,ETTm2__h4k_rank64_lr5e5,h4k_rank64_lr5e5,2021,192,0.14851263794116676,0.2631399881405135,,,e96b36129e5ffa70139fdb1a2ff5b130f68b66d0aefa1c4cb76fbec0d3a5ae58,True,False
ETTm2,ETTm2__h4k_rank64_lr5e5,h4k_rank64_lr5e5,2021,336,0.1935997191993963,0.2989478266487519,,,e96b36129e5ffa70139fdb1a2ff5b130f68b66d0aefa1c4cb76fbec0d3a5ae58,True,False
ETTm2,ETTm2__h4k_rank64_lr5e5,h4k_rank64_lr5e5,2021,720,0.2802935434298383,0.3527938795172506,,,e96b36129e5ffa70139fdb1a2ff5b130f68b66d0aefa1c4cb76fbec0d3a5ae58,True,False
ETTm2,ETTm2__h4k_rank64_patch24,h4k_rank64_patch24,2021,96,0.11183867735477786,0.2278808910244455,,,d3260d54bacc8d695cfb55b8f7ceac2b8fb923b73b3daf13ad4a7b330965fecf,True,False
ETTm2,ETTm2__h4k_rank64_patch24,h4k_rank64_patch24,2021,192,0.15002407354768366,0.26425214402843267,,,d3260d54bacc8d695cfb55b8f7ceac2b8fb923b73b3daf13ad4a7b330965fecf,True,False
ETTm2,ETTm2__h4k_rank64_patch24,h4k_rank64_patch24,2021,336,0.19389143393241934,0.29993252604756326,,,d3260d54bacc8d695cfb55b8f7ceac2b8fb923b73b3daf13ad4a7b330965fecf,True,False
ETTm2,ETTm2__h4k_rank64_patch24,h4k_rank64_patch24,2021,720,0.27693009447927275,0.35301883153410424,,,d3260d54bacc8d695cfb55b8f7ceac2b8fb923b73b3daf13ad4a7b330965fecf,True,False
ETTm2,ETTm2__h4k_rank64_capacity64,h4k_rank64_capacity64,2021,96,0.11047789545652147,0.22634873422794044,,,ac90337b53244ce8ac38e4b22b458a7598871239d4eed01a2bcb650bea539226,True,False
ETTm2,ETTm2__h4k_rank64_capacity64,h4k_rank64_capacity64,2021,192,0.1486445390522325,0.26260730891954154,,,ac90337b53244ce8ac38e4b22b458a7598871239d4eed01a2bcb650bea539226,True,False
ETTm2,ETTm2__h4k_rank64_capacity64,h4k_rank64_capacity64,2021,336,0.19335235690232366,0.2984127076120958,,,ac90337b53244ce8ac38e4b22b458a7598871239d4eed01a2bcb650bea539226,True,False
ETTm2,ETTm2__h4k_rank64_capacity64,h4k_rank64_capacity64,2021,720,0.27568812572862955,0.35124487973128754,,,ac90337b53244ce8ac38e4b22b458a7598871239d4eed01a2bcb650bea539226,True,False
Weather,Weather__h4k_current_lr5e5_patch24,h4k_current_lr5e5_patch24,2021,96,0.3970172850725551,0.2544025805934022,,,a43d489c0bc3c99958b5ca2e8c17e2ec0ec7b43c71964bf3fe0b90b2ecfbf7fe,True,False
Weather,Weather__h4k_current_lr5e5_patch24,h4k_current_lr5e5_patch24,2021,192,0.451395663820828,0.29513170876695466,,,a43d489c0bc3c99958b5ca2e8c17e2ec0ec7b43c71964bf3fe0b90b2ecfbf7fe,True,False
Weather,Weather__h4k_current_lr5e5_patch24,h4k_current_lr5e5_patch24,2021,336,0.5122678828470054,0.33904011642915155,,,a43d489c0bc3c99958b5ca2e8c17e2ec0ec7b43c71964bf3fe0b90b2ecfbf7fe,True,False
Weather,Weather__h4k_current_lr5e5_patch24,h4k_current_lr5e5_patch24,2021,720,0.5942053569066855,0.39086092084439267,,,a43d489c0bc3c99958b5ca2e8c17e2ec0ec7b43c71964bf3fe0b90b2ecfbf7fe,True,False
Weather,Weather__h4k_current_lr5e5_patch24_dropout0,h4k_current_lr5e5_patch24_dropout0,2021,96,0.39684688377504546,0.25407298452531296,,,3437c620b9587c45175898e09de7fb491c6bf12cf2170c0e3ae35a3bcb90ddd0,True,False
Weather,Weather__h4k_current_lr5e5_patch24_dropout0,h4k_current_lr5e5_patch24_dropout0,2021,192,0.4506424841626237,0.2948928442007552,,,3437c620b9587c45175898e09de7fb491c6bf12cf2170c0e3ae35a3bcb90ddd0,True,False
Weather,Weather__h4k_current_lr5e5_patch24_dropout0,h4k_current_lr5e5_patch24_dropout0,2021,336,0.5112527092209175,0.3386122909418884,,,3437c620b9587c45175898e09de7fb491c6bf12cf2170c0e3ae35a3bcb90ddd0,True,False
Weather,Weather__h4k_current_lr5e5_patch24_dropout0,h4k_current_lr5e5_patch24_dropout0,2021,720,0.5928682418954041,0.389767152008911,,,3437c620b9587c45175898e09de7fb491c6bf12cf2170c0e3ae35a3bcb90ddd0,True,False
Weather,Weather__h4k_current_lr5e5_dropout0,h4k_current_lr5e5_dropout0,2021,96,0.39475098873178166,0.2494976355228573,,,a96451a37c7d65996127758af6bda22bc05400171fc610e431a4f10ee16fa6aa,True,False
Weather,Weather__h4k_current_lr5e5_dropout0,h4k_current_lr5e5_dropout0,2021,192,0.44844695025434095,0.29079030341623974,,,a96451a37c7d65996127758af6bda22bc05400171fc610e431a4f10ee16fa6aa,True,False
Weather,Weather__h4k_current_lr5e5_dropout0,h4k_current_lr5e5_dropout0,2021,336,0.5083865184514296,0.3354658624379053,,,a96451a37c7d65996127758af6bda22bc05400171fc610e431a4f10ee16fa6aa,True,False
Weather,Weather__h4k_current_lr5e5_dropout0,h4k_current_lr5e5_dropout0,2021,720,0.5900142218503687,0.3873765175851683,,,a96451a37c7d65996127758af6bda22bc05400171fc610e431a4f10ee16fa6aa,True,False
Weather,Weather__h4k_current_patch24_capacity128,h4k_current_patch24_capacity128,2021,96,0.3961821156553924,0.2593935353991886,,,3538e8b0b08534b6d722f127d455fd45282ba66c831cbaaaefab31c5f439f9d3,True,False
Weather,Weather__h4k_current_patch24_capacity128,h4k_current_patch24_capacity128,2021,192,0.45007303442495566,0.3001084401427458,,,3538e8b0b08534b6d722f127d455fd45282ba66c831cbaaaefab31c5f439f9d3,True,False
Weather,Weather__h4k_current_patch24_capacity128,h4k_current_patch24_capacity128,2021,336,0.5105052369957169,0.3436241041248043,,,3538e8b0b08534b6d722f127d455fd45282ba66c831cbaaaefab31c5f439f9d3,True,False
Weather,Weather__h4k_current_patch24_capacity128,h4k_current_patch24_capacity128,2021,720,0.5906093617073364,0.3933803154569533,,,3538e8b0b08534b6d722f127d455fd45282ba66c831cbaaaefab31c5f439f9d3,True,False
Weather,Weather__h4k_timealign_dropout2,h4k_timealign_dropout2,2021,96,0.39631683464782935,0.253513597495233,,,4bc6b27015dde4672c14143f8350709ef160e2e5000644a9bbb717e4ef06de5e,True,False
Weather,Weather__h4k_timealign_dropout2,h4k_timealign_dropout2,2021,192,0.45102444939160097,0.29396791860926896,,,4bc6b27015dde4672c14143f8350709ef160e2e5000644a9bbb717e4ef06de5e,True,False
