candidate_strategy,baseline_strategy,dataset,horizon,candidate_mse,baseline_mse,relative_mse_pct,mse_win,candidate_mae,baseline_mae,relative_mae_pct,mae_win
scc_condition_delta_detached,r3_prefix_risk,Weather,720,0.3292681872844696,0.3233675956726074,1.8247318812476765,False,0.3383145332336426,0.33409297466278076,1.2635879503670733,False
scc_condition_delta_detached,dynamic_residual_stability_routing,ETTh2,96,0.3128853738307953,0.32232803106307983,-2.929517858295305,True,0.3684113323688507,0.3740232586860657,-1.5004217483505,True
scc_condition_delta_detached,dynamic_residual_stability_routing,ETTh2,192,0.3698497712612152,0.36917319893836975,0.18326691233032655,False,0.4055882692337036,0.40350258350372314,0.5168952604639898,False
scc_condition_delta_detached,dynamic_residual_stability_routing,ETTh2,336,0.38494953513145447,0.38372471928596497,0.3191912806056907,False,0.4207557439804077,0.41696587204933167,0.9089165769009755,False
scc_condition_delta_detached,dynamic_residual_stability_routing,ETTh2,720,0.41092371940612793,0.40575093030929565,1.2748680804968604,False,0.44510725140571594,0.44078773260116577,0.9799544055048681,False
scc_condition_delta_detached,dynamic_residual_stability_routing,Weather,96,0.1516415923833847,0.162042036652565,-6.418361854757437,True,0.20121590793132782,0.21602913737297058,-6.857051609694653,True
scc_condition_delta_detached,dynamic_residual_stability_routing,Weather,192,0.19708290696144104,0.20275060832500458,-2.795405355567837,True,0.24384449422359467,0.25190311670303345,-3.199095979800448,True
scc_condition_delta_detached,dynamic_residual_stability_routing,Weather,336,0.2511489689350128,0.25203120708465576,-0.350051154318598,True,0.28441959619522095,0.2882923483848572,-1.3433419968768234,True
scc_condition_delta_detached,dynamic_residual_stability_routing,Weather,720,0.3292681872844696,0.3245224058628082,1.4623894485940925,False,0.3383145332336426,0.3383672833442688,-0.01558960136596177,True
scc_condition_delta_state_open,single_720_prefix_risk,ETTh2,96,0.311850368976593,0.30893898010253906,0.942383144104264,False,0.3674696683883667,0.364199161529541,0.8979995574647681,False
scc_condition_delta_state_open,single_720_prefix_risk,ETTh2,192,0.37128910422325134,0.36851921677589417,0.7516263253760203,False,0.4065646827220917,0.403163880109787,0.8435285947190119,False
scc_condition_delta_state_open,single_720_prefix_risk,ETTh2,336,0.3866555392742157,0.383066326379776,0.9369690435492073,False,0.4216865599155426,0.4179953932762146,0.8830639520682082,False
scc_condition_delta_state_open,single_720_prefix_risk,ETTh2,720,0.4118462800979614,0.4101856052875519,0.4048593585446181,False,0.44558823108673096,0.44332125782966614,0.5113612796650235,False
scc_condition_delta_state_open,single_720_prefix_risk,Weather,96,0.15174628794193268,0.1509237140417099,0.5450262773121661,False,0.20360201597213745,0.1995583176612854,2.026324113292799,False
scc_condition_delta_state_open,single_720_prefix_risk,Weather,192,0.19518491625785828,0.1951702982187271,0.007489889222167534,False,0.24406445026397705,0.2407691329717636,1.3686626900799137,False
scc_condition_delta_state_open,single_720_prefix_risk,Weather,336,0.24684594571590424,0.24785242974758148,-0.40608197091400733,True,0.28340527415275574,0.280915766954422,0.8862112744058459,False
scc_condition_delta_state_open,single_720_prefix_risk,Weather,720,0.3212929964065552,0.3234710395336151,-0.6733348154444596,True,0.33502429723739624,0.3341345191001892,0.2662933897411124,False
scc_condition_delta_state_open,r3_prefix_risk,ETTh2,96,0.311850368976593,0.30031517148017883,3.8410305545204526,False,0.3674696683883667,0.35893383622169495,2.3781074129215263,False
scc_condition_delta_state_open,r3_prefix_risk,ETTh2,192,0.37128910422325134,0.3604849576950073,2.9971143864995886,False,0.4065646827220917,0.3980604410171509,2.136419706316506,False
scc_condition_delta_state_open,r3_prefix_risk,ETTh2,336,0.3866555392742157,0.3780958354473114,2.2638979392030745,False,0.4216865599155426,0.41389650106430054,1.8821272543282141,False
scc_condition_delta_state_open,r3_prefix_risk,ETTh2,720,0.4118462800979614,0.4029088020324707,2.218238474911849,False,0.44558823108673096,0.43718889355659485,1.9212147549783953,False
scc_condition_delta_state_open,r3_prefix_risk,Weather,96,0.15174628794193268,0.14891685545444489,1.9000082152240694,False,0.20360201597213745,0.19556677341461182,4.108695161877263,False
scc_condition_delta_state_open,r3_prefix_risk,Weather,192,0.19518491625785828,0.1931014060974121,1.0789720295434346,False,0.24406445026397705,0.23863273859024048,2.2761804209368908,False
scc_condition_delta_state_open,r3_prefix_risk,Weather,336,0.24684594571590424,0.2458879053592682,0.38962483951223703,False,0.28340527415275574,0.2796083986759186,1.3579261191070113,False
scc_condition_delta_state_open,r3_prefix_risk,Weather,720,0.3212929964065552,0.3233675956726074,-0.6415606553702657,True,0.33502429723739624,0.33409297466278076,0.2787614961240914,False
scc_condition_delta_state_open,dynamic_residual_stability_routing,ETTh2,96,0.311850368976593,0.32232803106307983,-3.2506208200168363,True,0.3674696683883667,0.3740232586860657,-1.7521879042286193,True
scc_condition_delta_state_open,dynamic_residual_stability_routing,ETTh2,192,0.37128910422325134,0.36917319893836975,0.5731470461469934,False,0.4065646827220917,0.40350258350372314,0.7588797057454855,False
scc_condition_delta_state_open,dynamic_residual_stability_routing,ETTh2,336,0.3866555392742157,0.38372471928596497,0.763781909516914,False,0.4216865599155426,0.41696587204933167,1.1321520974868715,False
scc_condition_delta_state_open,dynamic_residual_stability_routing,ETTh2,720,0.4118462800979614,0.40575093030929565,1.5022392638802895,False,0.44558823108673096,0.44078773260116577,1.0890726148925722,False
scc_condition_delta_state_open,dynamic_residual_stability_routing,Weather,96,0.15174628794193268,0.162042036652565,-6.353751732155455,True,0.20360201597213745,0.21602913737297058,-5.7525209571049345,True
scc_condition_delta_state_open,dynamic_residual_stability_routing,Weather,192,0.19518491625785828,0.20275060832500458,-3.7315261984411263,True,0.24406445026397705,0.25190311670303345,-3.1117782668395266,True
scc_condition_delta_state_open,dynamic_residual_stability_routing,Weather,336,0.24684594571590424,0.25203120708465576,-2.0573886181522894,True,0.28340527415275574,0.2882923483848572,-1.69518000026051,True
scc_condition_delta_state_open,dynamic_residual_stability_routing,Weather,720,0.3212929964065552,0.3245224058628082,-0.995126807243718,True,0.33502429723739624,0.3383672833442688,-0.9879755731204254,True
