candidate_strategy,baseline_strategy,dataset,horizon,candidate_mse,baseline_mse,relative_mse_pct,mse_win,candidate_mae,baseline_mae,relative_mae_pct,mae_win
scc_condition_delta_detached,single_720_prefix_risk,ETTh2,96,0.3128853738307953,0.30893898010253906,1.2774023294005898,False,0.3684113323688507,0.364199161529541,1.1565569842664214,False
scc_condition_delta_detached,single_720_prefix_risk,ETTh2,192,0.3698497712612152,0.36851921677589417,0.36105430185209286,False,0.4055882692337036,0.403163880109787,0.6013408550529009,False
scc_condition_delta_detached,single_720_prefix_risk,ETTh2,336,0.38494953513145447,0.383066326379776,0.4916142772130261,False,0.4207557439804077,0.4179953932762146,0.660378259807537,False
scc_condition_delta_detached,single_720_prefix_risk,ETTh2,720,0.41092371940612793,0.4101856052875519,0.17994637282763293,False,0.44510725140571594,0.44332125782966614,0.40286666711930597,False
scc_condition_delta_detached,single_720_prefix_risk,Weather,96,0.1516415923833847,0.1509237140417099,0.47565642432865207,False,0.20121590793132782,0.1995583176612854,0.8306295069373526,False
scc_condition_delta_detached,single_720_prefix_risk,Weather,192,0.19708290696144104,0.1951702982187271,0.9799691654774678,False,0.24384449422359467,0.2407691329717636,1.277307109043635,False
scc_condition_delta_detached,single_720_prefix_risk,Weather,336,0.2511489689350128,0.24785242974758148,1.330041101791335,False,0.28441959619522095,0.280915766954422,1.247288209838171,False
scc_condition_delta_detached,single_720_prefix_risk,Weather,720,0.3292681872844696,0.3234710395336151,1.7921690174220517,False,0.3383145332336426,0.3341345191001892,1.2509973961115861,False
scc_condition_delta_detached,r3_prefix_risk,ETTh2,96,0.3128853738307953,0.30031517148017883,4.185670104064698,False,0.3684113323688507,0.35893383622169495,2.64045770856276,False
scc_condition_delta_detached,r3_prefix_risk,ETTh2,192,0.3698497712612152,0.3604849576950073,2.5978375425393274,False,0.4055882692337036,0.3980604410171509,1.8911269347230641,False
scc_condition_delta_detached,r3_prefix_risk,ETTh2,336,0.38494953513145447,0.3780958354473114,1.812688488365577,False,0.4207557439804077,0.41389650106430054,1.657236265218276,False
scc_condition_delta_detached,r3_prefix_risk,ETTh2,720,0.41092371940612793,0.4029088020324707,1.9892634097905093,False,0.44510725140571594,0.43718889355659485,1.811198309431905,False
scc_condition_delta_detached,r3_prefix_risk,Weather,96,0.1516415923833847,0.14891685545444489,1.8297035084610336,False,0.20121590793132782,0.19556677341461182,2.888596267188781,False
scc_condition_delta_detached,r3_prefix_risk,Weather,192,0.19708290696144104,0.1931014060974121,2.0618704671784727,False,0.24384449422359467,0.23863273859024048,2.184006965743013,False
scc_condition_delta_detached,r3_prefix_risk,Weather,336,0.2511489689350128,0.2458879053592682,2.1396186884660606,False,0.28441959619522095,0.2796083986759186,1.7206913462133988,False
