epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,mse,mae
1,0.35758098074816225,0.28436896014482455,0.80477636021779,0.6594640540897398,0.40135225653648376,0.4290914833545685
2,0.28523869056226614,0.24900624419289424,0.4798559571119179,0.24479300736036516,0.38689401745796204,0.41928818821907043
3,0.2635488404255164,0.23744642488042214,0.35836498697001234,0.16368333031808524,0.3930570185184479,0.42263755202293396
4,0.25090830862746205,0.22932826862075276,0.30998438439871134,0.12161640909717496,0.3950923681259155,0.4208724796772003
5,0.24159524617786693,0.2230461838662176,0.2784487705929835,0.09253247813286639,0.3915232717990875,0.41676467657089233
6,0.23311031290463038,0.21685573514690973,0.2527423608571963,0.07234918966161129,0.39281386137008667,0.41785115003585815
7,0.22599712809673825,0.2114462208254893,0.23243624106385655,0.05858190494932627,0.39469683170318604,0.4184880554676056
8,0.21965781952205457,0.20642135393126568,0.21596395498827883,0.04876534803945543,0.40904802083969116,0.427825927734375
9,0.2138386723354347,0.20166799241214767,0.20213808197724192,0.04127552073897052,0.43136075139045715,0.4386606514453888
10,0.20803592987078473,0.19673883046646765,0.19044457745731325,0.03549740457893314,0.43104812502861023,0.4388470947742462
11,0.20298757818632557,0.1924347943605337,0.18032028329999825,0.030735385170052375,0.4345317482948303,0.43920955061912537
12,0.19777002488087891,0.18782316433980054,0.17218001063605,0.026757199478272656,0.4550139307975769,0.45050522685050964
