epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1036,0.3930434563617909,0.3930434563617909,0.3930434563617909,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19367805799494298,0.0001,11.415902137756348,1,5,0.0,1,0,0,0.3930434563617909
2,1036,0.3754967255194215,0.3754967255194215,0.3754967255194215,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18864203966758586,9.938441702975689e-05,10.966721534729004,1,5,0.0,2,0,0,0.3754967255194215
3,1036,0.37023609868002677,0.37023609868002677,0.37023609868002677,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.1891025174039579,9.755282581475769e-05,11.14018201828003,1,5,0.0,2,1,0,0.37023609868002677
4,1036,0.36668175617125043,0.36668175617125043,0.36668175617125043,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19148612854302868,9.45503262094184e-05,11.529252290725708,1,5,0.0,2,2,0,0.36668175617125043
5,1036,0.3643867579004709,0.3643867579004709,0.3643867579004709,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18606682113031786,9.045084971874738e-05,11.372615575790405,1,5,0.0,5,0,0,0.3643867579004709
6,1036,0.36250179059602117,0.36250179059602117,0.36250179059602117,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18965856425467847,8.535533905932738e-05,11.798929452896118,1,5,0.0,5,1,0,0.36250179059602117
7,1036,0.3612735312590268,0.3612735312590268,0.3612735312590268,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.1881845588616598,7.938926261462366e-05,11.535191059112549,1,5,0.0,5,2,0,0.3612735312590268
8,1036,0.3597789851941427,0.3597789851941427,0.3597789851941427,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19067203261998542,7.269952498697734e-05,11.571715831756592,1,5,0.0,5,3,0,0.3597789851941427
9,1036,0.35884144600178747,0.35884144600178747,0.35884144600178747,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.1894073293087006,6.545084971874738e-05,11.67476224899292,1,5,0.0,5,4,0,0.35884144600178747
10,1036,0.35860005599306355,0.35860005599306355,0.35860005599306355,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18744430030457718,5.782172325201155e-05,11.521504163742065,1,5,0.0,5,5,1,0.35860005599306355
