epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.5541479918174446,0.4602964404039085,0.8779622120782733,0.9990687994286418,2574.4212409704924,0.21901190280914307,0.32538169622421265
2,0.4745346801355481,0.3837645505554974,0.8212724756449461,0.9941301345825195,2585.082910373807,0.21451297402381897,0.32140839099884033
3,0.44726173393428326,0.35715023847296834,0.805005750618875,0.9972241725772619,2565.2589485645294,0.2121233344078064,0.31985384225845337
4,0.4210009793750942,0.3313510126899928,0.7962534576654434,0.9967458667233586,2573.8542972803116,0.2144661545753479,0.32081088423728943
5,0.40146806882694364,0.3123052923474461,0.7879414223134518,0.9953141277655959,2576.9917375445366,0.21278442442417145,0.32044872641563416
6,0.38690989138558507,0.29860299872234464,0.7722629783675075,0.9938748655840755,2579.8289433270693,0.21358880400657654,0.31958553194999695
7,0.3758616908453405,0.2887662274297327,0.7550982907414436,0.9868109570816159,2578.191439362243,0.21491287648677826,0.32146376371383667
8,0.36769387358799577,0.2810520459897816,0.7388471905142069,0.993989372625947,2577.1598818302155,0.21533626317977905,0.32057198882102966
9,0.3581892573274672,0.2722739849705249,0.7269608173519373,0.9913446195423603,2566.0311683267355,0.21793508529663086,0.3218517601490021
10,0.35108172753825784,0.2657923074439168,0.7136539500206709,0.9921344881877303,2574.608396112919,0.22815659642219543,0.3299505412578583
11,0.3426756700500846,0.2577840546146035,0.704535374417901,0.9932969287037849,2562.906425714493,0.22180664539337158,0.3267948627471924
12,0.33388267643749714,0.24976388202048838,0.6947041917592287,0.9876717021688819,2571.905618034303,0.22619962692260742,0.32869869470596313
13,0.3256631384138018,0.24288238678127527,0.6854374222457409,0.970177655108273,2570.5908221825957,0.23076999187469482,0.33097919821739197
