arm,dataset,same_run_oracle_headroom_percent,minimum_pairwise_probe_nrmse,pairwise_nrmse_retention_fraction,policy_normalized_entropy,policy_usage_max,shared_gradient_cosine_mean,shared_gradient_cosine_min
measure_only,ETTh1,1.4529541344512231,0.1410404631434526,0.9733446112830856,0.6520501031888036,0.686505816544427,0.46294753924012183,0.09781349450349808
measure_only,ETTh2,10.094504825198092,0.08929568519896756,1.125063656572309,0.8164442163832694,0.5330944930121313,0.31463186293840406,-0.2210780382156372
measure_only,ETTm1,10.244786669476436,0.09576203579999462,0.8925755279488914,0.5776459176252318,0.7276175537377331,0.5164082318544387,0.21599216759204865
measure_only,ETTm2,8.293890167773432,0.09550359441633981,0.9103223571745551,0.5311738743059214,0.7683602190852207,0.19023849442601204,-0.34108275175094604
measure_only,Weather,2.052774465249363,0.11686864946375164,1.021670255838939,0.6282753683949208,0.672403152823993,0.36066689491271975,-0.17883844673633575
equal_skill,ETTh1,7.911695824308218,0.04211338994335854,0.290631782189622,0.9630941727211082,0.32782133651176115,0.6479903161525726,0.3665030002593994
equal_skill,ETTh2,6.555625158054779,0.02759524555221894,0.34768094108705205,0.9645207345279941,0.26942208838507675,0.6400149524211883,0.36051926016807556
equal_skill,ETTm1,5.632598420787794,0.018541786544925217,0.17282365371824318,0.90061588524947,0.31616801344157414,0.735015457868576,0.5127565264701843
equal_skill,ETTm2,5.009921899172564,0.020884495749300423,0.19906709810340312,0.8450814567345735,0.4839145465021757,0.6344624251127243,0.3491794764995575
equal_skill,Weather,4.785258382107016,0.026924893005329298,0.23537845651004058,0.6270755015887569,0.35128325010266753,0.6351200580596924,0.3481629490852356
pointwise_route_only,ETTh1,4.585840163929033,0.14323231164926226,0.9884709366249756,0.9485128270321751,0.32793742793625663,0.4344630837440491,0.08430799096822739
pointwise_route_only,ETTh2,10.045621143515792,0.08766376466283081,1.104502590474541,0.8968921465121749,0.42613820183288065,0.3016607820987701,-0.2186875343322754
pointwise_route_only,ETTm1,13.614662102924358,0.08482353900086757,0.7906203588269685,0.987197190716446,0.2347073407639428,0.5387991756200791,0.2877693176269531
pointwise_route_only,ETTm2,7.183126637804205,0.09698154544824313,0.9244099093276771,0.8508558406705399,0.46242735542395697,0.19369128495454788,-0.29921606183052063
pointwise_route_only,Weather,9.82647617667709,0.1544739521770482,1.350417267293974,0.9690566246081054,0.24362771981718578,0.34019188284873964,0.03918801620602608
pointwise_capability_skill_only,ETTh1,11.59873357264084,0.0938685156875436,0.647802849460891,0.9512610028125261,0.3478580215789337,0.6058712750673294,0.3329843580722809
pointwise_capability_skill_only,ETTh2,10.472683225217082,0.06481568879037831,0.8166326925122129,0.9473428275604976,0.32528608758753635,0.5525801837444305,0.29565027356147766
pointwise_capability_skill_only,ETTm1,18.932220373775188,0.08533438038442845,0.7953817918293151,0.9642703629950838,0.2635152147150211,0.5864526361227036,0.32574665546417236
pointwise_capability_skill_only,ETTm2,6.168841280755332,0.02606131201263434,0.2484115401874743,0.8431909933707518,0.48708173038313135,0.6163754999637604,0.3222787082195282
pointwise_capability_skill_only,Weather,18.60324582236137,0.1913775823769629,1.6730302304858404,0.8749131406358734,0.29098294821092313,0.26326126549392936,-0.05456491559743881
pointwise_prior_composed,ETTh1,8.092726122712667,0.0419680461756955,0.28962873973013636,0.9872658239510896,0.2676376435224026,0.6499582290649414,0.37017229199409485
pointwise_prior_composed,ETTh2,6.290837361859802,0.02735909516850174,0.34470561015573287,0.9884769994225201,0.2642922464259712,0.6384641170501709,0.35758689045906067
pointwise_prior_composed,ETTm1,5.337590218194999,0.018670944015718376,0.17402750028143157,0.9930677069162445,0.2405534940410227,0.7334180474281311,0.5094314813613892
pointwise_prior_composed,ETTm2,5.085315426510551,0.02098892158999638,0.20006246563939203,0.9710018105539914,0.304061462666286,0.6534260153770447,0.38318219780921936
pointwise_prior_composed,Weather,4.659789208636534,0.025919390587308532,0.2265883154638349,0.9934254904297689,0.23454641993333702,0.6251032799482346,0.3324323296546936
pointwise_pcc_v0,ETTh1,11.99624209875111,0.0939468911855772,0.6483437323179617,0.9837605787078361,0.2716760745690326,0.5992181777954102,0.3257055878639221
pointwise_pcc_v0,ETTh2,10.026660264674181,0.06424957567771357,0.8095000602114588,0.9876527455294041,0.26132881552411447,0.5565206199884415,0.29684174060821533
pointwise_pcc_v0,ETTm1,19.068438270212607,0.0834321156269387,0.7776512271433137,0.9929676190337078,0.22780355401248828,0.576584267616272,0.2885240316390991
pointwise_pcc_v0,ETTm2,6.2224658881258055,0.026364807621812286,0.251304403435475,0.9688318488987364,0.3077720549645395,0.645479366183281,0.372449666261673
pointwise_pcc_v0,Weather,18.57237390407862,0.18330982487786746,1.6025015822472561,0.9926967262830727,0.22203339178927184,0.2528903931379318,-0.14189814031124115
transport_skill_only,ETTh1,11.095883782812987,0.042677618789563346,0.29452562296937995,0.9527709359512484,0.33492727908848535,0.6449878811836243,0.37931498885154724
transport_skill_only,ETTh2,16.780461648079957,0.03401880947964486,0.42861338820712125,0.9364171187022634,0.30428061105670223,0.6094153344631195,0.3555506467819214
transport_skill_only,ETTm1,18.28735086582267,0.025778805194376128,0.24027821113075365,0.8978237695169734,0.3072419597536565,0.6763310372829437,0.437607079744339
transport_skill_only,ETTm2,6.479376655633462,0.02134053535898859,0.20341398216565648,0.8367388324037968,0.49274232906804055,0.6100139349699021,0.29986652731895447
transport_skill_only,Weather,18.577525251365266,0.04916122589192901,0.42976933903853676,0.8236281527684994,0.31811869285382377,0.2715624328702688,-0.15677398443222046
transport_route_only,ETTh1,4.023740885576521,0.1484464589237096,1.024454668093992,0.7812792926705053,0.4107466713753953,0.39878821223974226,0.056449294090270996
transport_route_only,ETTh2,9.563369270504584,0.09046017592326115,1.1397354314671324,0.8636560951979644,0.4387723300149186,0.3033247411251068,-0.22784197330474854
transport_route_only,ETTm1,9.781811260437445,0.10095817017949092,0.9410074806358513,0.8322903237411696,0.4165700596671266,0.49713725596666336,0.2232102006673813
transport_route_only,ETTm2,8.038647736284776,0.1032771767957707,0.9844186870413124,0.7408502367683821,0.5132696287105404,0.18176228404045106,-0.2824406325817108
transport_route_only,Weather,15.740163733976853,0.159258095851183,1.392240436415472,0.9345468281726896,0.25453691257064115,0.34209207240492107,0.030393006280064583
pcc_transport_full,ETTh1,10.927596788337212,0.04253268307412406,0.29352539654881155,0.9732493614010711,0.27394726961457583,0.6451929241418839,0.3770827353000641
pcc_transport_full,ETTh2,15.441128658149205,0.03264572270210875,0.4113134478204862,0.9725290645734176,0.28659089695256657,0.6117182582616806,0.35792142152786255
pcc_transport_full,ETTm1,17.872632755267126,0.025350754518519075,0.2362884509423846,0.9845838735779306,0.23111808823852922,0.6730083435773849,0.4168500304222107
pcc_transport_full,ETTm2,6.533171187162933,0.02157678447095394,0.20566586440945084,0.9313488576804724,0.3587609354282997,0.6250325262546539,0.32411453127861023
pcc_transport_full,Weather,18.349467193026513,0.04616840083750081,0.40360594660550253,0.9682372938129685,0.24698986539670603,0.24558071717619895,-0.17540840804576874
