dataset,arm,status,protocol_pass,dense_mse_auc,dense_mae_auc,h720_mse,h720_mae,epochs_ran,best_val_h720_mse,encoder_initialization_hash,pcsd_initialization_hash,shared_gradient_cosine_mean,shared_gradient_cosine_min,shared_gradient_cosine_max,run_dir,same_run_oracle_headroom,minimum_pairwise_probe_nrmse,mean_pairwise_probe_nrmse,policy_normalized_entropy,policy_usage_max,arm_mse
ETTh2,equal_skill,ok,True,0.4240361849681245,0.4459439104734475,0.646336158996241,0.5601614768513374,9,0.6463361646048724,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.6400149524211883,0.36051926016807556,0.99296635389328,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/equal_skill/ETTh2/h720_full/seed2021,0.06555625158054779,0.02759524555221894,0.15041783838877745,0.9645207345279941,0.26942208838507675,"[0.5265908651738318, 0.5262646990306618, 0.5249476332966497, 0.5155298279758714, 0.5143965368315528]"
ETTh2,pointwise_route_only,ok,True,0.4314414489694922,0.45027108059691884,0.6573471013042662,0.5660322448031769,6,0.6573471060954035,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.3016607820987701,-0.2186875343322754,0.9911877512931824,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_route_only/ETTh2/h720_full/seed2021,0.10045621143515793,0.08766376466283081,0.37372998589146117,0.8968921465121749,0.42613820183288065,"[0.6559597204934171, 0.6501256723819221, 0.6262702771941475, 0.5635655237643812, 0.5966354545262111]"
ETTh2,pointwise_capability_skill_only,ok,True,0.42777398398958383,0.447834703649547,0.6491202011083563,0.5614739115660389,9,0.6491202048026026,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.5525801837444305,0.29565027356147766,0.9795362949371338,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_capability_skill_only/ETTh2/h720_full/seed2021,0.10472683225217083,0.06481568879037831,0.27138381752773283,0.9473428275604976,0.32528608758753635,"[0.547463016651585, 0.5463240506255874, 0.5517098542125866, 0.5463039981221616, 0.5419548680314604]"
ETTh2,pointwise_prior_composed,ok,True,0.4228994727717242,0.4447639774760333,0.64478826686326,0.5590244397107098,9,0.6447882804088294,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.6384641170501709,0.35758689045906067,0.9915136694908142,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_prior_composed/ETTh2/h720_full/seed2021,0.06290837361859802,0.02735909516850174,0.14784338686583345,0.9884769994225201,0.2642922464259712,"[0.5270715205918137, 0.5267331306044643, 0.5252891409486503, 0.5151274783767575, 0.5135239028711279]"
ETTh2,pointwise_pcc_v0,ok,True,0.42674953191194614,0.44662001982256605,0.6476182764292591,0.5601148743596341,9,0.6476182758290735,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.5565206199884415,0.29684174060821533,0.9791203141212463,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_pcc_v0/ETTh2/h720_full/seed2021,0.10026660264674181,0.06424957567771357,0.2653764724858184,0.9876527455294041,0.26132881552411447,"[0.5493743370680383, 0.5482425433582846, 0.5530563515210023, 0.5451751916756632, 0.5396342575423848]"
ETTh2,transport_skill_only,ok,True,0.42575417466928445,0.44711293501045585,0.6496323997361793,0.5619815817930632,9,0.6496323983081513,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.6094153344631195,0.3555506467819214,0.9904953241348267,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_skill_only/ETTh2/h720_full/seed2021,0.16780461648079958,0.03401880947964486,0.21953622299065328,0.9364171187022634,0.30428061105670223,"[0.5235556007936305, 0.5228283131922211, 0.5200222227499207, 0.5033981313728942, 0.5486854578251433]"
ETTh2,transport_route_only,ok,True,0.43121002774988976,0.45011621546064307,0.6570062901100351,0.5658816584696372,6,0.6570062812831666,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.3033247411251068,-0.22784197330474854,0.9903120994567871,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_route_only/ETTh2/h720_full/seed2021,0.09563369270504585,0.09046017592326115,0.3899305411657878,0.8636560951979644,0.4387723300149186,"[0.6987646242636371, 0.6914610842054958, 0.6578009407366474, 0.5569296421465686, 0.5907753434775215]"
ETTh2,pcc_transport_full,ok,True,0.42179092296811493,0.4441112582521714,0.6433954302531978,0.558293252852228,9,0.6433954541157517,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.6117182582616806,0.35792142152786255,0.9898830056190491,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pcc_transport_full/ETTh2/h720_full/seed2021,0.15441128658149206,0.03264572270210875,0.20801812993556293,0.9725290645734176,0.28659089695256657,"[0.5283272126805011, 0.527566556825294, 0.5244812365751477, 0.5039153945747215, 0.547847656753368]"
ETTm1,measure_only,ok,True,0.6470345782834347,0.5145779927635343,0.9485760626590086,0.6319278965807623,9,0.9485761893913149,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.5164082318544387,0.21599216759204865,0.9820384979248047,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/measure_only/ETTm1/h720_full/seed2021,0.10244786669476436,0.09576203579999462,0.496617845221726,0.5776459176252318,0.7276175537377331,"[2.606645061900472, 2.5741796968575636, 2.2749993970082234, 1.1489477100839434, 0.9516607170069498]"
ETTm1,equal_skill,ok,True,0.6468899196010318,0.5159351895553733,0.9452206445754402,0.6325075712054968,9,0.9452206880371604,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.735015457868576,0.5127565264701843,0.9948455095291138,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/equal_skill/ETTm1/h720_full/seed2021,0.05632598420787793,0.018541786544925217,0.07977199861367051,0.90061588524947,0.31616801344157414,"[0.7787881950838224, 0.778253010537046, 0.7785299361311617, 0.7716612749078726, 0.7742342306136022]"
ETTm1,pointwise_route_only,ok,True,0.6509270681256221,0.5182472968260692,0.9531196142029431,0.6345686168306404,9,0.9531195615107815,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.5387991756200791,0.2877693176269531,0.9771738648414612,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_route_only/ETTm1/h720_full/seed2021,0.13614662102924358,0.08482353900086757,0.40899370159283177,0.987197190716446,0.2347073407639428,"[1.0833817350275576, 1.0712439636316826, 1.022887137553657, 0.9823241299314206, 1.0857127069905514]"
ETTm1,pointwise_capability_skill_only,ok,True,0.6489463504875207,0.5181423617194444,0.9488013047207561,0.633952019446426,9,0.9488014829241567,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.5864526361227036,0.32574665546417236,0.9836451411247253,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_capability_skill_only/ETTm1/h720_full/seed2021,0.18932220373775188,0.08533438038442845,0.2748712355002939,0.9642703629950838,0.2635152147150211,"[0.8339479356249683, 0.8290561404048034, 0.8516878535759834, 0.8693358070301817, 0.868495014180527]"
ETTm1,pointwise_prior_composed,ok,True,0.6461259750914368,0.5157417230022379,0.9442330276283125,0.6324307296632065,9,0.9442330713487334,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.7334180474281311,0.5094314813613892,0.9944108128547668,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_prior_composed/ETTm1/h720_full/seed2021,0.053375902181949986,0.018670944015718376,0.08074505262799478,0.9930677069162445,0.2405534940410227,"[0.7790920341161287, 0.7785920232425492, 0.7787215092766903, 0.7715811032951934, 0.7748442794851292]"
ETTm1,pointwise_pcc_v0,ok,True,0.6510349603482497,0.5186136595909714,0.9509768929539455,0.634956735620896,9,0.950976905764805,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.576584267616272,0.2885240316390991,0.9861458539962769,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_pcc_v0/ETTm1/h720_full/seed2021,0.19068438270212607,0.0834321156269387,0.2773072099210395,0.9929676190337078,0.22780355401248828,"[0.8355175797632544, 0.8312938082895999, 0.852680399200172, 0.8614759022359502, 0.8766170267028022]"
ETTm1,transport_skill_only,ok,True,0.6470088626487055,0.5159898659726713,0.9470877418398029,0.6318402265095049,9,0.947087779134098,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.6763310372829437,0.437607079744339,0.9936689138412476,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_skill_only/ETTm1/h720_full/seed2021,0.1828735086582267,0.025778805194376128,0.12389145047836687,0.8978237695169734,0.3072419597536565,"[0.7854696224447938, 0.7842352758323539, 0.7855638360974091, 0.7880636782522437, 0.8357754553721719]"
ETTm1,transport_route_only,ok,True,0.6465952130499356,0.5153194101876581,0.9494104908054901,0.6328869636894928,9,0.9494104744038648,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.49713725596666336,0.2232102006673813,0.9829645156860352,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_route_only/ETTm1/h720_full/seed2021,0.09781811260437445,0.10095817017949092,0.5032143543433197,0.8322903237411696,0.4165700596671266,"[2.1076887415206476, 2.077850981737512, 1.8386168945583239, 0.8894340941314758, 1.0011868423115993]"
ETTm1,pcc_transport_full,ok,True,0.6463738930241042,0.5157960634461533,0.9449986780165798,0.6318066959372826,9,0.944998786960625,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,a77b2f0dca7e5c481a7504252915141de296f0878f551728fcbba9a9d409a5bb,0.6730083435773849,0.4168500304222107,0.9933690428733826,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pcc_transport_full/ETTm1/h720_full/seed2021,0.17872632755267126,0.025350754518519075,0.12399407070384078,0.9845838735779306,0.23111808823852922,"[0.7857270256977411, 0.7846021671890682, 0.7853570881396796, 0.7885483563019345, 0.834273738000861]"
ETTm2,measure_only,ok,True,0.1964030523855018,0.2939651503049286,0.2823353860837718,0.3540506237083011,6,0.2823353778053489,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.19023849442601204,-0.34108275175094604,0.9940283894538879,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/measure_only/ETTm2/h720_full/seed2021,0.08293890167773432,0.09550359441633981,0.5148732634748727,0.5311738743059214,0.7683602190852207,"[0.7937754785141019, 0.7818490659458316, 0.6920199774579991, 0.3301784706527692, 0.25565021103072555]"
ETTm2,equal_skill,ok,True,0.19492792711649107,0.2938502674218357,0.27778089869146544,0.35230383036865126,6,0.2777809152379632,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.6344624251127243,0.3491794764995575,0.9883946776390076,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/equal_skill/ETTm2/h720_full/seed2021,0.05009921899172565,0.020884495749300423,0.0967022840375222,0.8450814567345735,0.4839145465021757,"[0.2385410387432664, 0.23825043434265766, 0.23659895628728334, 0.23107067563518674, 0.22854929134368362]"
ETTm2,pointwise_route_only,ok,True,0.19737060187371888,0.29507510245623375,0.2837222498686363,0.3550179213285446,6,0.28372226131872996,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.19369128495454788,-0.29921606183052063,0.98752760887146,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_route_only/ETTm2/h720_full/seed2021,0.07183126637804205,0.09698154544824313,0.4830227631611637,0.8508558406705399,0.46242735542395697,"[0.4871563191386119, 0.4793958445883085, 0.43321757704380787, 0.2784358899344268, 0.27328929883371506]"
ETTm2,pointwise_capability_skill_only,ok,True,0.19528696274312213,0.29366785127239586,0.2790175967798051,0.3527458969503641,6,0.2790175922991087,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.6163754999637604,0.3222787082195282,0.9839611649513245,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_capability_skill_only/ETTm2/h720_full/seed2021,0.06168841280755333,0.02606131201263434,0.11408098463857295,0.8431909933707518,0.48708173038313135,"[0.24196794961526635, 0.24156146703273668, 0.23990812877255815, 0.2325773960069762, 0.22890539603240131]"
ETTm2,pointwise_prior_composed,ok,True,0.19527232176614992,0.2943808386479402,0.2784542305808928,0.3528293376374576,6,0.2784542196430266,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.6534260153770447,0.38318219780921936,0.9873164296150208,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_prior_composed/ETTm2/h720_full/seed2021,0.050853154265105505,0.02098892158999638,0.09744036723553014,0.9710018105539914,0.304061462666286,"[0.23786631300371916, 0.23756500384534246, 0.23608982292012853, 0.23113111007270404, 0.22913012949373462]"
ETTm2,pointwise_pcc_v0,ok,True,0.19594009086446162,0.2946500826733676,0.27973629023569324,0.35336084229250747,6,0.27973630228597257,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.645479366183281,0.372449666261673,0.9849106669425964,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_pcc_v0/ETTm2/h720_full/seed2021,0.062224658881258055,0.026364807621812286,0.11549265716082979,0.9688318488987364,0.3077720549645395,"[0.24157415131830434, 0.2411347532849957, 0.2393013022615908, 0.23252221534165413, 0.22959118030268025]"
ETTm2,transport_skill_only,ok,True,0.19494165098933122,0.2936868192406418,0.2781830935738981,0.3524282157731553,6,0.2781830716619475,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.6100139349699021,0.29986652731895447,0.9881458282470703,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_skill_only/ETTm2/h720_full/seed2021,0.06479376655633462,0.02134053535898859,0.09882044773773321,0.8367388324037968,0.49274232906804055,"[0.2407026111295208, 0.24033741226605257, 0.23841542216368908, 0.22983155061091678, 0.22742255531864292]"
ETTm2,transport_route_only,ok,True,0.19666186158380894,0.29418731429646555,0.2829380032916864,0.3544064760518571,6,0.28293800119103657,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.18176228404045106,-0.2824406325817108,0.9917700886726379,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_route_only/ETTm2/h720_full/seed2021,0.08038647736284776,0.1032771767957707,0.5244187413022308,0.7408502367683821,0.5132696287105404,"[0.7243360504737321, 0.7122688268939424, 0.6210067844599086, 0.27071636350000616, 0.26453491685915803]"
ETTm2,pcc_transport_full,ok,True,0.19528665189010908,0.2942072999883902,0.2785404986184504,0.35272772018280296,6,0.2785404605532272,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,da7cd257bc064f00e577611e6b1f2d905647dc81a82eab6a20c45496764aad7c,0.6250325262546539,0.32411453127861023,0.9859384894371033,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pcc_transport_full/ETTm2/h720_full/seed2021,0.06533171187162934,0.02157678447095394,0.09944458992625853,0.9313488576804724,0.3587609354282997,"[0.2403756309919671, 0.2400006279847981, 0.23801811357150798, 0.23005742479910576, 0.22770274726133835]"
Weather,measure_only,ok,True,0.4928658841533371,0.3228682030923239,0.5871049439120624,0.38712575530840293,14,0.5871049451331297,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.36066689491271975,-0.17883844673633575,0.9910203218460083,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/measure_only/Weather/h720_full/seed2021,0.02052774465249363,0.11686864946375164,0.7399327314597457,0.6282753683949208,0.672403152823993,"[2.14258877505368, 2.1053580583502463, 1.8546780538988148, 0.9433876257923962, 0.7121672896652778]"
Weather,equal_skill,ok,True,0.4925132580778365,0.32304953621697263,0.589358494306604,0.38931231706713637,14,0.5893585045511524,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.6351200580596924,0.3481629490852356,0.9897428750991821,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/equal_skill/Weather/h720_full/seed2021,0.04785258382107016,0.026924893005329298,0.11517848962218907,0.6270755015887569,0.35128325010266753,"[0.5397677793776812, 0.5397519260859137, 0.5402719380226675, 0.5407812601562071, 0.5429087914591529]"
Weather,pointwise_route_only,ok,True,0.49377865582069635,0.3227588775711382,0.58968127053231,0.38834920812191237,14,0.5896812478080392,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.34019188284873964,0.03918801620602608,0.9822649955749512,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_route_only/Weather/h720_full/seed2021,0.0982647617667709,0.1544739521770482,0.8268951001017759,0.9690566246081054,0.24362771981718578,"[0.9942971404200736, 0.9799711158981579, 0.9304023559540218, 0.6972587290088564, 0.8949027224425449]"
Weather,pointwise_capability_skill_only,ok,True,0.49429222965932934,0.32221002683960387,0.5898726486290494,0.38900865711685684,14,0.5898726616882616,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.26326126549392936,-0.05456491559743881,0.9704912304878235,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_capability_skill_only/Weather/h720_full/seed2021,0.1860324582236137,0.1913775823769629,0.6152588149600681,0.8749131406358734,0.29098294821092313,"[0.6034061250131738, 0.6000455917094598, 0.610877292273446, 0.6403101652391362, 0.6363510314371907]"
