dataset,arm,status,protocol_pass,dense_mse_auc,dense_mae_auc,h720_mse,h720_mae,epochs_ran,best_val_h720_mse,encoder_initialization_hash,pcsd_initialization_hash,shared_gradient_cosine_mean,shared_gradient_cosine_min,shared_gradient_cosine_max,run_dir,same_run_oracle_headroom,minimum_pairwise_probe_nrmse,mean_pairwise_probe_nrmse,policy_normalized_entropy,policy_usage_max,arm_mse
ETTh1,measure_only,ok,True,1.177746227069814,0.7412361240883975,1.4164148203614686,0.8312817381901874,8,1.4164147610051765,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.46294753924012183,0.09781349450349808,0.9817186594009399,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/measure_only/ETTh1/h720_full/seed2021,0.014529541344512231,0.1410404631434526,0.6874789322043501,0.6520501031888036,0.686505816544427,"[3.8869624527601547, 3.8014706696685088, 3.425739348946144, 1.81201150360819, 1.454398367159875]"
ETTh1,equal_skill,ok,True,1.1762340728488876,0.7430413670288953,1.4157541905426316,0.8314866073843505,8,1.4157541883902418,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.6479903161525726,0.3665030002593994,0.990526556968689,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/equal_skill/ETTh1/h720_full/seed2021,0.07911695824308218,0.04211338994335854,0.21289892598578217,0.9630941727211082,0.32782133651176115,"[1.3818428870483415, 1.3798780911143638, 1.3652661941945237, 1.314662411333294, 1.2942749603142059]"
ETTh1,pointwise_route_only,ok,True,1.1892232367477522,0.7479220990273066,1.4239592997357249,0.835696091916826,8,1.4239593367402752,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.4344630837440491,0.08430799096822739,0.9827085137367249,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_route_only/ETTh1/h720_full/seed2021,0.045858401639290336,0.14323231164926226,0.6615670826153321,0.9485128270321751,0.32793742793625663,"[2.2165721685310484, 2.171233244348865, 2.028435880392318, 1.5670228905732875, 1.5883624241870595]"
ETTh1,pointwise_capability_skill_only,ok,True,1.1771282863191501,0.7437804407778273,1.4163296533541547,0.8326560349928008,8,1.4163296130382352,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.6058712750673294,0.3329843580722809,0.9920405149459839,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_capability_skill_only/ETTh1/h720_full/seed2021,0.1159873357264084,0.0938685156875436,0.3804227533073056,0.9512610028125261,0.3478580215789337,"[1.4723412181281719, 1.4657213595603782, 1.4489259577555509, 1.3691699396596781, 1.3271609966157638]"
ETTh1,pointwise_prior_composed,ok,True,1.1807312793872051,0.7445428651573774,1.4192789842685063,0.8324929417835342,8,1.419278978308042,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.6499582290649414,0.37017229199409485,0.9950149059295654,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_prior_composed/ETTh1/h720_full/seed2021,0.08092726122712668,0.0419680461756955,0.2118489126230525,0.9872658239510896,0.2676376435224026,"[1.380182072889261, 1.3782161616941493, 1.3640185844352697, 1.3151917988658346, 1.2966398096527927]"
ETTh1,pointwise_pcc_v0,ok,True,1.184068247627332,0.7460894709326041,1.4210275748537646,0.8339364195449485,8,1.4210275632225804,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.5992181777954102,0.3257055878639221,0.9868685007095337,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pointwise_pcc_v0/ETTh1/h720_full/seed2021,0.11996242098751109,0.0939468911855772,0.3813386492620037,0.9837605787078361,0.2716760745690326,"[1.465984710396157, 1.4594269464282639, 1.4429498422516682, 1.3659244742626167, 1.3354516270174088]"
ETTh1,transport_skill_only,ok,True,1.1766212894717598,0.7438101854985676,1.4154533463012842,0.8321218335380157,8,1.4154533981449073,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.6449878811836243,0.37931498885154724,0.9861281514167786,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_skill_only/ETTh1/h720_full/seed2021,0.11095883782812987,0.042677618789563346,0.22141740013525024,0.9527709359512484,0.33492727908848535,"[1.4046750642602976, 1.4017086614626035, 1.3790624533524216, 1.3060881758699185, 1.2981847318768716]"
ETTh1,transport_route_only,ok,True,1.1802011168465483,0.7422864944680019,1.418916806206107,0.8326288963357608,8,1.4189168697843948,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.39878821223974226,0.056449294090270996,0.9898011684417725,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/transport_route_only/ETTh1/h720_full/seed2021,0.04023740885576521,0.1484464589237096,0.7129219502003784,0.7812792926705053,0.4107466713753953,"[4.063495203979604, 3.963775434193808, 3.4892838743944496, 1.4985592420748373, 1.4966720642185345]"
ETTh1,pcc_transport_full,ok,True,1.1779162203234266,0.7435882320544153,1.4160071355808113,0.831698671521412,8,1.4160071738064288,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,81ca544cc0000d2058061b296b2f9170eb4eb26bdc20b80477cd93ecd866a277,0.6451929241418839,0.3770827353000641,0.9941067099571228,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/pcc_transport_full/ETTh1/h720_full/seed2021,0.10927596788337213,0.04253268307412406,0.22159040600333726,0.9732493614010711,0.27394726961457583,"[1.4030559856073332, 1.4002377351483357, 1.3779348455802796, 1.3074020185304578, 1.3025543595525724]"
ETTh2,measure_only,ok,True,0.43200082722024385,0.45062469324481347,0.6576033627717859,0.5662935777256887,6,0.6576033425620861,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,17707fc94e12839db1bc4454b5eb5bd3639d884d4cfa01a22c3ed19a876c396b,0.31463186293840406,-0.2210780382156372,0.9916514754295349,analysis/stage_c_sc2_pcc_step7b_seed2021_20260717/raw/measure_only/ETTh2/h720_full/seed2021,0.10094504825198092,0.08929568519896756,0.3846205503061312,0.8164442163832694,0.5330944930121313,"[0.694428577162277, 0.6878471139074755, 0.6582617865625987, 0.5646423398124072, 0.5861785347922381]"
