dataset,reference,target_horizon,pcc_mse,reference_mse,pcc_mse_gain_percent,pcc_mae_gain_percent
ETTh1,a6,32,0.5924755451269448,0.6044832020998001,1.9864335239001218,-0.13256528696872216
ETTh1,a6,33,0.5985110641428919,0.6088194395556594,1.6931744854091657,-0.2648156105184096
ETTh1,a6,34,0.6026796965914614,0.6147958338260651,1.970757862687722,-0.07417262815929693
ETTh1,a6,35,0.6085311314889363,0.6192152568272182,1.7254299244863547,-0.23477166988634668
ETTh1,a6,36,0.6118885895444287,0.6242234094275368,1.9760264829574714,-0.11140155884257208
ETTh1,a6,37,0.6167358953405071,0.6285711188574095,1.8828773963423528,-0.15484374320284822
ETTh1,a6,38,0.6234722909958739,0.6331037957417337,1.521315274152757,-0.42476991943514175
ETTh1,a6,39,0.6289304269429965,0.6372031080417144,1.298280092220827,-0.5543110870528611
ETTh1,a6,40,0.6317429590970278,0.6405046880245209,1.3679414204627371,-0.5146854186500516
ETTh1,a6,41,0.6354774254851225,0.6448652555302876,1.4557816481282182,-0.47539702873717893
ETTh1,a6,42,0.640442033963544,0.6484358935129075,1.2327910329048342,-0.6394327123238286
ETTh1,a6,43,0.6454108929218247,0.6527901943339858,1.1304246718487843,-0.7583737579175409
ETTh1,a6,44,0.6517371511594816,0.6566004129973325,0.7406729788137723,-1.010335673970597
ETTh1,a6,45,0.6575010528167089,0.6596600333849589,0.32728685367999777,-1.2778393912294739
ETTh1,a6,46,0.6613437225637229,0.6633997572504956,0.3099239431883616,-1.3008992684709009
ETTh1,a6,47,0.6634501298057273,0.6668424441459331,0.508713020592233,-1.172449962994393
ETTh1,a6,48,0.666325586847961,0.6703490267197291,0.6002007478785099,-1.1115888992342393
ETTh1,a6,49,0.6695167948396838,0.6738424288983248,0.6419355435532625,-1.0754241651312002
ETTh1,a6,50,0.6729240158200264,0.6772391200065613,0.6371610940745898,-1.047378641344987
ETTh1,a6,51,0.6762737073734695,0.6809499661127726,0.6867257466797061,-1.0167669396439427
ETTh1,a6,52,0.6817338962394458,0.6844188811687323,0.3923014111915646,-1.20070119603235
ETTh1,a6,53,0.685164415892565,0.687943955637374,0.40403578257094397,-1.1837436185828665
ETTh1,a6,54,0.6884928149757562,0.6918004320727454,0.47811723491977265,-1.1315099412060992
ETTh1,a6,55,0.6925278612158515,0.6960509842092341,0.5061587546471236,-1.1469268964091839
ETTh1,a6,56,0.6965376960911921,0.6996213091271264,0.440754590477177,-1.1902723084007194
ETTh1,a6,57,0.6997617036104202,0.7032835410352338,0.5007706308083781,-1.137377154265562
ETTh1,a6,58,0.7036781642457535,0.7071014724928757,0.484132529812642,-1.1483981148624034
