epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1036,1.4805527576838682,0.39881581696591784,0.39881581696591784,0.1398060230401607,0.9419309174116974,0.1398060230401607,0.9419309174116974,full,off,1,32,720,0.2752081234628955,0.0001,19.927313804626465,0,3,0.0,1,0,0,0.39881581696591784
2,1036,1.3586630531259485,0.38140680028204754,0.38140680028204754,0.0791100573305285,0.8981461943806829,0.0791100573305285,0.8981461943806829,full,off,1,32,720,0.279388867608375,9.755282581475769e-05,17.626914501190186,0,3,0.0,1,1,0,0.38140680028204754
3,1036,1.3241707558337326,0.3775668681588412,0.3775668681588412,0.06012539169301628,0.8864784944356638,0.06012539169301628,0.8864784944356638,full,off,1,32,720,0.27481605893828803,9.045084971874738e-05,18.5123553276062,0,3,0.0,3,0,0,0.3775668681588412
4,1036,1.305323124622286,0.3750197158903459,0.3750197158903459,0.04816535752424862,0.8821380511789249,0.04816535752424862,0.8821380511789249,full,off,1,32,720,0.27830394375034506,7.938926261462366e-05,17.75489330291748,0,3,0.0,3,1,0,0.3750197158903459
5,1036,1.293022133093543,0.37341574150853174,0.37341574150853174,0.03950879494857374,0.8800975958237777,0.03950879494857374,0.8800975958237777,full,off,1,32,720,0.27670790481174157,6.545084971874738e-05,17.579652309417725,0,3,0.0,3,2,0,0.37341574150853174
6,1036,1.2843653853105301,0.3722254278922173,0.3722254278922173,0.03303802951911471,0.8791019270433883,0.03303802951911471,0.8791019270433883,full,off,1,32,720,0.27882862069850994,5e-05,18.405463457107544,0,3,0.0,3,3,0,0.3722254278922173
7,1036,1.2781390593779134,0.3712687696901988,0.3712687696901988,0.028234643969526622,0.8786356454880542,0.028234643969526622,0.8786356454880542,full,off,1,32,720,0.28038813528190887,3.4549150281252636e-05,17.89438486099243,0,3,0.0,3,4,0,0.3712687696901988
8,1036,1.2738225857033232,0.3703746414207584,0.3703746414207584,0.024989748528248784,0.8784581965921469,0.024989748528248784,0.8784581965921469,full,off,1,32,720,0.28021021861996914,2.061073738537635e-05,17.414897918701172,0,3,0.0,3,5,0,0.3703746414207584
9,1036,1.2714409847747405,0.369970682274881,0.369970682274881,0.02310671257286631,0.8783635918813323,0.02310671257286631,0.8783635918813323,full,off,1,32,720,0.28118897178210317,9.549150281252633e-06,17.660753965377808,0,3,0.0,3,6,0,0.369970682274881
10,1036,1.270344800930686,0.3697505060540203,0.3697505060540203,0.02226910595044954,0.8783251889999308,0.02226910595044954,0.8783251889999308,full,off,1,32,720,0.27954463636916543,2.4471741852423237e-06,17.858476877212524,0,3,0.0,3,7,0,0.3697505060540203
