target_horizon,segment_start,segment_end,mse,mae,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
720,0,96,0.16738250851631165,0.2528690993785858,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
720,96,192,0.27128100395202637,0.321750283241272,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
720,192,288,0.3261280953884125,0.35746702551841736,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
720,288,384,0.358856201171875,0.38192012906074524,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
720,384,480,0.3814907968044281,0.3991696536540985,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
720,480,576,0.4119795858860016,0.4173155426979065,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
720,576,672,0.43116408586502075,0.4324361979961395,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
720,672,720,0.4474981129169464,0.444920152425766,fixed,TimeAlign__ETTm2__H720__seed2021,ETTm2,720,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-ETTM2-WEATHER-REPRODUCTION-20260804,aaf54e3dabe63ca17c2348d9b3c6982be28858a0eb9930f72084665c43b51066
