dataset,arm,checkpoint_path,basis_horizon,basis_rank,coeff_out_rank,coeff_in_dim,basis_row_norm_mean,basis_row_norm_std,basis_row_norm_min,basis_row_norm_max,basis_adjacent_cosine_mean,basis_lag24_cosine_mean,basis_lag48_cosine_mean,basis_lag96_cosine_mean,basis_adjacent_l2_mean,basis_adjacent_l2_std,operator_fro_norm,coeff_weight_fro_norm,bias_l2_norm,bias_mean,bias_std,basis_singular_count,basis_effective_rank,basis_participation_ratio,basis_rank90,basis_rank95,basis_rank99,basis_energy_top8,basis_energy_top16,basis_energy_top32,basis_energy_top64,basis_energy_top128,basis_energy_top256,basis_energy_top512,basis_top_singular,basis_last_singular,basis_condition_proxy,operator_singular_count,operator_effective_rank,operator_participation_ratio,operator_rank90,operator_rank95,operator_rank99,operator_energy_top8,operator_energy_top16,operator_energy_top32,operator_energy_top64,operator_energy_top128,operator_energy_top256,operator_energy_top512,operator_top_singular,operator_last_singular,operator_condition_proxy,coeff_weight_singular_count,coeff_weight_effective_rank,coeff_weight_participation_ratio,coeff_weight_rank90,coeff_weight_rank95,coeff_weight_rank99,coeff_weight_energy_top8,coeff_weight_energy_top16,coeff_weight_energy_top32,coeff_weight_energy_top64,coeff_weight_energy_top128,coeff_weight_energy_top256,coeff_weight_energy_top512,coeff_weight_top_singular,coeff_weight_last_singular,coeff_weight_condition_proxy
ETTh2,a6_lbf_r256,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_a6_capacity_native_gate/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,720,256,256,1536,0.876065731048584,0.0465053282678127,0.747514009475708,1.041389226913452,0.1560510396957397,0.1969318985939026,0.1659564077854156,0.1374961286783218,1.1365034580230713,0.0530588626861572,21.165117263793945,10.140769958496094,0.1512981504201889,-0.0033042500726878,0.0045689358375966,256,186.8412628173828,124.97640228271484,174,203,240,0.1402966231107711,0.2092784941196441,0.3290266990661621,0.5221962928771973,0.7851108312606812,1.0,1.0,5.267214298248291,0.403690755367279,13.047646522521973,720,16.628921508789062,3.4159343242645264,89,140,214,0.7017524242401123,0.7482833862304688,0.8040364980697632,0.8652424812316895,0.940720796585083,1.0,1.0,15.472283363342283,7.88611629332081e-08,196196496.0,256,118.59608459472656,29.858327865600582,177,209,244,0.3150278925895691,0.3778261542320251,0.4735500812530517,0.6072134971618652,0.7999489307403564,1.0,1.0,4.061707496643066,0.2732886672019958,14.862334251403809
ETTm1,a6_lbf_r256,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_a6_capacity_native_gate/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,720,256,256,256,0.9202685952186584,0.0418005287647247,0.8068026304244995,1.0628881454467771,0.1184220686554908,0.0059298826381564,0.0037318866234272,0.1057867407798767,1.2218207120895386,0.0652209296822547,12.649107933044434,8.33222770690918,0.3118005692958832,-0.0060166982002556,0.009941155090928,256,199.90818786621097,171.41293334960938,171,199,235,0.0874155759811401,0.1614774465560913,0.290654182434082,0.5008939504623413,0.7838535308837891,1.0,1.0,2.890760660171509,0.20858795940876,13.858713150024414,256,86.20793914794922,42.21403884887695,95,122,172,0.32833993434906,0.4552462995052337,0.617155134677887,0.8039937019348145,0.9577153325080872,1.0,1.0,4.016730308532715,0.0010074746096506,3986.9296875,256,131.03611755371094,99.72235870361328,114,138,179,0.159877598285675,0.2701700031757355,0.4483835995197296,0.694073498249054,0.9336528182029724,1.0,1.0,1.5822807550430298,0.0006299271481111,2511.84716796875
Weather,a6_lbf_r256,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_a6_capacity_native_gate/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,720,256,256,6144,0.8848806023597717,0.040558286011219,0.7498731017112732,1.0416532754898071,0.0380987450480461,0.0067507550120353,0.0046672117896378,0.0031611996237188,1.2274361848831177,0.0595329366624355,10.983491897583008,8.20995044708252,0.1917949765920639,-0.005614582914859,0.004423480015248,256,205.54627990722656,178.2788543701172,176,204,240,0.0786130055785179,0.149929016828537,0.2783679962158203,0.4879868626594543,0.7725338935852051,1.0,1.0,2.435760974884033,0.5059217810630798,4.8145012855529785,720,145.89105224609375,51.96694564819336,175,206,242,0.2595504820346832,0.3191603422164917,0.4163302183151245,0.5734855532646179,0.7941620945930481,1.0,1.0,3.6835241317749023,9.592182692585993e-08,38401312.0,256,141.56578063964844,41.250240325927734,189,216,246,0.2799729108810425,0.3329899609088897,0.4079181849956512,0.540367841720581,0.7537976503372192,1.0,1.0,2.983299732208252,0.2404999136924743,12.404577255249023
ETTh2,a6_lbf_r512,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_a6_capacity_native_gate/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,720,512,512,1536,0.8596329689025879,0.0528780370950698,0.7141100168228149,0.9789743423461914,0.1487339287996292,0.1734887659549713,0.1399225890636444,0.1159340813755989,1.1184189319610596,0.0439115948975086,22.899574279785156,14.197881698608398,0.1221547946333885,-0.0001303127501159,0.0045505748130381,512,294.3236389160156,172.2880401611328,277,335,425,0.1264446973800659,0.1777971237897873,0.2665849924087524,0.412088930606842,0.6276367902755737,0.8756985068321228,1.0,4.7545366287231445,0.0371900983154773,127.84415435791016,720,16.13524627685547,3.258901834487915,103,188,340,0.7284281849861145,0.7722074389457703,0.8226590752601624,0.8649886250495911,0.9184685945510864,0.9735560417175292,1.0,16.924575805664062,9.476999451862866e-08,178585808.0,512,234.23001098632812,48.925514221191406,330,395,478,0.2445458471775055,0.2885069251060486,0.3549573123455047,0.454589694738388,0.6108725070953369,0.8221028447151184,1.0,5.02354097366333,0.2087530642747879,24.06451416015625
ETTm1,a6_lbf_r512,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_a6_capacity_native_gate/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,720,512,512,256,0.9169598817825316,0.0329829566180706,0.8208532333374023,1.044347882270813,0.0836258977651596,0.0079131368547678,0.0051932805217802,0.0792594030499458,1.241462230682373,0.0511906594038009,11.848688125610352,12.089007377624512,0.2251582741737365,-0.0045318636111915,0.0070621287450194,512,323.6396484375,262.3291320800781,276,330,415,0.0661172345280647,0.1181518360972404,0.2114724516868591,0.3685206174850464,0.6058535575866699,0.8761847615242004,1.0,2.6036295890808105,0.0157964304089546,164.82391357421875,256,77.447021484375,32.11684036254883,102,137,197,0.3853237628936767,0.532060444355011,0.6610434055328369,0.8061962127685547,0.9405979514122008,1.0,1.0,4.169743537902832,0.0128102684393525,325.5000915527344,256,182.89529418945312,148.49118041992188,158,187,230,0.1075476929545402,0.1897841840982437,0.3309396803379059,0.5511552095413208,0.826015830039978,1.0,1.0,1.8508554697036743,0.129079207777977,14.338912963867188
Weather,a6_lbf_r512,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_a6_capacity_native_gate/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,720,512,512,6144,0.8345744609832764,0.0321086086332798,0.7040098905563354,0.9237622022628784,0.0296754948794841,0.0079615358263254,0.0041418112814426,0.0063083013519644,1.162776231765747,0.0544822067022323,10.647769927978516,11.980754852294922,0.0600408501923084,-0.0008642655448056,0.0020639419090002,512,319.679443359375,263.7670593261719,269,321,405,0.057774145156145,0.1101476177573204,0.2053163200616836,0.367089569568634,0.6097850203514099,0.8836706280708313,1.0,1.97562837600708,0.0363305211067199,54.379302978515625,720,184.81927490234375,45.17170715332031,262,323,412,0.2934756577014923,0.3438190817832947,0.4118068814277649,0.5253084301948547,0.6942867636680603,0.8939300179481506,1.0,3.7520787715911865,1.122714436974093e-07,33419708.0,512,286.6790466308594,70.03726959228516,366,421,486,0.2129067182540893,0.2464144080877304,0.2935364842414856,0.3791191577911377,0.5281552076339722,0.7607035040855408,1.0,3.787109375,0.1964805275201797,19.274730682373047
