dataset,arm,epochs,best_epoch,last_epoch,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,last_vs_first_val_mse_pct,post_best_epochs,source_path,mean_mse,mean_relative_mse_vs_best_stage_control_pct,mean_relative_mse_vs_a6_der_pct,wins_vs_best_stage_control
ETTh2,a6_der,10,1,10,0.4001216851174831,0.4001216851174831,0.453880526125431,13.43562296359002,13.43562296359002,9,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.30787271633744234,2.151940386975287,0.0,0
ETTm1,a6_der,10,10,10,0.6328330710530281,0.6014213562011719,0.6014213562011719,0.0,-4.963665188923749,0,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.33471575379371643,0.5680735404511139,0.0,0
Weather,a6_der,10,9,10,0.5063506364822388,0.4892336577177048,0.4901032596826553,0.17774777986601098,-3.2087205246661865,1,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.21468101069331166,0.014618284841913524,0.0,2
ETTh2,a6_lbf_r256,10,3,10,0.423269473016262,0.4175242930650711,0.4586698934435844,9.854660210657663,8.363565691391672,7,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.3079730421304703,2.1580670789160985,0.00447895716399193,0
ETTm1,a6_lbf_r256,10,9,10,0.6221131980419159,0.6014749184250832,0.6019416898488998,0.07760447019784511,-3.242417659118202,1,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.3343806788325309,0.4329352406266973,-0.13341678671807966,0
Weather,a6_lbf_r256,10,5,10,0.4995764717459678,0.4887669682502746,0.4903529062867164,0.3244773357166997,-1.846276992792717,5,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.21473959833383557,0.04900288038562345,0.0343963196745789,0
ETTh2,a6_lbf_r512,10,3,10,0.4465780630707741,0.4171900898218155,0.4678141176700592,12.134523106688743,4.755283869803439,7,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.3076348043978214,2.0384026266408615,-0.11301234045550393,0
ETTm1,a6_lbf_r512,10,10,10,0.6224557384848595,0.6026184484362602,0.6026184484362602,0.0,-3.1869398612800692,0,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.3351991772651672,0.6896500170371245,0.12159561789914228,0
Weather,a6_lbf_r512,10,6,10,0.4972869008779526,0.4895815551280975,0.4902567192912102,0.13790637250130633,-1.4137073738179518,4,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.21493326500058169,0.1488779844349419,0.1342565624114666,0
