scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.7435108423233032,0.4161635935306549,8.23264217376709,1.8160810470581055,11.240926742553711
segment_0,0.7234947681427002,0.4097137749195099,11.117166519165039,1.9411609172821045,11.240926742553711
segment_1,0.7037695646286011,0.4176594614982605,9.359062194824219,1.8825664520263672,11.240926742553711
segment_2,0.7630224823951721,0.42042043805122375,9.426570892333984,1.230214238166809,11.240926742553711
segment_3,0.6937122941017151,0.4029238820075989,7.569755554199219,1.1774091720581055,11.240926742553711
segment_4,0.7445317506790161,0.4088800549507141,8.503796577453613,1.7998515367507935,11.240926742553711
segment_5,0.7966761589050293,0.43665286898612976,8.977352142333984,1.1616687774658203,11.240926742553711
segment_6,0.6962258219718933,0.4029824137687683,7.0596418380737305,1.1649736166000366,11.240926742553711
segment_7,0.7582172751426697,0.4106387495994568,7.908559322357178,1.5017753839492798,11.240926742553711
segment_8,0.7965435981750488,0.4402786195278168,8.38418960571289,1.211214542388916,11.240926742553711
segment_9,0.6963277459144592,0.40096956491470337,6.619543552398682,1.0605263710021973,11.240926742553711
segment_10,0.7512555122375488,0.4084853231906891,7.662484169006348,1.571204423904419,11.240926742553711
segment_11,0.7877498865127563,0.43627670407295227,7.9196882247924805,1.3198329210281372,11.240926742553711
segment_12,0.7011281847953796,0.39925771951675415,6.789281368255615,0.8943368792533875,11.240926742553711
segment_13,0.7511081695556641,0.4096277952194214,7.705512523651123,1.6960965394973755,11.240926742553711
segment_14,0.7888998985290527,0.4376866817474365,8.487021446228027,1.2420737743377686,11.240926742553711
