segment_a,segment_b,cosine
0,1,0.01279536448419094
0,2,0.005335004068911076
0,3,0.8496882319450378
0,4,-0.11901123076677322
0,5,-0.1241631954908371
0,6,0.7146041989326477
0,7,-0.19980143010616302
0,8,-0.1664147973060608
0,9,0.6598820686340332
0,10,-0.21677403151988983
0,11,-0.14399410784244537
0,12,0.6700306534767151
0,13,-0.20269232988357544
0,14,-0.12438341230154037
1,2,0.1117323711514473
1,3,0.0861511304974556
1,4,0.935699462890625
1,5,0.06906510889530182
1,6,0.029775982722640038
1,7,0.8523117899894714
1,8,0.0433616004884243
1,9,0.005302927922457457
1,10,0.82297682762146
1,11,0.03083321638405323
1,12,-0.007650936488062143
1,13,0.8270009160041809
1,14,0.03420503810048103
2,3,0.1208152174949646
2,4,0.1158016175031662
2,5,0.9555883407592773
2,6,0.10144966840744019
2,7,0.10617034137248993
2,8,0.9041374325752258
2,9,0.07890307158231735
2,10,0.0757504552602768
2,11,0.8936812281608582
2,12,0.07111890614032745
2,13,0.09331919997930527
2,14,0.9170547723770142
3,4,0.10549473762512207
3,5,0.1011771410703659
3,6,0.9578094482421875
3,7,0.0812579095363617
3,8,0.09317398071289062
3,9,0.9121960997581482
3,10,0.05972414091229439
3,11,0.11024350672960281
3,12,0.9150468707084656
3,13,0.08091320842504501
3,14,0.12825708091259003
4,5,0.16450689733028412
4,6,0.12927643954753876
4,7,0.972443699836731
4,8,0.1716875433921814
4,9,0.11953849345445633
4,10,0.9466131925582886
4,11,0.15643444657325745
4,12,0.09960634261369705
4,13,0.9495380520820618
4,14,0.15137408673763275
5,6,0.1556764841079712
5,7,0.2076263576745987
5,8,0.9844957590103149
5,9,0.15404976904392242
5,10,0.18603770434856415
5,11,0.9725440144538879
5,12,0.1381380259990692
5,13,0.19920511543750763
5,14,0.9822188019752502
6,7,0.1608200967311859
6,8,0.18487931787967682
6,9,0.9833264946937561
6,10,0.15345986187458038
6,11,0.2044895738363266
6,12,0.9777405261993408
6,13,0.16609087586402893
6,14,0.20247486233711243
7,8,0.24715375900268555
7,9,0.17879748344421387
7,10,0.9890313744544983
7,11,0.23560699820518494
7,12,0.153154656291008
7,13,0.9828504323959351
7,14,0.2132822424173355
8,9,0.20467405021190643
8,10,0.2404027283191681
8,11,0.99298095703125
8,12,0.18555790185928345
8,13,0.24592742323875427
8,14,0.9853062033653259
9,10,0.1889793425798416
9,11,0.23168259859085083
9,12,0.9896872639656067
9,13,0.19544227421283722
9,14,0.21433791518211365
10,11,0.24040089547634125
10,12,0.16904447972774506
10,13,0.9913151264190674
10,14,0.20825199782848358
11,12,0.22023995220661163
11,13,0.24965304136276245
11,14,0.9878758192062378
12,13,0.18558059632778168
12,14,0.21109949052333832
13,14,0.23108257353305817
