dataset,arm,status,protocol_pass,best_epoch,checkpoint_sha256,encoder_initialization_hash,run_dir
Weather,a6_full,ok,True,12,14b572a18f8ecc12dab40fc0f7c16e10953df982155b71eec6bfa77788f1073d,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/a6_full/Weather/h720_full/seed2021
Weather,pcsd_direct,ok,True,6,45937d8964ddb32ac71f1c92b222f9c3f3ddaf88885575d97a12e54749b036d1,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_direct/Weather/h720_full/seed2021
Weather,dense_measure,ok,True,3,900a9d7de454354096cc09134e8b4aa3dce4232f185253fd434afa4c86d85b4c,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/dense_measure/Weather/h720_full/seed2021
Weather,pcsd_measure,ok,True,9,afa4e0d2c0f2a7004dbea645ec1652e96c0292fe830999ca7c4a59885429a2fb,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_measure/Weather/h720_full/seed2021
Weather,pcsd_equal,ok,True,9,bc468525f361870cfbb7db20c6b8288672ba108700f047350249496bb5e08d9d,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_equal/Weather/h720_full/seed2021
Weather,pcsd_prior,ok,True,9,760d7b51fa201d3eebda139c05f6fb96c369a1ce9c13ac06e2ae174b9aee0a5c,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_prior/Weather/h720_full/seed2021
Weather,pcsd_pcc,ok,True,9,48851f142ec8136e5eec35f22ef863f6b4ad2549bd3d7c892dadace1e7efce97,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_pcc/Weather/h720_full/seed2021
Weather,siff_equal,ok,True,4,71054994db3e367ae33cdc41e768d8c3347d374e0b7c923ad84e220497d91dcd,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_equal/Weather/h720_full/seed2021
Weather,siff_prior,ok,True,9,efdaff95c36322e6a18cc6aa24becab1f80c7edac334bfd73a1c1ed9636be64d,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_prior/Weather/h720_full/seed2021
Weather,siff_pcc,ok,True,9,1cacfe3df57dc7a28d93b2a384fce8e58020b34e9bc104e76eb11c88421fc764,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_pcc/Weather/h720_full/seed2021
Weather,siff_constant_pcc,ok,True,9,1ee87e476f85ac8472feca679e9f33aafea9f62dad92ebc34dc4dc78933c5dbc,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_constant_pcc/Weather/h720_full/seed2021
Weather,siff_permuted_pcc,ok,True,9,0d6f046637194f775f454487502e1219f5e4d55262429e32c88e3bd60b9d9d09,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_permuted_pcc/Weather/h720_full/seed2021
Weather,siff_q1_wide_pcc,ok,True,6,1cd3fe01e2d3b55e6bed4b759be5fee27ab7444428ac2470146ed11d68fc80a5,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_q1_wide_pcc/Weather/h720_full/seed2021
Weather,siff_independent_pcc,ok,True,13,3c2dc842701df84324b8eb1e0fa8b505f20ed7c5185d782256d4fe027203736f,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_independent_pcc/Weather/h720_full/seed2021
ETTm1,a6_full,ok,True,15,cbb57f5c5f32ba2889f6ef9c0aaf165103b319fc64c288df843ac1bb4a0fcef3,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/a6_full/ETTm1/h720_full/seed2021
ETTm1,pcsd_direct,ok,True,4,d0a411b68e081e9dda77fd47d7ea1899f68a5416f97ec2b495c08e54dee9fe0d,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_direct/ETTm1/h720_full/seed2021
ETTm1,dense_measure,ok,True,2,2fd20aadd3c99fe93f84875a6119a39075451a75da640cb3ee1e4ca7bb4bfa73,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/dense_measure/ETTm1/h720_full/seed2021
ETTm1,pcsd_measure,ok,True,4,4e91966ea4aaab9dc39807f63ecf314aaaf5708e3f6d17031723f3b96161990b,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_measure/ETTm1/h720_full/seed2021
ETTm1,pcsd_equal,ok,True,4,6f60c305aefa59eb820909945d0018ec10ac27151d5edd3bd760770f8325dbe9,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_equal/ETTm1/h720_full/seed2021
ETTm1,pcsd_prior,ok,True,4,da4a13376ba7915b075bc41372336b8aaafc0c353d80c914f51283aa76f9ba35,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_prior/ETTm1/h720_full/seed2021
ETTm1,pcsd_pcc,ok,True,4,dc0551c6ca808c8d3fb0fe8c47efed17f021933e91e8b6174f8c162fcc637b6f,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_pcc/ETTm1/h720_full/seed2021
ETTm1,siff_equal,ok,True,4,bd0a231b743fba13f8308ebad6f55b5240417f05a51d3dc1dd6125606b48f92c,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_equal/ETTm1/h720_full/seed2021
ETTm1,siff_prior,ok,True,4,c0db89da965ae08420c74d8c7995db0a43df54fe48389c7497002f903036d371,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_prior/ETTm1/h720_full/seed2021
ETTm1,siff_pcc,ok,True,4,2c8a58584d5e5ab5d22a149d3fefeb6f0e6c179fb3c545c1e69efc23c8520492,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_pcc/ETTm1/h720_full/seed2021
ETTm1,siff_constant_pcc,ok,True,4,47a5170be1521cf0c7551f006777ddcfc637bbe735e1e1f6a3c032d739443e16,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_constant_pcc/ETTm1/h720_full/seed2021
ETTm1,siff_permuted_pcc,ok,True,4,68a854813651e8b71ccbdb680697d3deb63c4c3fcdfbf30ddfc55aaf4c9a3754,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_permuted_pcc/ETTm1/h720_full/seed2021
ETTm1,siff_q1_wide_pcc,ok,True,4,0a49d78b00c2550869f5054bad88755792a42466b1931b86b1f0a04f0931b826,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_q1_wide_pcc/ETTm1/h720_full/seed2021
ETTm1,siff_independent_pcc,ok,True,4,4062d442f98b7a8aecb7e67405a8790f9f16761ae29405ea5a50af628f42ecfe,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_independent_pcc/ETTm1/h720_full/seed2021
ETTm2,a6_full,ok,True,5,80667ea06869d886243687a83935e14d2d22f1400de2b61464e7f56449470668,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/a6_full/ETTm2/h720_full/seed2021
ETTm2,pcsd_direct,ok,True,2,29c2c989fb969f5c9ed66a34eca65688c814b34ab64c883f17d3f54f97deefae,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_direct/ETTm2/h720_full/seed2021
ETTm2,dense_measure,ok,True,1,60cb2f22d18279dc19c23527348c9ef3584906c2cebd17dd98bf572c05608e7a,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/dense_measure/ETTm2/h720_full/seed2021
ETTm2,pcsd_measure,ok,True,2,9c2074c6d2c85ca90bd74219daa455d24a6b14c492219ae5183c06bf1a3c89e6,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_measure/ETTm2/h720_full/seed2021
ETTm2,pcsd_equal,ok,True,2,67bd263334a2dcb36db9efee87471019b7a0e56e21bf63f3689be754ebf11ee4,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_equal/ETTm2/h720_full/seed2021
ETTm2,pcsd_prior,ok,True,2,1110d1a4cfbe583d164f1ce2c27344c5c1c6c1e62e7751631216e9b9ecc5acf6,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_prior/ETTm2/h720_full/seed2021
ETTm2,pcsd_pcc,ok,True,2,db633d25bace4b9b1edfd69b48b850f5e90118ca7b7ac148a9b406dbe884b06b,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_pcc/ETTm2/h720_full/seed2021
ETTm2,siff_equal,ok,True,2,030049c885d28ef9f9e7bfd472a01c63980468a856084bf3dc0b55aedbe23e12,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_equal/ETTm2/h720_full/seed2021
ETTm2,siff_prior,ok,True,2,4884ebd9f911b1735c9855efa76452c0384629ab7f57ed205228389699d62946,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_prior/ETTm2/h720_full/seed2021
ETTm2,siff_pcc,ok,True,2,12d8c55b75dc5ae15fcbf5c3442b4d5e92758e501754bd33e68a5cd189566771,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_pcc/ETTm2/h720_full/seed2021
ETTm2,siff_constant_pcc,ok,True,2,3e9a96eefd099ad2e7d90bfb7246c5e9814a2d7f5776c7de4fe8e5dd27d8db60,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_constant_pcc/ETTm2/h720_full/seed2021
ETTm2,siff_permuted_pcc,ok,True,2,7481b57e904283069ec45635f8c2b88be9b17cc54250ec722b97b929ca2386eb,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_permuted_pcc/ETTm2/h720_full/seed2021
ETTm2,siff_q1_wide_pcc,ok,True,1,0f2c3de04f3d4a8effac0a4543e773e921d557250f4a7d858b56914e98498b49,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_q1_wide_pcc/ETTm2/h720_full/seed2021
ETTm2,siff_independent_pcc,ok,True,5,1950ae031bf0ea4c816d277446d7571f8ccf8df13615a4ac9796408eba07b44d,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_independent_pcc/ETTm2/h720_full/seed2021
ETTh1,a6_full,ok,True,3,608023e3564640e7c0fc00c29edadc19c614fbe3a46683537ee7eff1089fa967,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/a6_full/ETTh1/h720_full/seed2021
ETTh1,pcsd_direct,ok,True,3,25f82b0ff522725f88e93d1df1573656676ff41cd49db91fe068c672713901db,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_direct/ETTh1/h720_full/seed2021
ETTh1,dense_measure,ok,True,1,cf9c3f3f234eba33605ac1e82a67690f76c05c8b721312f9d28d1fd768c0cbff,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/dense_measure/ETTh1/h720_full/seed2021
ETTh1,pcsd_measure,ok,True,3,aa97e82dd555c43981f7820bcb4f9e72d808cf33918897e92ff2198f7bff9208,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_measure/ETTh1/h720_full/seed2021
ETTh1,pcsd_equal,ok,True,2,612a103acf11c66c0e39ca2758aa781b3bd60741b8cfe68e2f32ddb3e8b7a2dd,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_equal/ETTh1/h720_full/seed2021
ETTh1,pcsd_prior,ok,True,2,451a5f12ceeb34580a41c9167a43871f6686eb41c4223c3ca0e090fffed770fe,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_prior/ETTh1/h720_full/seed2021
ETTh1,pcsd_pcc,ok,True,2,a7807026b8e3d5727045a0024d1573fce9d53a4962b0fa5293eac40bc7b476a8,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_pcc/ETTh1/h720_full/seed2021
ETTh1,siff_equal,ok,True,4,a19fac474a50ec3272ce57fc445d6287560c378117758dfdd4bcf9061155097e,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_equal/ETTh1/h720_full/seed2021
ETTh1,siff_prior,ok,True,2,766ac1275828f91f47e809cfbdcc1049f61f11f34a2cc4979ff3a32995387037,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_prior/ETTh1/h720_full/seed2021
ETTh1,siff_pcc,ok,True,2,a7b10873e6fbdff99b7cebd2b789345b3ffb2e2accb60d4f82a60e7a0759d2ce,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_pcc/ETTh1/h720_full/seed2021
ETTh1,siff_constant_pcc,ok,True,2,47d3cef8bfd874073e91411768914cb94a9643ee13663a8c0c7bb7d5802a3268,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_constant_pcc/ETTh1/h720_full/seed2021
ETTh1,siff_permuted_pcc,ok,True,2,699491f94015904555f4b517ce0a52d04e9219b9c4be4076f8b0511ebd840f0b,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_permuted_pcc/ETTh1/h720_full/seed2021
ETTh1,siff_q1_wide_pcc,ok,True,3,3e5868879c68f145b996702cf014d17db53bcafb2e072d124e30684ddf053bfa,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_q1_wide_pcc/ETTh1/h720_full/seed2021
ETTh1,siff_independent_pcc,ok,True,3,f1ca068223242de841011e2e689a88a227e30e05eb7a6f3f4720ba34168fe4ec,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_independent_pcc/ETTh1/h720_full/seed2021
ETTh2,a6_full,ok,True,2,b6178da4e329647e88bb5b340650926a4d86506eb06f5ff02831dae7cf27eacf,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/a6_full/ETTh2/h720_full/seed2021
ETTh2,pcsd_direct,ok,True,1,8353fa7786e554f9f466bc63a672155c4a2881939cd72f53d57822c1a81bbe1b,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_direct/ETTh2/h720_full/seed2021
