dataset,arm,status,protocol_pass,best_epoch,checkpoint_sha256,encoder_initialization_hash,run_dir
ETTh2,dense_measure,ok,True,1,b2842ba4338d9925ff46b428eac4fded642c170f073581a730fe183aa31d9ddf,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/dense_measure/ETTh2/h720_full/seed2021
ETTh2,pcsd_measure,ok,True,2,e8a75af06e316b79003944859d43693f40d6c6cb55ac6ad60dc05a43d6b21aa5,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_measure/ETTh2/h720_full/seed2021
ETTh2,pcsd_equal,ok,True,4,33ec152bc2efe57b27528e9fc3e628399bdc9cda3228d4301918240a2184e527,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_equal/ETTh2/h720_full/seed2021
ETTh2,pcsd_prior,ok,True,4,f86667169fdb013f83d5b67e2ed97e043726921d994fc35091308f80ac366262,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_prior/ETTh2/h720_full/seed2021
ETTh2,pcsd_pcc,ok,True,4,113660e19eaea8a8e0448930372d5c5c2975311b07c71e91c1208eab98d903ed,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/pcsd_pcc/ETTh2/h720_full/seed2021
ETTh2,siff_equal,ok,True,3,93120f3f30fb8b025b7057034ae1a6f7bcf74f647b754844dd19669d18823b8c,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_equal/ETTh2/h720_full/seed2021
ETTh2,siff_prior,ok,True,3,c681bb3ba2d2bcdf325d4945199aa45a13b0d95b5c67231d7796b1424d95312e,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_prior/ETTh2/h720_full/seed2021
ETTh2,siff_pcc,ok,True,3,3776aa905713fcbf7a17640b8ecc401cbe9f512235b0cacd9dd16b9e251b2db9,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_pcc/ETTh2/h720_full/seed2021
ETTh2,siff_constant_pcc,ok,True,3,58e50aca7220cd6854056c90f5a70f0d790bd96ec53817b15680abcf99846eee,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_constant_pcc/ETTh2/h720_full/seed2021
ETTh2,siff_permuted_pcc,ok,True,3,df24c516430aaf9ffa2b2fb5922b6ee5609a93a80c0251dbd6bbb437e8e34176,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_permuted_pcc/ETTh2/h720_full/seed2021
ETTh2,siff_q1_wide_pcc,ok,True,2,518cb43617bbb527e166403276555103a4d590df0325515ee8520ea000ed737b,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_q1_wide_pcc/ETTh2/h720_full/seed2021
ETTh2,siff_independent_pcc,ok,True,4,89beba9a160ea6bfdba1963706625a8af0e580d64e736ebff361c2e386283896,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,/home/yingch/exp_outputs/r-2026-fatst/stage_c_fair_reaudit_v1/siff_independent_pcc/ETTh2/h720_full/seed2021
