epoch,train_loss,mse,mae
1,0.6559647534574781,0.3802442252635956,0.4299371540546417
2,0.5843556173264034,0.32741639018058777,0.40620726346969604
3,0.536459028247803,0.32982897758483887,0.40528687834739685
4,0.5176070517017728,0.3278246521949768,0.40412190556526184
5,0.5058495473294031,0.319085955619812,0.3996778726577759
6,0.49906680413654875,0.33883267641067505,0.40683597326278687
7,0.49231531175356064,0.3162706792354584,0.3972080647945404
8,0.4817920014971778,0.3387056589126587,0.408111572265625
9,0.4713395412952181,0.3296518325805664,0.40381884574890137
10,0.4604931776485746,0.33004575967788696,0.40422409772872925
11,0.4534994827376472,0.33188125491142273,0.4048765301704407
12,0.44261972156782,0.33349278569221497,0.40593937039375305
13,0.43447826447941007,0.34850555658340454,0.4139179289340973
14,0.42264805568589103,0.3323917090892792,0.4064550995826721
15,0.4121953906520965,0.3371289074420929,0.40849044919013977
16,0.4034308209305718,0.352361261844635,0.41642940044403076
17,0.3991167597354405,0.3593817353248596,0.4222583472728729
