target_horizon,segment_start,segment_end,mse,mae,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0,96,0.39720290899276733,0.25257548689842224,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0,96,0.39720290899276733,0.25257548689842224,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,96,192,0.4996674060821533,0.3329712450504303,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0,96,0.39720290899276733,0.25257548689842224,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,96,192,0.4996674060821533,0.3329712450504303,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,192,288,0.5693044066429138,0.3865487277507782,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,288,336,0.6068215370178223,0.4062464237213135,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0,96,0.39720290899276733,0.25257548689842224,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,96,192,0.4996674060821533,0.3329712450504303,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,192,288,0.5693044066429138,0.3865487277507782,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,288,384,0.6145184636116028,0.40986526012420654,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,384,480,0.6392872333526611,0.42096030712127686,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,480,576,0.6541264653205872,0.42853498458862305,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,576,672,0.6677614450454712,0.43689993023872375,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,672,720,0.6668708920478821,0.43633943796157837,unified,CPSI_iscf_v1_cpsi,Weather,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
