dataset,arm,target_horizon,mse,mae,source_path
ETTh2,a5q_seg48_dropout00,336,0.3743388056755066,0.4110685288906097,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a5q_seg48_dropout00,720,0.4521838128566742,0.4616996049880981,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout00,96,0.2801527380943298,0.3399067223072052,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout00,192,0.3269190788269043,0.3715868592262268,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout00,336,0.4161846935749054,0.4166159629821777,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout00,720,0.5433996319770813,0.4761212170124054,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout00,96,0.1612230837345123,0.2061329483985901,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout00,192,0.2056857049465179,0.2475956529378891,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout00,336,0.2579100728034973,0.288362592458725,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout00,720,0.3284074664115906,0.3347646296024322,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a5q_seg48_dropout01,96,0.3081503808498382,0.3624735176563263,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a5q_seg48_dropout01,192,0.340194433927536,0.3860052525997162,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a5q_seg48_dropout01,336,0.3647035956382751,0.4078707098960876,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a5q_seg48_dropout01,720,0.4295999407768249,0.4548213183879852,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout01,96,0.2764489650726318,0.3377695083618164,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout01,192,0.3225178718566894,0.3658869564533233,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout01,336,0.4633634984493255,0.4328204393386841,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a5q_seg48_dropout01,720,0.5729010105133057,0.4837775826454162,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout01,96,0.1587746888399124,0.2046285569667816,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout01,192,0.1998362243175506,0.2423362582921981,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout01,336,0.2542308270931244,0.2843945622444153,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a5q_seg48_dropout01,720,0.3249781727790832,0.3325143456459045,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
