dataset,arm,epochs,best_epoch,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,source_path
ETTm1,a5q_ettm1_patch48_dropout00,10,8,1.054122805595398,0.7967675775289536,0.7998141869902611,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_ettm1_patch48_dropout00_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a5q_ettm1_patch48_dropout01,10,8,1.053766593337059,0.8494608998298645,0.8501029908657074,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_ettm1_patch48_dropout01_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a5q_seg48_dropout00,10,3,0.6373431831598282,0.6072673723101616,0.7078614383935928,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a5q_seg48_dropout00,10,10,0.937282770872116,0.6694232821464539,0.6694232821464539,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a5q_seg48_dropout00,10,10,0.6697477549314499,0.5709953978657722,0.5709953978657722,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout00_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a5q_seg48_dropout01,10,3,0.6379987299442291,0.6129012480378151,0.6876833289861679,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a5q_seg48_dropout01,10,10,0.9426427185535432,0.6928806751966476,0.6928806751966476,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a5q_seg48_dropout01,10,10,0.6706527173519135,0.5577577725052834,0.5577577725052834,analysis/phase5_timealign_hss_a5q_diagnostic_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5QDiag_a5q_seg48_dropout01_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
