dataset,unit_size,unit_count,batch_idx,loss_mean,loss_first,loss_last,mean_pairwise_cosine,min_pairwise_cosine,adjacent_cosine,far_cosine,adjacent_minus_far_cosine,first_last_cosine,negative_pair_rate,max_min_grad_norm_ratio,shared_alignment_efficiency
ETTh2,120,6,0,0.4849476416905721,0.3172551691532135,0.7953699231147766,0.1627888262271881,0.03407136723399162,0.27065669521689417,0.08589518753190835,0.18476150768498584,0.03407136723399162,0.0,2.284440600363978,0.31047276510782734
ETTh2,144,5,0,0.4849476099014282,0.30625203251838684,0.7722522020339966,0.1633019417524338,0.04619429633021355,0.23566568829119205,0.06602360804875691,0.16964208024243516,0.04619429633021355,0.0,2.4284547553257805,0.3362119184721968
ETTh2,180,4,0,0.48494764417409897,0.3008032441139221,0.7427639365196228,0.1892809495329857,0.07240574061870575,0.2560730328162511,0.12248886624972026,0.13358416656653083,0.07240574061870575,0.0,2.4407842796040953,0.39019775849781485
ETTh2,240,3,0,0.48494763175646466,0.3016958236694336,0.6950548887252808,0.2197203462322553,0.12357241660356522,0.26779431104660034,0.12357241660356522,0.14422189444303513,0.12357241660356522,0.0,2.2479431938606282,0.4743319143981485
ETTh2,360,2,0,0.4849476218223572,0.34755146503448486,0.6223437786102295,0.30302420258522034,0.30302420258522034,0.30302420258522034,nan,nan,0.30302420258522034,0.0,1.8759070608751138,0.6257885794214245
ETTh2,120,6,1,0.917498822013537,0.3944125473499298,1.0279860496520996,0.09805470196685444,-0.00011767621617764235,0.19458511769771575,0.04148711607558653,0.15309800162212922,0.04231380671262741,0.06666666666666667,3.008649064439419,0.25984710293763974
ETTh2,144,5,1,0.917498791217804,0.4366297721862793,1.0238637924194336,0.08726753052324057,0.009362470358610153,0.13822592236101627,0.04074239917099476,0.09748352319002151,0.05495359003543854,0.0,2.9347345322246117,0.27527466495661257
ETTh2,180,4,1,0.9174987971782684,0.549447774887085,1.0415310859680176,0.10686884541064501,0.02793811820447445,0.15816622227430344,0.05557146854698658,0.10259475372731686,0.03741231560707092,0.0,2.44558074420188,0.3345716423669625
ETTh2,240,3,1,0.917498787244161,0.5723755359649658,1.1446117162704468,0.13194967806339264,0.03922690451145172,0.1783110648393631,0.03922690451145172,0.13908416032791138,0.03922690451145172,0.0,2.3493634806451404,0.42274141403960214
ETTh2,360,2,1,0.917498767375946,0.6133284568786621,1.22166907787323,0.13449245691299438,0.13449245691299438,0.13449245691299438,nan,nan,0.13449245691299438,0.0,2.1507254355958616,0.551417322544347
ETTh2,120,6,2,0.5439593344926834,0.38335785269737244,0.7561837434768677,0.1090439354457582,0.0017070194007828832,0.21999102011322974,0.04102722151825825,0.1789637985949715,0.024678504094481468,0.0,3.6068436130239054,0.26778661020141775
ETTh2,144,5,2,0.5439593017101287,0.4633408188819885,0.7337585091590881,0.11343382801860571,-0.02013150230050087,0.20901622250676155,0.014608358343442282,0.19440786416331926,0.00812753289937973,0.1,2.75022605815588,0.29789275683721117
ETTh2,180,4,2,0.5439593493938446,0.5277426838874817,0.6827000379562378,0.11793515284080058,-0.027820196002721786,0.1951527992884318,0.040717506393169366,0.15443529289526242,0.0023608438204973936,0.16666666666666666,2.405274123306472,0.34547846718400926
ETTh2,240,3,2,0.5439593295256296,0.5135107040405273,0.6459227800369263,0.11995543912053108,0.03476324304938316,0.16255153715610504,0.03476324304938316,0.12778829410672188,0.03476324304938316,0.0,2.3241689309366627,0.4138799562371724
ETTh2,360,2,2,0.5439593344926834,0.4844273030757904,0.6034913659095764,0.13410572707653046,0.13410572707653046,0.13410572707653046,nan,nan,0.13410572707653046,0.0,2.2397130210481437,0.549923993665417
ETTh2,120,6,3,0.7427024443944296,0.7524176239967346,0.7126869559288025,0.12644787817650163,-0.00669472198933363,0.26692298501729966,0.03036813820168997,0.2365548468156097,0.009572894312441349,0.13333333333333333,1.9387943686382212,0.2803023225157266
ETTh2,144,5,3,0.7427024483680725,0.8178260326385498,0.7286205887794495,0.1189954704605043,-0.01338028535246849,0.22339368285611272,0.013418856697777906,0.20997482615833482,0.0117362504824996,0.1,1.6539935732594506,0.30435292348785237
ETTh2,180,4,3,0.742702454328537,0.8862554430961609,0.736309289932251,0.1370031237602234,-0.02276640385389328,0.23274002720912298,0.0412662203113238,0.1914738068977992,0.006776660680770874,0.16666666666666666,1.9469411949702045,0.358366843884496
ETTh2,240,3,3,0.7427024046579996,0.8686872124671936,0.7349047660827637,0.1358019377415379,0.015239511616528034,0.19608315080404282,0.015239511616528034,0.18084363918751478,0.015239511616528034,0.0,1.698491636156599,0.42551511600261066
ETTh2,360,2,3,0.7427024245262146,0.7700042128562927,0.7154006361961365,0.12023090571165085,0.12023090571165085,0.12023090571165085,nan,nan,0.12023090571165085,0.0,1.7957592612702964,0.5511048371883394
ETTh2,120,6,4,1.1827869315942128,0.8603926301002502,1.3282318115234375,0.0973414784297347,-0.01531624048948288,0.2000948812812567,0.026418511134882767,0.1736763701463739,0.023116765543818474,0.06666666666666667,1.8978866334932027,0.2600947168151349
ETTh2,144,5,4,1.1827868819236755,0.8455309271812439,1.3220394849777222,0.11432322333566844,-0.005124940071254969,0.21345922397449613,0.032820649445056915,0.1806385745294392,0.044617217034101486,0.1,1.9419243382911189,0.29859288372097464
ETTh2,180,4,4,1.1827869415283203,1.001431941986084,1.2646536827087402,0.11058686658119161,0.00813190545886755,0.17891951650381088,0.042254216658572354,0.13666529984523854,0.05003347247838974,0.0,1.9790943610115457,0.33935773087837784
ETTh2,240,3,4,1.1827869415283203,1.088282823562622,1.2137435674667358,0.11519933740297954,0.03850988671183586,0.14471066556870937,0.05617668107151985,0.08853398449718952,0.05617668107151985,0.0,1.9004782122799257,0.4121662569168731
ETTh2,360,2,4,1.1827868819236755,1.1991316080093384,1.1664421558380127,0.11243491619825363,0.11243491619825363,0.11243491619825363,nan,nan,0.11243491619825363,0.0,1.8736202614565391,0.5467053360240407
ETTh2,120,6,5,0.4934708798925082,0.16513271629810333,1.0235792398452759,0.11120720095932483,0.025695452466607094,0.20299862027168275,0.05283195742716392,0.15016666284451882,0.025695452466607094,0.0,5.279835971302054,0.2578881886071133
ETTh2,144,5,5,0.49347089529037474,0.18402063846588135,0.9622341990470886,0.10982839986681939,0.034084104001522064,0.16777976043522358,0.0531932587424914,0.11458650169273218,0.04145796597003937,0.0,4.891617369150941,0.28000811080420057
ETTh2,180,4,5,0.49347085133194923,0.21174176037311554,0.8898730278015137,0.134778693318367,0.05193619057536125,0.18725583205620447,0.08230155458052953,0.10495427747567494,0.05193619057536125,0.0,4.154173584306454,0.34284604356849774
ETTh2,240,3,5,0.49347088237603504,0.23883529007434845,0.8124263882637024,0.1549044003089269,0.07656171172857285,0.19407574459910393,0.07656171172857285,0.11751403287053108,0.07656171172857285,0.0,3.69597160557493,0.4239906236783642
ETTh2,360,2,5,0.4934708774089813,0.2696831226348877,0.717258632183075,0.19368265569210052,0.19368265569210052,0.19368265569210052,nan,nan,0.19368265569210052,0.0,2.9415778831482684,0.559021610571975
ETTh2,120,6,6,0.4817086507876714,0.4212121069431305,0.4481831192970276,0.13090638855161765,0.002893240423873067,0.2698204070329666,0.04279853407448778,0.22702187295847884,0.01268706750124693,0.0,2.7677430485268477,0.2905958311517023
ETTh2,144,5,6,0.4817086338996887,0.5029629468917847,0.45438456535339355,0.1346584690734744,-0.01778416521847248,0.2392175141721964,0.022536668305595715,0.21668084586660066,0.011394079774618149,0.1,2.1986777061155665,0.3166819205651633
ETTh2,180,4,6,0.48170866072177887,0.5390200614929199,0.46698883175849915,0.12643447985101375,7.326534978346899e-05,0.20318680256605148,0.04968215713597601,0.15350464543007547,0.017121383920311928,0.0,2.118573856558642,0.349984697344477
ETTh2,240,3,6,0.4817086358865102,0.5153671503067017,0.4486227035522461,0.14649180695414543,0.05768221244215965,0.19089660421013832,0.05768221244215965,0.13321439176797867,0.05768221244215965,0.0,2.2032003720905178,0.43095873721524247
ETTh2,360,2,6,0.4817086458206177,0.5193583369255066,0.44405895471572876,0.16087381541728973,0.16087381541728973,0.16087381541728973,nan,nan,0.16087381541728973,0.0,1.9828717094327384,0.5646804528343242
ETTh2,120,6,7,0.3609915152192116,0.2206638902425766,0.5356898307800293,0.1384804759795467,0.01513476949185133,0.2716400623321533,0.04597904331361254,0.22566101901854077,0.01513476949185133,0.0,3.203405186101984,0.29754335277653526
ETTh2,144,5,7,0.3609915107488632,0.21989096701145172,0.5288804769515991,0.1386262821033597,0.0215031486004591,0.23382454738020897,0.03874240877727667,0.1950821386029323,0.0215031486004591,0.0,3.1687360129249416,0.32245091462633135
ETTh2,180,4,7,0.36099153012037277,0.21660584211349487,0.49863117933273315,0.1522697719434897,0.03511446714401245,0.23415997624397278,0.07037956764300664,0.16378040860096615,0.03511446714401245,0.0,3.25131929484383,0.37151777848834566
ETTh2,240,3,7,0.36099150280157727,0.22166146337985992,0.4750002920627594,0.17764067401488623,0.06657900661230087,0.2331715077161789,0.06657900661230087,0.16659250110387802,0.06657900661230087,0.0,3.1303383795468283,0.4464942510346862
ETTh2,360,2,7,0.36099153757095337,0.26274535059928894,0.4592377245426178,0.1883746236562729,0.1883746236562729,0.1883746236562729,nan,nan,0.1883746236562729,0.0,2.7004987918674015,0.5613435867707525
ETTm1,120,6,0,0.3146597097317378,0.1841835081577301,0.411199688911438,0.12412353105222186,-0.04277485981583595,0.1762315735220909,0.0815345235945036,0.0946970499275873,-0.04277485981583595,0.13333333333333333,1.5075041707579653,0.2758623025256866
ETTm1,144,5,0,0.31465970575809477,0.18727166950702667,0.41168275475502014,0.13405544310808182,-0.013680306263267994,0.19212965108454227,0.05169703687230746,0.14043261421223482,-0.013680306263267994,0.1,1.5675655051961037,0.3126429607468956
ETTm1,180,4,0,0.3146597221493721,0.22889050841331482,0.43553563952445984,0.16362062779565653,0.048483651131391525,0.20144602159659067,0.12579523399472237,0.0756507876018683,0.048483651131391525,0.0,1.4965955124723134,0.37330755359106466
ETTm1,240,3,0,0.3146596848964691,0.25353190302848816,0.39976319670677185,0.18141202380259833,0.10340499132871628,0.22041554003953934,0.10340499132871628,0.11701054871082306,0.10340499132871628,0.0,1.4153582214605724,0.4531536554564787
ETTm1,360,2,0,0.3146597295999527,0.2602190375328064,0.369100421667099,0.2707592844963074,0.2707592844963074,0.2707592844963074,nan,nan,0.2707592844963074,0.0,1.3641351602699605,0.6291053277843477
ETTm1,120,6,1,0.46110055098930997,0.21817006170749664,0.4014970362186432,0.15451034468909106,0.013298192992806435,0.21442289501428605,0.08388979267328978,0.13053310234099627,0.03443309664726257,0.0,1.7531487448490388,0.2991129927161411
ETTm1,144,5,1,0.4611005365848541,0.23744502663612366,0.41641998291015625,0.17325279638171195,0.036462996155023575,0.22013184055685997,0.08608001594742139,0.1340518246094386,0.13972194492816925,0.0,1.5526403691193418,0.33820207435231786
ETTm1,180,4,1,0.4611005559563637,0.23988237977027893,0.4349709153175354,0.22264518961310387,0.10144046694040298,0.3181517422199249,0.1271386370062828,0.19101310521364212,0.10144046694040298,0.0,1.6561630239491378,0.4184776185374423
ETTm1,240,3,1,0.4611005485057831,0.27284911274909973,0.48422771692276,0.23978902647892633,0.10986680537462234,0.30475013703107834,0.10986680537462234,0.194883331656456,0.10986680537462234,0.0,1.3823590607848995,0.4980045923465879
ETTm1,360,2,1,0.4611005634069443,0.353373259305954,0.5688278675079346,0.25134900212287903,0.25134900212287903,0.25134900212287903,nan,nan,0.25134900212287903,0.0,1.2747026494671978,0.6220611950410109
ETTm1,120,6,2,0.4058957447608312,0.2573736608028412,0.5444616675376892,0.1616104836265246,0.06397678703069687,0.19375708401203157,0.12363535538315773,0.07012172862887384,0.06397678703069687,0.0,1.3226080935581437,0.3002474940036033
ETTm1,144,5,2,0.4058957457542419,0.2855805456638336,0.542241632938385,0.17318660840392114,0.07777395844459534,0.1696980521082878,0.11849737912416458,0.05120067298412323,0.0980105921626091,0.0,1.2584390527798879,0.3378967589582348
ETTm1,180,4,2,0.40589574724435806,0.27258074283599854,0.5144132971763611,0.22547194361686707,0.11450426280498505,0.26944155991077423,0.1815023273229599,0.08793923258781433,0.11450426280498505,0.0,1.2539912102182684,0.41919999689305176
ETTm1,240,3,2,0.40589574972788495,0.31164515018463135,0.49562326073646545,0.24335422615210214,0.17653484642505646,0.276763916015625,0.17653484642505646,0.10022906959056854,0.17653484642505646,0.0,1.1812648022318044,0.4960771843727504
ETTm1,360,2,2,0.40589575469493866,0.338653564453125,0.4731379449367523,0.32140424847602844,0.32140424847602844,0.32140424847602844,nan,nan,0.32140424847602844,0.0,1.1811465315309693,0.6585002914417893
ETTm1,120,6,3,0.3119313145677249,0.23282559216022491,0.32267481088638306,0.1259068988263607,0.053546492010354996,0.15383685529232025,0.09117706182102363,0.06265979347129662,0.08677835762500763,0.0,1.1321586019069494,0.2721562863574338
ETTm1,144,5,3,0.3119313150644302,0.2390100508928299,0.33779826760292053,0.15351048707962037,0.0912151038646698,0.20192238688468933,0.10729535420735677,0.09462703267733256,0.1089206412434578,0.0,1.136594660599052,0.3221039351573022
ETTm1,180,4,3,0.3119313195347786,0.25195902585983276,0.3266172707080841,0.19253086050351462,0.0963754951953888,0.24241551756858826,0.14264620343844095,0.09976931413014731,0.15433911979198456,0.0,1.05952020052958,0.3941099612682329
ETTm1,240,3,3,0.3119313021500905,0.2585689425468445,0.3112553060054779,0.18968324859937033,0.1629248559474945,0.20306244492530823,0.1629248559474945,0.04013758897781372,0.1629248559474945,0.0,1.0903492835864648,0.45963664999485687
ETTm1,360,2,3,0.311931312084198,0.2973341643810272,0.3265284597873688,0.25570860505104065,0.25570860505104065,0.25570860505104065,nan,nan,0.25570860505104065,0.0,1.0532922866997352,0.6276821504212636
ETTm1,120,6,4,0.35688672463099164,0.2596120834350586,0.5184343457221985,0.15310954948266348,0.07050874829292297,0.16093293130397796,0.12906622265776,0.03186670864621796,0.11157171428203583,0.0,1.2894273090842685,0.29305527158065386
ETTm1,144,5,4,0.3568867385387421,0.2604805529117584,0.4743989408016205,0.16846565082669257,0.08434435725212097,0.1768859103322029,0.1503115048011144,0.026574405531088502,0.14616788923740387,0.0,1.2944609627103203,0.3324359617367104
ETTm1,180,4,4,0.35688672214746475,0.2811999022960663,0.4773045480251312,0.21301079293092093,0.1598159521818161,0.23380254209041595,0.19221904377142587,0.04158349831899008,0.17721399664878845,0.0,1.1903863183054033,0.4091691360728045
ETTm1,240,3,4,0.35688672463099164,0.27091455459594727,0.4562234878540039,0.25075183312098187,0.2115815132856369,0.2667567655444145,0.21874196827411652,0.048014797270298004,0.21874196827411652,0.0,1.2576923340987687,0.49589475228441515
ETTm1,360,2,4,0.35688672959804535,0.29345980286598206,0.42031365633010864,0.3362238109111786,0.3362238109111786,0.3362238109111786,nan,nan,0.3362238109111786,0.0,1.1782175240443542,0.6658755700173433
ETTm1,120,6,5,0.4365369776884715,0.305331289768219,0.4771188497543335,0.1608880820373694,0.045566458255052567,0.20727263763546944,0.14534296467900276,0.061929672956466675,0.13524973392486572,0.0,1.3107235830014041,0.3004912407126782
ETTm1,144,5,5,0.436536979675293,0.35095423460006714,0.48985111713409424,0.1742513284087181,0.09704757481813431,0.21065299585461617,0.16408167034387589,0.04657132551074028,0.22907628118991852,0.0,1.163917531393821,0.3404550118798196
ETTm1,180,4,5,0.436536967754364,0.4029833972454071,0.4854709208011627,0.19982961068550745,0.09071074426174164,0.22324142356713614,0.17641779780387878,0.046823625763257354,0.24666155874729156,0.0,1.252366177669941,0.3997548576565643
ETTm1,240,3,5,0.4365369975566864,0.4100774824619293,0.48434388637542725,0.22396418452262878,0.12849050760269165,0.2103995382785797,0.25109347701072693,-0.04069393873214722,0.25109347701072693,0.0,1.2523734764042769,0.4834384916129316
ETTm1,360,2,5,0.4365369528532028,0.4184107184410095,0.4546631872653961,0.32569849491119385,0.32569849491119385,0.32569849491119385,nan,nan,0.32569849491119385,0.0,1.1621537997424165,0.6610271751571267
ETTm1,120,6,6,0.3604844907919566,0.27376797795295715,0.5059384107589722,0.16952324410279593,0.07635018974542618,0.2133176162838936,0.1436924065152804,0.0696252097686132,0.14091463387012482,0.0,1.2449096164191857,0.3077327267408512
ETTm1,144,5,6,0.36048447489738467,0.2866983115673065,0.4884208142757416,0.17175446469336747,0.0254215095192194,0.19534619711339474,0.16480489075183868,0.030541306361556053,0.23364654183387756,0.0,1.207744763804189,0.3372799584751393
ETTm1,180,4,6,0.3604844883084297,0.30617955327033997,0.5016873478889465,0.22270219027996063,0.13513629138469696,0.2485401729742686,0.19686420758565268,0.05167596538861591,0.22344346344470978,0.0,1.3331605158011883,0.41088994554529046
ETTm1,240,3,6,0.3604844907919566,0.3062461018562317,0.43805938959121704,0.23179221153259277,0.17706650495529175,0.20673678815364838,0.28190305829048157,-0.07516627013683319,0.28190305829048157,0.0,1.1494456845708891,0.48522401384561936
ETTm1,360,2,6,0.3604844808578491,0.3273969292640686,0.39357203245162964,0.42118752002716064,0.42118752002716064,0.42118752002716064,nan,nan,0.42118752002716064,0.0,1.0554471717358884,0.710287868116007
ETTm1,120,6,7,0.35718391835689545,0.2050413191318512,0.35068079829216003,0.16602962861458462,-0.046657755970954895,0.22750087082386017,0.09120337540904681,0.13629749541481334,-0.046657755970954895,0.06666666666666667,2.056850312159042,0.31678439834088423
