dataset,unit_size,unit_count,batch_idx,left_unit,right_unit,unit_distance,pair_kind,gradient_cosine
ETTm1,120,6,5,0,1,1,adjacent,0.21380549669265747
ETTm1,120,6,5,0,2,2,middle,0.07654229551553726
ETTm1,120,6,5,0,3,3,far,0.1342668980360031
ETTm1,120,6,5,0,4,4,far,0.2002415806055069
ETTm1,120,6,5,0,5,5,far,0.13524973392486572
ETTm1,120,6,5,1,2,1,adjacent,0.045566458255052567
ETTm1,120,6,5,1,3,2,middle,0.06811268627643585
ETTm1,120,6,5,1,4,3,far,0.10706111043691635
ETTm1,120,6,5,1,5,4,far,0.19611531496047974
ETTm1,120,6,5,2,3,1,adjacent,0.21158020198345184
ETTm1,120,6,5,2,4,2,middle,0.196267768740654
ETTm1,120,6,5,2,5,3,far,0.09912315011024475
ETTm1,120,6,5,3,4,1,adjacent,0.26780906319618225
ETTm1,120,6,5,3,5,2,middle,0.1639775037765503
ETTm1,120,6,5,4,5,1,adjacent,0.29760196805000305
ETTm1,144,5,5,0,1,1,adjacent,0.17329175770282745
ETTm1,144,5,5,0,2,2,middle,0.10980044305324554
ETTm1,144,5,5,0,3,3,far,0.11690779775381088
ETTm1,144,5,5,0,4,4,far,0.22907628118991852
ETTm1,144,5,5,1,2,1,adjacent,0.13731780648231506
ETTm1,144,5,5,1,3,2,middle,0.09704757481813431
ETTm1,144,5,5,1,4,3,far,0.14626093208789825
ETTm1,144,5,5,2,3,1,adjacent,0.251672625541687
ETTm1,144,5,5,2,4,2,middle,0.20080827176570892
ETTm1,144,5,5,3,4,1,adjacent,0.28032979369163513
ETTm1,180,4,5,0,1,1,adjacent,0.09071074426174164
ETTm1,180,4,5,0,2,2,far,0.11342716217041016
ETTm1,180,4,5,0,3,3,far,0.24666155874729156
ETTm1,180,4,5,1,2,1,adjacent,0.2587820589542389
ETTm1,180,4,5,1,3,2,far,0.16916467249393463
ETTm1,180,4,5,2,3,1,adjacent,0.32023146748542786
ETTm1,240,3,5,0,1,1,adjacent,0.12849050760269165
ETTm1,240,3,5,0,2,2,far,0.25109347701072693
ETTm1,240,3,5,1,2,1,adjacent,0.2923085689544678
ETTm1,360,2,5,0,1,1,adjacent,0.32569849491119385
ETTm1,120,6,6,0,1,1,adjacent,0.15356293320655823
ETTm1,120,6,6,0,2,2,middle,0.09810639917850494
ETTm1,120,6,6,0,3,3,far,0.07635018974542618
ETTm1,120,6,6,0,4,4,far,0.18820808827877045
ETTm1,120,6,6,0,5,5,far,0.14091463387012482
ETTm1,120,6,6,1,2,1,adjacent,0.14931651949882507
ETTm1,120,6,6,1,3,2,middle,0.26601922512054443
ETTm1,120,6,6,1,4,3,far,0.1367165893316269
ETTm1,120,6,6,1,5,4,far,0.2141970545053482
ETTm1,120,6,6,2,3,1,adjacent,0.3779919743537903
ETTm1,120,6,6,2,4,2,middle,0.14093120396137238
ETTm1,120,6,6,2,5,3,far,0.1057678833603859
ETTm1,120,6,6,3,4,1,adjacent,0.11665035039186478
ETTm1,120,6,6,3,5,2,middle,0.10904931277036667
ETTm1,120,6,6,4,5,1,adjacent,0.26906630396842957
ETTm1,144,5,6,0,1,1,adjacent,0.0986533984541893
ETTm1,144,5,6,0,2,2,middle,0.0254215095192194
ETTm1,144,5,6,0,3,3,far,0.1202356368303299
ETTm1,144,5,6,0,4,4,far,0.23364654183387756
ETTm1,144,5,6,1,2,1,adjacent,0.25343945622444153
ETTm1,144,5,6,1,3,2,middle,0.33822929859161377
ETTm1,144,5,6,1,4,3,far,0.1405324935913086
ETTm1,144,5,6,2,3,1,adjacent,0.17826980352401733
ETTm1,144,5,6,2,4,2,middle,0.07809437811374664
ETTm1,144,5,6,3,4,1,adjacent,0.2510221302509308
ETTm1,180,4,6,0,1,1,adjacent,0.13513629138469696
ETTm1,180,4,6,0,2,2,far,0.20387457311153412
ETTm1,180,4,6,0,3,3,far,0.22344346344470978
ETTm1,180,4,6,1,2,1,adjacent,0.4257197678089142
ETTm1,180,4,6,1,3,2,far,0.1632745862007141
ETTm1,180,4,6,2,3,1,adjacent,0.18476445972919464
ETTm1,240,3,6,0,1,1,adjacent,0.236407071352005
ETTm1,240,3,6,0,2,2,far,0.28190305829048157
ETTm1,240,3,6,1,2,1,adjacent,0.17706650495529175
ETTm1,360,2,6,0,1,1,adjacent,0.42118752002716064
ETTm1,120,6,7,0,1,1,adjacent,0.17857994139194489
ETTm1,120,6,7,0,2,2,middle,0.13455280661582947
ETTm1,120,6,7,0,3,3,far,0.11925715953111649
ETTm1,120,6,7,0,4,4,far,0.13335630297660828
ETTm1,120,6,7,0,5,5,far,-0.046657755970954895
ETTm1,120,6,7,1,2,1,adjacent,0.1889977902173996
ETTm1,120,6,7,1,3,2,middle,0.2911779284477234
ETTm1,120,6,7,1,4,3,far,0.225786492228508
ETTm1,120,6,7,1,5,4,far,0.059693966060876846
ETTm1,120,6,7,2,3,1,adjacent,0.3495190143585205
ETTm1,120,6,7,2,4,2,middle,0.3072633743286133
ETTm1,120,6,7,2,5,3,far,0.055784087628126144
ETTm1,120,6,7,3,4,1,adjacent,0.32750698924064636
ETTm1,120,6,7,3,5,2,middle,0.07272571325302124
ETTm1,120,6,7,4,5,1,adjacent,0.09290061891078949
ETTm1,144,5,7,0,1,1,adjacent,0.1777685433626175
ETTm1,144,5,7,0,2,2,middle,0.17070740461349487
ETTm1,144,5,7,0,3,3,far,0.0913906991481781
ETTm1,144,5,7,0,4,4,far,-0.03884117677807808
ETTm1,144,5,7,1,2,1,adjacent,0.35261762142181396
ETTm1,144,5,7,1,3,2,middle,0.28423261642456055
ETTm1,144,5,7,1,4,3,far,0.11229971796274185
ETTm1,144,5,7,2,3,1,adjacent,0.4272367060184479
ETTm1,144,5,7,2,4,2,middle,0.09959573298692703
ETTm1,144,5,7,3,4,1,adjacent,0.11740803718566895
ETTm1,180,4,7,0,1,1,adjacent,0.21734412014484406
ETTm1,180,4,7,0,2,2,far,0.1642976552248001
ETTm1,180,4,7,0,3,3,far,0.029443293809890747
ETTm1,180,4,7,1,2,1,adjacent,0.510582447052002
ETTm1,180,4,7,1,3,2,far,0.07870213687419891
ETTm1,180,4,7,2,3,1,adjacent,0.12914606928825378
ETTm1,240,3,7,0,1,1,adjacent,0.30595579743385315
ETTm1,240,3,7,0,2,2,far,0.19335529208183289
ETTm1,240,3,7,1,2,1,adjacent,0.3385699391365051
ETTm1,360,2,7,0,1,1,adjacent,0.4320386052131653
Weather,120,6,0,0,1,1,adjacent,0.0362284816801548
Weather,120,6,0,0,2,2,middle,0.013876520097255707
Weather,120,6,0,0,3,3,far,0.003241326194256544
Weather,120,6,0,0,4,4,far,0.02178076095879078
Weather,120,6,0,0,5,5,far,0.010912544094026089
Weather,120,6,0,1,2,1,adjacent,0.07079536467790604
Weather,120,6,0,1,3,2,middle,0.021186837926506996
Weather,120,6,0,1,4,3,far,0.011186886578798294
Weather,120,6,0,1,5,4,far,0.013280012644827366
Weather,120,6,0,2,3,1,adjacent,0.12086725980043411
Weather,120,6,0,2,4,2,middle,0.0366758294403553
Weather,120,6,0,2,5,3,far,0.014786596409976482
Weather,120,6,0,3,4,1,adjacent,0.1975991427898407
Weather,120,6,0,3,5,2,middle,0.07777105271816254
Weather,120,6,0,4,5,1,adjacent,0.221205472946167
Weather,144,5,0,0,1,1,adjacent,0.033439550548791885
Weather,144,5,0,0,2,2,middle,0.01781907118856907
Weather,144,5,0,0,3,3,far,0.023321127519011497
Weather,144,5,0,0,4,4,far,0.008073520846664906
Weather,144,5,0,1,2,1,adjacent,0.09604654461145401
Weather,144,5,0,1,3,2,middle,0.0068389312364161015
Weather,144,5,0,1,4,3,far,0.0013013638090342283
Weather,144,5,0,2,3,1,adjacent,0.13615088164806366
Weather,144,5,0,2,4,2,middle,0.04520640894770622
Weather,144,5,0,3,4,1,adjacent,0.22925572097301483
Weather,180,4,0,0,1,1,adjacent,0.03493044897913933
Weather,180,4,0,0,2,2,far,0.01791410893201828
Weather,180,4,0,0,3,3,far,0.014764498919248581
Weather,180,4,0,1,2,1,adjacent,0.11414948105812073
Weather,180,4,0,1,3,2,far,0.013619963079690933
Weather,180,4,0,2,3,1,adjacent,0.20394931733608246
Weather,240,3,0,0,1,1,adjacent,0.05369239300489426
Weather,240,3,0,0,2,2,far,0.02493494562804699
Weather,240,3,0,1,2,1,adjacent,0.1344500333070755
Weather,360,2,0,0,1,1,adjacent,0.07221579551696777
Weather,120,6,1,0,1,1,adjacent,0.029379989951848984
Weather,120,6,1,0,2,2,middle,0.01623501442372799
Weather,120,6,1,0,3,3,far,0.002068697242066264
Weather,120,6,1,0,4,4,far,0.005017326679080725
Weather,120,6,1,0,5,5,far,0.007278949022293091
Weather,120,6,1,1,2,1,adjacent,0.11394839733839035
Weather,120,6,1,1,3,2,middle,0.031760357320308685
Weather,120,6,1,1,4,3,far,0.002659750171005726
Weather,120,6,1,1,5,4,far,0.025824248790740967
Weather,120,6,1,2,3,1,adjacent,0.1792052686214447
Weather,120,6,1,2,4,2,middle,0.05112713202834129
Weather,120,6,1,2,5,3,far,0.009082338772714138
Weather,120,6,1,3,4,1,adjacent,0.1394454687833786
Weather,120,6,1,3,5,2,middle,0.07153935730457306
Weather,120,6,1,4,5,1,adjacent,0.16514115035533905
Weather,144,5,1,0,1,1,adjacent,0.04129718616604805
Weather,144,5,1,0,2,2,middle,0.01567552611231804
Weather,144,5,1,0,3,3,far,-0.0003070830716751516
Weather,144,5,1,0,4,4,far,0.01588168554008007
Weather,144,5,1,1,2,1,adjacent,0.1258459985256195
Weather,144,5,1,1,3,2,middle,0.026166826486587524
Weather,144,5,1,1,4,3,far,0.009448052383959293
Weather,144,5,1,2,3,1,adjacent,0.14960069954395294
Weather,144,5,1,2,4,2,middle,0.03166615217924118
Weather,144,5,1,3,4,1,adjacent,0.17453280091285706
Weather,180,4,1,0,1,1,adjacent,0.0536075085401535
Weather,180,4,1,0,2,2,far,0.001189500093460083
Weather,180,4,1,0,3,3,far,0.017757896333932877
Weather,180,4,1,1,2,1,adjacent,0.14427921175956726
Weather,180,4,1,1,3,2,far,0.01638035476207733
Weather,180,4,1,2,3,1,adjacent,0.17037644982337952
Weather,240,3,1,0,1,1,adjacent,0.06660524755716324
Weather,240,3,1,0,2,2,far,0.01775110512971878
Weather,240,3,1,1,2,1,adjacent,0.11684136837720871
Weather,360,2,1,0,1,1,adjacent,0.07732374221086502
Weather,120,6,2,0,1,1,adjacent,0.04026868939399719
Weather,120,6,2,0,2,2,middle,0.03563901409506798
Weather,120,6,2,0,3,3,far,0.014953131787478924
Weather,120,6,2,0,4,4,far,0.017958471551537514
Weather,120,6,2,0,5,5,far,0.023332225158810616
Weather,120,6,2,1,2,1,adjacent,0.10645029693841934
Weather,120,6,2,1,3,2,middle,0.032265834510326385
Weather,120,6,2,1,4,3,far,0.006499116774648428
Weather,120,6,2,1,5,4,far,0.022397268563508987
Weather,120,6,2,2,3,1,adjacent,0.16579857468605042
Weather,120,6,2,2,4,2,middle,0.04539162665605545
Weather,120,6,2,2,5,3,far,0.018255101516842842
Weather,120,6,2,3,4,1,adjacent,0.19562895596027374
Weather,120,6,2,3,5,2,middle,0.07120095193386078
Weather,120,6,2,4,5,1,adjacent,0.1953636109828949
Weather,144,5,2,0,1,1,adjacent,0.04893023520708084
Weather,144,5,2,0,2,2,middle,0.036977604031562805
Weather,144,5,2,0,3,3,far,0.016360782086849213
Weather,144,5,2,0,4,4,far,0.03148621320724487
Weather,144,5,2,1,2,1,adjacent,0.12520815432071686
Weather,144,5,2,1,3,2,middle,0.011945074424147606
Weather,144,5,2,1,4,3,far,0.020592134445905685
Weather,144,5,2,2,3,1,adjacent,0.17766132950782776
Weather,144,5,2,2,4,2,middle,0.0521576963365078
Weather,144,5,2,3,4,1,adjacent,0.21401339769363403
Weather,180,4,2,0,1,1,adjacent,0.0665496215224266
Weather,180,4,2,0,2,2,far,0.011162206530570984
Weather,180,4,2,0,3,3,far,0.041056036949157715
Weather,180,4,2,1,2,1,adjacent,0.1540488302707672
Weather,180,4,2,1,3,2,far,0.015386664308607578
Weather,180,4,2,2,3,1,adjacent,0.18321439623832703
Weather,240,3,2,0,1,1,adjacent,0.07458266615867615
Weather,240,3,2,0,2,2,far,0.031701475381851196
Weather,240,3,2,1,2,1,adjacent,0.15299640595912933
Weather,360,2,2,0,1,1,adjacent,0.09083589166402817
Weather,120,6,3,0,1,1,adjacent,0.0291469544172287
Weather,120,6,3,0,2,2,middle,0.012512512505054474
Weather,120,6,3,0,3,3,far,0.00641095032915473
Weather,120,6,3,0,4,4,far,0.0026051446329802275
Weather,120,6,3,0,5,5,far,0.0035887144040316343
Weather,120,6,3,1,2,1,adjacent,0.09107174724340439
Weather,120,6,3,1,3,2,middle,0.02393282949924469
Weather,120,6,3,1,4,3,far,0.013023077510297298
Weather,120,6,3,1,5,4,far,0.013323373161256313
Weather,120,6,3,2,3,1,adjacent,0.14097443222999573
Weather,120,6,3,2,4,2,middle,0.02992432750761509
Weather,120,6,3,2,5,3,far,0.032583918422460556
Weather,120,6,3,3,4,1,adjacent,0.16933152079582214
Weather,120,6,3,3,5,2,middle,0.08058854192495346
Weather,120,6,3,4,5,1,adjacent,0.1977740377187729
Weather,144,5,3,0,1,1,adjacent,0.028975004330277443
Weather,144,5,3,0,2,2,middle,0.010113728232681751
Weather,144,5,3,0,3,3,far,0.0002581456210464239
Weather,144,5,3,0,4,4,far,0.00671974616125226
Weather,144,5,3,1,2,1,adjacent,0.11948364973068237
Weather,144,5,3,1,3,2,middle,0.017551196739077568
Weather,144,5,3,1,4,3,far,0.00789421983063221
Weather,144,5,3,2,3,1,adjacent,0.1449929028749466
Weather,144,5,3,2,4,2,middle,0.05758827179670334
Weather,144,5,3,3,4,1,adjacent,0.20695561170578003
Weather,180,4,3,0,1,1,adjacent,0.042844947427511215
Weather,180,4,3,0,2,2,far,-0.0014289149548858404
Weather,180,4,3,0,3,3,far,0.003933066967874765
Weather,180,4,3,1,2,1,adjacent,0.1351938098669052
Weather,180,4,3,1,3,2,far,0.029455749318003654
Weather,180,4,3,2,3,1,adjacent,0.1992374062538147
Weather,240,3,3,0,1,1,adjacent,0.06468525528907776
Weather,240,3,3,0,2,2,far,0.015025801956653595
Weather,240,3,3,1,2,1,adjacent,0.1278190016746521
Weather,360,2,3,0,1,1,adjacent,0.07943420857191086
Weather,120,6,4,0,1,1,adjacent,0.017612595111131668
Weather,120,6,4,0,2,2,middle,0.02170596271753311
Weather,120,6,4,0,3,3,far,0.0002622967876959592
Weather,120,6,4,0,4,4,far,0.011622636578977108
Weather,120,6,4,0,5,5,far,0.013017997145652771
Weather,120,6,4,1,2,1,adjacent,0.06957113742828369
Weather,120,6,4,1,3,2,middle,0.023716235533356667
Weather,120,6,4,1,4,3,far,0.004294563550502062
Weather,120,6,4,1,5,4,far,0.02649238146841526
Weather,120,6,4,2,3,1,adjacent,0.16026301681995392
Weather,120,6,4,2,4,2,middle,0.04574911668896675
Weather,120,6,4,2,5,3,far,0.015263829380273819
Weather,120,6,4,3,4,1,adjacent,0.16149142384529114
Weather,120,6,4,3,5,2,middle,0.06803085654973984
Weather,120,6,4,4,5,1,adjacent,0.09063579142093658
Weather,144,5,4,0,1,1,adjacent,0.03512183204293251
Weather,144,5,4,0,2,2,middle,0.0052716596983373165
Weather,144,5,4,0,3,3,far,0.0018106671050190926
Weather,144,5,4,0,4,4,far,0.019534433260560036
Weather,144,5,4,1,2,1,adjacent,0.1037958636879921
Weather,144,5,4,1,3,2,middle,0.018971407786011696
Weather,144,5,4,1,4,3,far,0.01987908035516739
Weather,144,5,4,2,3,1,adjacent,0.15926037728786469
Weather,144,5,4,2,4,2,middle,0.028016291558742523
Weather,144,5,4,3,4,1,adjacent,0.12373745441436768
Weather,180,4,4,0,1,1,adjacent,0.03837193548679352
Weather,180,4,4,0,2,2,far,0.0021482883021235466
Weather,180,4,4,0,3,3,far,0.019022205844521523
Weather,180,4,4,1,2,1,adjacent,0.15008394420146942
Weather,180,4,4,1,3,2,far,0.013912622816860676
Weather,180,4,4,2,3,1,adjacent,0.13778474926948547
Weather,240,3,4,0,1,1,adjacent,0.04498797282576561
Weather,240,3,4,0,2,2,far,0.02502729557454586
Weather,240,3,4,1,2,1,adjacent,0.1252555102109909
Weather,360,2,4,0,1,1,adjacent,0.07937195152044296
Weather,120,6,5,0,1,1,adjacent,0.08064154535531998
Weather,120,6,5,0,2,2,middle,0.04441327974200249
Weather,120,6,5,0,3,3,far,0.04938283562660217
Weather,120,6,5,0,4,4,far,0.015374784357845783
Weather,120,6,5,0,5,5,far,0.057189758867025375
Weather,120,6,5,1,2,1,adjacent,0.1561228483915329
Weather,120,6,5,1,3,2,middle,0.08271857351064682
Weather,120,6,5,1,4,3,far,0.03198295831680298
Weather,120,6,5,1,5,4,far,0.04642704129219055
Weather,120,6,5,2,3,1,adjacent,0.1988266557455063
Weather,120,6,5,2,4,2,middle,0.05921691656112671
Weather,120,6,5,2,5,3,far,0.04746197164058685
Weather,120,6,5,3,4,1,adjacent,0.2029697597026825
Weather,120,6,5,3,5,2,middle,0.12605199217796326
Weather,120,6,5,4,5,1,adjacent,0.17598657310009003
Weather,144,5,5,0,1,1,adjacent,0.09722926467657089
Weather,144,5,5,0,2,2,middle,0.04897862672805786
Weather,144,5,5,0,3,3,far,0.01847166381776333
Weather,144,5,5,0,4,4,far,0.05234971642494202
Weather,144,5,5,1,2,1,adjacent,0.21405111253261566
Weather,144,5,5,1,3,2,middle,0.018340470269322395
Weather,144,5,5,1,4,3,far,0.05245207995176315
Weather,144,5,5,2,3,1,adjacent,0.16755764186382294
Weather,144,5,5,2,4,2,middle,0.091038279235363
Weather,144,5,5,3,4,1,adjacent,0.18591254949569702
Weather,180,4,5,0,1,1,adjacent,0.0861169770359993
Weather,180,4,5,0,2,2,far,0.03176498785614967
Weather,180,4,5,0,3,3,far,0.04928859323263168
Weather,180,4,5,1,2,1,adjacent,0.19430015981197357
Weather,180,4,5,1,3,2,far,0.05339298024773598
Weather,180,4,5,2,3,1,adjacent,0.2144162505865097
Weather,240,3,5,0,1,1,adjacent,0.15279868245124817
Weather,240,3,5,0,2,2,far,0.06747026741504669
Weather,240,3,5,1,2,1,adjacent,0.18674612045288086
Weather,360,2,5,0,1,1,adjacent,0.1596628725528717
Weather,120,6,6,0,1,1,adjacent,0.05031992867588997
Weather,120,6,6,0,2,2,middle,0.0278483759611845
Weather,120,6,6,0,3,3,far,0.01802489347755909
Weather,120,6,6,0,4,4,far,0.034106891602277756
Weather,120,6,6,0,5,5,far,0.05843571573495865
Weather,120,6,6,1,2,1,adjacent,0.09708858281373978
Weather,120,6,6,1,3,2,middle,0.04685216769576073
Weather,120,6,6,1,4,3,far,0.01830081082880497
Weather,120,6,6,1,5,4,far,0.01949513517320156
Weather,120,6,6,2,3,1,adjacent,0.2079588770866394
Weather,120,6,6,2,4,2,middle,0.07233909517526627
Weather,120,6,6,2,5,3,far,0.017567124217748642
Weather,120,6,6,3,4,1,adjacent,0.23555968701839447
Weather,120,6,6,3,5,2,middle,0.07935682684183121
Weather,120,6,6,4,5,1,adjacent,0.20341946184635162
Weather,144,5,6,0,1,1,adjacent,0.045164477080106735
Weather,144,5,6,0,2,2,middle,0.023213306441903114
Weather,144,5,6,0,3,3,far,0.034698717296123505
Weather,144,5,6,0,4,4,far,0.04891142621636391
Weather,144,5,6,1,2,1,adjacent,0.14600808918476105
Weather,144,5,6,1,3,2,middle,0.04489681124687195
Weather,144,5,6,1,4,3,far,0.017843332141637802
Weather,144,5,6,2,3,1,adjacent,0.19733059406280518
Weather,144,5,6,2,4,2,middle,0.04698866605758667
Weather,144,5,6,3,4,1,adjacent,0.2344256043434143
Weather,180,4,6,0,1,1,adjacent,0.046185221523046494
Weather,180,4,6,0,2,2,far,0.02357604168355465
Weather,180,4,6,0,3,3,far,0.05533354729413986
Weather,180,4,6,1,2,1,adjacent,0.18587848544120789
Weather,180,4,6,1,3,2,far,0.036879513412714005
Weather,180,4,6,2,3,1,adjacent,0.23676873743534088
Weather,240,3,6,0,1,1,adjacent,0.08091549575328827
Weather,240,3,6,0,2,2,far,0.057976119220256805
Weather,240,3,6,1,2,1,adjacent,0.17901897430419922
Weather,360,2,6,0,1,1,adjacent,0.13654009997844696
Weather,120,6,7,0,1,1,adjacent,0.026601163670420647
Weather,120,6,7,0,2,2,middle,0.008858046494424343
Weather,120,6,7,0,3,3,far,0.008900816552340984
Weather,120,6,7,0,4,4,far,0.006908926647156477
Weather,120,6,7,0,5,5,far,0.030413279309868813
Weather,120,6,7,1,2,1,adjacent,0.05580736696720123
Weather,120,6,7,1,3,2,middle,0.012747458182275295
Weather,120,6,7,1,4,3,far,0.0008958122925832868
Weather,120,6,7,1,5,4,far,0.02840287983417511
Weather,120,6,7,2,3,1,adjacent,0.20861943066120148
Weather,120,6,7,2,4,2,middle,0.0421108603477478
Weather,120,6,7,2,5,3,far,0.015810733661055565
Weather,120,6,7,3,4,1,adjacent,0.19517995417118073
Weather,120,6,7,3,5,2,middle,0.0737549215555191
Weather,120,6,7,4,5,1,adjacent,0.16984309256076813
Weather,144,5,7,0,1,1,adjacent,0.03126264363527298
Weather,144,5,7,0,2,2,middle,0.0064251599833369255
Weather,144,5,7,0,3,3,far,0.00878708716481924
Weather,144,5,7,0,4,4,far,0.02631724253296852
Weather,144,5,7,1,2,1,adjacent,0.120147705078125
Weather,144,5,7,1,3,2,middle,0.01530173234641552
Weather,144,5,7,1,4,3,far,0.024285554885864258
Weather,144,5,7,2,3,1,adjacent,0.18536272644996643
Weather,144,5,7,2,4,2,middle,0.044401589781045914
Weather,144,5,7,3,4,1,adjacent,0.2005281150341034
Weather,180,4,7,0,1,1,adjacent,0.021535564213991165
Weather,180,4,7,0,2,2,far,-0.003329242579638958
Weather,180,4,7,0,3,3,far,0.021253302693367004
Weather,180,4,7,1,2,1,adjacent,0.1746705323457718
Weather,180,4,7,1,3,2,far,0.0294748917222023
Weather,180,4,7,2,3,1,adjacent,0.21014904975891113
Weather,240,3,7,0,1,1,adjacent,0.04141678661108017
Weather,240,3,7,0,2,2,far,0.028791045770049095
Weather,240,3,7,1,2,1,adjacent,0.14129996299743652
Weather,360,2,7,0,1,1,adjacent,0.10548565536737442
