epoch,train_loss,mse,mae
1,0.8108347139116061,0.665427029132843,0.5697920322418213
2,0.745786576958026,0.6360018849372864,0.5582841038703918
3,0.7203295624862283,0.6561398506164551,0.5648366808891296
4,0.6994403014748783,0.6885040998458862,0.5746235847473145
5,0.6827199206513873,0.6884649991989136,0.5739083886146545
6,0.6669832639775034,0.7209905385971069,0.5865313410758972
7,0.6539528834617744,0.735962986946106,0.592175304889679
8,0.6373023158412868,0.7503222227096558,0.5987528562545776
9,0.6254026950415918,0.7541884779930115,0.598693311214447
10,0.6119593452599089,0.7501961588859558,0.5964308381080627
11,0.598419828940246,0.7628015875816345,0.601581335067749
12,0.5837685597144951,0.7917557954788208,0.6109991669654846
