segment_a,segment_b,cosine
0,1,0.13461028039455414
0,2,0.02301906794309616
0,3,0.030427133664488792
0,4,-0.18340528011322021
0,5,0.06603693217039108
0,6,0.02976737916469574
0,7,-0.048020776361227036
0,8,0.05474083125591278
0,9,0.05707358196377754
0,10,0.043400201946496964
0,11,-0.037992071360349655
0,12,0.11377691477537155
0,13,0.04194233566522598
0,14,0.015449398197233677
1,2,-0.13554801046848297
1,3,-0.10399091988801956
1,4,-0.09985797107219696
1,5,0.06513211876153946
1,6,0.005694938357919455
1,7,-0.02486005425453186
1,8,0.03244519978761673
1,9,0.023216061294078827
1,10,-0.12654688954353333
1,11,-0.13763538002967834
1,12,0.029128175228834152
1,13,0.05250290408730507
1,14,-0.10134748369455338
2,3,0.10751849412918091
2,4,0.1646410971879959
2,5,0.20338164269924164
2,6,-0.013309866189956665
2,7,-0.09786432236433029
2,8,-0.01694987528026104
2,9,-0.09010357409715652
2,10,-0.05159341171383858
2,11,0.11678820848464966
2,12,0.0956016406416893
2,13,-0.06002764776349068
2,14,0.11121873557567596
3,4,0.017024897038936615
3,5,-0.014414649456739426
3,6,-0.065546415746212
3,7,0.06777505576610565
3,8,-0.017670968547463417
3,9,0.07785078883171082
3,10,-0.016616566106677055
3,11,0.10846438258886337
3,12,0.04137622192502022
3,13,0.03573637455701828
3,14,0.10109150409698486
4,5,-0.04884897917509079
4,6,0.11845330148935318
4,7,0.012320760637521744
4,8,-0.02912435494363308
4,9,-0.019682101905345917
4,10,-0.026925936341285706
4,11,0.13539563119411469
4,12,0.08730681240558624
4,13,0.15182378888130188
4,14,0.028985651209950447
5,6,0.18844306468963623
5,7,0.15252728760242462
5,8,-0.025467777624726295
5,9,-0.029480012133717537
5,10,-0.0291287824511528
5,11,-0.06697232276201248
5,12,-0.012230852618813515
5,13,-0.07204475998878479
5,14,0.023004868999123573
6,7,0.15624813735485077
6,8,-0.08377369493246078
6,9,-0.003977774642407894
6,10,-0.08456432074308395
6,11,0.10051301121711731
6,12,0.013993239030241966
6,13,-0.032668519765138626
6,14,0.00011009668378392234
7,8,-0.027242843061685562
7,9,-0.0245553869754076
7,10,-0.03618331626057625
7,11,0.27915477752685547
7,12,0.05227873474359512
7,13,-0.09322316199541092
7,14,-0.054012931883335114
8,9,0.06402406096458435
8,10,0.02954881824553013
8,11,-0.031903136521577835
8,12,-0.071283258497715
8,13,-0.10702066868543625
8,14,0.014136256650090218
9,10,0.12057551741600037
9,11,0.000784421106800437
9,12,-0.027549292892217636
9,13,0.008287377655506134
9,14,-0.007745307870209217
10,11,0.12064775079488754
10,12,0.07194168865680695
10,13,-0.049849919974803925
10,14,-0.04187379032373428
11,12,0.20954424142837524
11,13,0.015875304117798805
11,14,0.03912797570228577
12,13,0.08907290548086166
12,14,0.12542477250099182
13,14,0.01999979466199875
