scope,mean_abs_gamma,mean_abs_beta,mean_segment_state_norm,std_segment_state_norm
all,0.5560888051986694,0.0946555957198143,9.070900917053223,2.02500319480896
segment_0,0.5484462976455688,0.09398854523897171,9.108796119689941,1.9742830991744995
segment_1,0.56373131275177,0.09532265365123749,9.03300666809082,2.07379150390625
