epoch,train_loss,mse,mae
1,0.4548157788813114,0.2210361808538437,0.3261028528213501
2,0.3777604114729911,0.21482738852500916,0.3207840025424957
3,0.3466412699781358,0.2166232466697693,0.3212375044822693
4,0.3211954745929688,0.21549907326698303,0.3211822509765625
5,0.3024529905524105,0.2122703343629837,0.3188280761241913
6,0.2924448971170932,0.215457484126091,0.3201340436935425
7,0.2836410372983664,0.20918181538581848,0.31685954332351685
8,0.2756462413817644,0.2126687467098236,0.3172800838947296
9,0.2671409589238465,0.2209380567073822,0.32671552896499634
10,0.2572550408076495,0.22267663478851318,0.32483312487602234
11,0.2485119083430618,0.2212350070476532,0.3232414424419403
12,0.23911630758084357,0.22301316261291504,0.32442396879196167
13,0.23276071855798364,0.22480054199695587,0.32693159580230713
14,0.2270856904797256,0.2257053107023239,0.32819804549217224
15,0.22173491725698113,0.22809191048145294,0.3303902745246887
16,0.21896773856133223,0.22450374066829681,0.3289092183113098
17,0.21332494425587356,0.2273416817188263,0.329560786485672
