epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.40256249340194644,0.360634866198807,0.838552541579261,2.1351820040832865,2.1351820040832865,0.6640962362289429,0.5491281747817993
2,0.37230395886934164,0.33255986575827456,0.7948818416758017,2.134882926940918,2.134882926940918,0.6664615273475647,0.5532635450363159
3,0.3624824226805658,0.32346772041284677,0.780294039032676,2.1350068639625204,2.1350068639625204,0.6926538348197937,0.5604190826416016
4,0.3528960437485666,0.3143341544676911,0.7712377797473561,2.1340761107928827,2.1340761107928827,0.6823749542236328,0.5542618036270142
5,0.3423894202393113,0.30432424615278386,0.7613034842140747,2.1349046523823882,2.1349046523823882,0.7302743792533875,0.566892147064209
6,0.33117022184711514,0.2937819290567528,0.747765852420619,2.1340175474231895,2.1340175474231895,0.7332763075828552,0.5686312317848206
7,0.32153633552970307,0.2847910456810937,0.7349057865865303,2.134848541834138,2.134848541834138,0.7810764312744141,0.582793116569519
8,0.3125746828137022,0.27641675976867025,0.7231584870905587,2.134441153569655,2.134441153569655,0.8211273550987244,0.5950586199760437
9,0.3057088492946191,0.26997809320914024,0.7146151129043463,2.134926509225007,2.134926509225007,0.8063778877258301,0.5904785394668579
10,0.29908422662904766,0.26379022752922593,0.7058799628055457,2.134525572260221,2.134525572260221,0.8535609841346741,0.6046484112739563
11,0.29326091255202436,0.2583290258930488,0.6986377614014077,2.134257317492456,2.134257317492456,0.814507007598877,0.59543776512146
