comparison,candidate,reference,dataset,horizon,candidate_mse,reference_mse,mse_gain_percent,candidate_mae,reference_mae,mae_gain_percent
effectiveness_vs_equal,iscf_scc,iscf_equal,Weather,96,0.39722145690272254,0.3963439625998338,-0.22139716652496144,0.25491884218839306,0.2508964849015077,-1.603193958043847
effectiveness_vs_equal,iscf_scc,iscf_equal,Weather,192,0.44966881241028506,0.4484884347766638,-0.2631902056089874,0.29484509005366516,0.2908098398086925,-1.3875906838734187
effectiveness_vs_equal,iscf_scc,iscf_equal,Weather,336,0.5093206762380543,0.5102254888486295,0.17733583099052153,0.3384688683519406,0.33742304802650497,-0.30994335791594274
effectiveness_vs_equal,iscf_scc,iscf_equal,Weather,720,0.5914490815252066,0.5919227002395524,0.08001360889760001,0.3902396744220621,0.3887668860455354,-0.3788358600979702
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm1,96,0.3898378300170104,0.3829467575221012,-1.7994857926199925,0.40953444316983223,0.40524715759480995,-1.0579434043332503
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm1,192,0.516178946942091,0.5068081244438266,-1.8489882159146376,0.4698424309802552,0.4651590226373325,-1.006840266446729
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm1,336,0.6738773048633621,0.6607657060514958,-1.9843037693673127,0.5350268659669728,0.5292197929340459,-1.0972894646914089
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm1,720,0.9693009982506434,0.951679669889725,-1.8516028994252087,0.6398983891225524,0.6340783126859202,-0.9178797508431868
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh1,96,0.8551924855758747,0.7900539766997099,-8.24481754376678,0.6277012306575974,0.6074814728150765,-3.328456709769667
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh1,192,1.079395981815954,1.0392014648144443,-3.8678272079501586,0.7074294892760614,0.6927823517471552,-2.114248074011571
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh1,336,1.2845018082076596,1.2555938737378234,-2.3023315957873436,0.7794306568269219,0.7677548320165702,-1.5207751646035383
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh1,720,1.4624699431161086,1.4094799532658524,-3.7595419308713796,0.8472934557745854,0.827192162639565,-2.430063296402296
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh2,96,0.2595184543946137,0.2315120849913607,-12.097152252029563,0.3550780372073253,0.33545199083164334,-5.85062748532974
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh2,192,0.3410925321513787,0.3154315770370886,-8.135189049659687,0.40259561796362203,0.3873500438251843,-3.9358648285885423
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh2,336,0.445143506086121,0.41925755899310824,-6.174235034707709,0.4611477437650874,0.4465432483259411,-3.2705668474212635
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTh2,720,0.670675741125726,0.6391220960041715,-4.9370292967227725,0.5722750332206488,0.5556088126574953,-2.999632148280451
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm2,96,0.1146331219157825,0.11255172760381053,-1.849277977587871,0.23257229197770357,0.23064050590619445,-0.8375745031945048
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm2,192,0.1538933040962244,0.15232707387379682,-1.0282021328166469,0.26741707619900507,0.266599954959626,-0.3064971408201389
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm2,336,0.19869505465474158,0.1968963770528457,-0.9135148288752504,0.3020487827736707,0.3010709736762302,-0.32477694063328677
effectiveness_vs_equal,iscf_scc,iscf_equal,ETTm2,720,0.2828225161569814,0.2759780432149354,-2.480078799861407,0.3551494705594248,0.35231309593137766,-0.8050721533779059
objective_vs_fused,iscf_scc,iscf_fused,Weather,96,0.39722145690272254,0.3988814656622708,0.4161659295931708,0.25491884218839306,0.25502742757089436,0.04257792329851462
objective_vs_fused,iscf_scc,iscf_fused,Weather,192,0.44966881241028506,0.4504304755634318,0.16909671846560004,0.29484509005366516,0.29450851349004853,-0.11428415417540361
objective_vs_fused,iscf_scc,iscf_fused,Weather,336,0.5093206762380543,0.509103289184471,-0.04269999000232616,0.3384688683519406,0.33729956554071533,-0.3466659701594432
objective_vs_fused,iscf_scc,iscf_fused,Weather,720,0.5914490815252066,0.5897660422863231,-0.2853740497433366,0.3902396744220621,0.3886783873765833,-0.4016912429880337
objective_vs_fused,iscf_scc,iscf_fused,ETTm1,96,0.3898378300170104,0.3952439433584611,1.3677915708243282,0.40953444316983223,0.4131570158836742,0.8768029041196113
objective_vs_fused,iscf_scc,iscf_fused,ETTm1,192,0.516178946942091,0.5202219784259796,0.7771742931972025,0.4698424309802552,0.4727971526638915,0.6249448980368166
objective_vs_fused,iscf_scc,iscf_fused,ETTm1,336,0.6738773048633621,0.6698097850949991,-0.6072649069744473,0.5350268659669728,0.534087462661167,-0.17588941352884024
objective_vs_fused,iscf_scc,iscf_fused,ETTm1,720,0.9693009982506434,0.9574451959795423,-1.2382747671496386,0.6398983891225524,0.6373154889585243,-0.40527810931583197
objective_vs_fused,iscf_scc,iscf_fused,ETTh1,96,0.8551924855758747,0.8518851138651371,-0.3882415195320732,0.6277012306575974,0.626153772075971,-0.24713714915363116
objective_vs_fused,iscf_scc,iscf_fused,ETTh1,192,1.079395981815954,1.0772433939079444,-0.19982372787643587,0.7074294892760614,0.706621260692676,-0.11437931864564099
objective_vs_fused,iscf_scc,iscf_fused,ETTh1,336,1.2845018082076596,1.2825378353397052,-0.15313176842335352,0.7794306568269219,0.778829210038696,-0.07722447752005479
objective_vs_fused,iscf_scc,iscf_fused,ETTh1,720,1.4624699431161086,1.4609820099340545,-0.10184472991021654,0.8472934557745854,0.8468988285296493,-0.04659673996967317
objective_vs_fused,iscf_scc,iscf_fused,ETTh2,96,0.2595184543946137,0.26060587796382606,0.41726747597125025,0.3550780372073253,0.3557102073294421,0.17772054585190045
objective_vs_fused,iscf_scc,iscf_fused,ETTh2,192,0.3410925321513787,0.3420117106676723,0.26875644535655496,0.40259561796362203,0.4031407399258266,0.1352187730530252
objective_vs_fused,iscf_scc,iscf_fused,ETTh2,336,0.445143506086121,0.44590714105981444,0.1712542597722133,0.4611477437650874,0.46161164729190723,0.10049649516891135
objective_vs_fused,iscf_scc,iscf_fused,ETTh2,720,0.670675741125726,0.6712962482228048,0.09243416728775822,0.5722750332206488,0.5725946402177214,0.0558173225217673
objective_vs_fused,iscf_scc,iscf_fused,ETTm2,96,0.1146331219157825,0.11422990712647636,-0.3529853078315881,0.23257229197770357,0.23183677392080426,-0.31725685466559295
objective_vs_fused,iscf_scc,iscf_fused,ETTm2,192,0.1538933040962244,0.15342123697822294,-0.3076934636294659,0.26741707619900507,0.26688735707042116,-0.19848041300964958
objective_vs_fused,iscf_scc,iscf_fused,ETTm2,336,0.19869505465474158,0.19841159968858674,-0.14286209405081074,0.3020487827736707,0.30170444758342846,-0.11412996825213018
objective_vs_fused,iscf_scc,iscf_fused,ETTm2,720,0.2828225161569814,0.28237042849262556,-0.16010446517689125,0.3551494705594248,0.35479618933879664,-0.09957300310539097
credit_vs_armerr,iscf_scc,iscf_armerr,Weather,96,0.39722145690272254,0.39708577127506334,-0.03417035750827857,0.25491884218839306,0.2547526395258804,-0.06524080096754759
credit_vs_armerr,iscf_scc,iscf_armerr,Weather,192,0.44966881241028506,0.44956542116900283,-0.022998041311406148,0.29484509005366516,0.29464973967211944,-0.0662991868796814
credit_vs_armerr,iscf_scc,iscf_armerr,Weather,336,0.5093206762380543,0.5086351620654265,-0.1347752227439658,0.3384688683519406,0.3379625269610967,-0.14982175550553034
