segment_a,segment_b,cosine
0,1,0.9817050099372864
0,2,0.9876102805137634
0,3,0.9876853227615356
0,4,0.5199554562568665
0,5,0.5444455146789551
0,6,0.3219071328639984
1,2,0.9868699312210083
1,3,0.9780130982398987
1,4,0.6453076004981995
1,5,0.5420376062393188
1,6,0.19696101546287537
2,3,0.9891971349716187
2,4,0.5555906295776367
2,5,0.6299588084220886
2,6,0.24651509523391724
3,4,0.5616257786750793
3,5,0.5838844180107117
3,6,0.3360878527164459
4,5,0.20399445295333862
4,6,-0.09990226477384567
5,6,0.11306927353143692
