scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.20508819818496704,0.2634044885635376,7.88899564743042
1-96,0.3890439569950104,0.48514193296432495,7.88899564743042
97-192,0.3287647068500519,0.4367738366127014,2.845879316329956
193-336,0.0,0.0,0.0
