epoch,train_loss,mse,mae
1,0.5394556489255693,0.289024293422699,0.3705750107765198
2,0.46463017331229317,0.28156840801239014,0.36777278780937195
3,0.4345454105309078,0.2900463044643402,0.36769214272499084
4,0.4087332591177925,0.2798765003681183,0.36458295583724976
5,0.3898364594058385,0.29153093695640564,0.36656105518341064
6,0.3754490419985756,0.2850677967071533,0.3657629191875458
7,0.36553136507670086,0.2941240072250366,0.36945292353630066
8,0.35317163003815544,0.30360621213912964,0.3732992708683014
9,0.3448389148901379,0.29487237334251404,0.3706805109977722
10,0.33406664785884677,0.30113670229911804,0.37409672141075134
11,0.32542006860649775,0.30220502614974976,0.376069039106369
12,0.3165715154674318,0.30650046467781067,0.3773174583911896
13,0.30857731118088677,0.3025224506855011,0.3749981224536896
14,0.30236360146885827,0.30845907330513,0.38005566596984863
