heldout_dataset,seed,family,value,selected,baseline_l1,candidate_l1,gain_l1_percent,baseline_mse,candidate_mse,gain_mse_percent,policy_entropy_before,policy_entropy_after,policy_mean_l1_movement
ETTh1,2021,convex_scope_marginal,0.5,True,0.8127653307549657,0.8142670793150966,-0.18477025327050534,1.491210492553687,1.4987216491107873,-0.503695259294834,0.9817412247706981,0.9957590381905052,0.021300242659023895
ETTh1,2021,convex_scope_marginal,0.75,False,0.8127653307549657,0.8151342690513709,-0.2914664549242829,1.491210492553687,1.5027535338695663,-0.7740718948477721,0.9817412247706981,0.9975707602762858,0.03195036398853583
ETTh1,2021,convex_scope_marginal,1.0,False,0.8127653307549657,0.8160672606405472,-0.4062587023137887,1.491210492553687,1.5069696229484972,-1.0568012010043537,0.9817412247706981,0.9964149544474318,0.04260048531804779
ETTh1,2022,convex_scope_marginal,0.0,False,0.8178532961757596,0.8178532961757596,0.0,1.5306926384437938,1.5306926384437938,0.0,0.9863530834982088,0.9863530834982088,0.0
ETTh1,2022,convex_scope_marginal,0.05,False,0.8178532961757596,0.8180570950052616,-0.02491875137691224,1.5306926384437938,1.5315031364727092,-0.05294975676759517,0.9863530834982088,0.9878900088579124,0.001917146306625823
ETTh1,2022,convex_scope_marginal,0.1,False,0.8178532961757596,0.8182635948011728,-0.05016775347506108,1.5306926384437938,1.5323192776612804,-0.10626818060224252,0.9863530834982088,0.9893010162281578,0.0038342926132516383
ETTh1,2022,convex_scope_marginal,0.2,False,0.8178532961757596,0.8186843433783171,-0.1016132363155231,1.5306926384437938,1.5339684895173915,-0.2140110294727826,0.9863530834982088,0.9917611215433566,0.0076685852265032705
ETTh1,2022,convex_scope_marginal,0.3,False,0.8178532961757596,0.8191168020581935,-0.15449052884446424,1.5306926384437938,1.5356402740121273,-0.32322854661166467,0.9863530834982088,0.9937613161141091,0.011502877839754925
ETTh1,2022,convex_scope_marginal,0.5,True,0.8178532961757596,0.8200100558715504,-0.2637098494162382,1.5306926384437938,1.539051560917473,-0.5460875856943881,0.9863530834982088,0.9964699397150175,0.019171463066258203
ETTh1,2022,convex_scope_marginal,0.75,False,0.8178532961757596,0.8211827952733173,-0.4071022410897074,1.5306926384437938,1.5434426406414192,-0.8329563935570938,0.9863530834982088,0.9976050814515353,0.028757194599387297
ETTh1,2022,convex_scope_marginal,1.0,False,0.8178532961757596,0.8224176620885895,-0.5580910334619382,1.5306926384437938,1.547974799356769,-1.1290418780967926,0.9863530834982088,0.9964149544474318,0.0383429261325164
ETTh1,2023,convex_scope_marginal,0.0,False,0.8146447877124153,0.8146447877124153,0.0,1.5048682723664164,1.5048682723664164,0.0,0.9858100764719232,0.9858100764719232,0.0
ETTh1,2023,convex_scope_marginal,0.05,False,0.8146447877124153,0.8147335475664231,-0.01089552837587604,1.5048682723664164,1.5054981043716453,-0.04185296592362775,0.9858100764719232,0.9873881907445656,0.0018601430728909896
ETTh1,2023,convex_scope_marginal,0.1,False,0.8146447877124153,0.814826488306839,-0.02230427263076873,1.5048682723664164,1.5061343170210095,-0.08412993202402408,0.9858100764719232,0.9888317502544004,0.003720286145781973
ETTh1,2023,convex_scope_marginal,0.2,False,0.8146447877124153,0.8150219764573797,-0.046301007586824205,1.5048682723664164,1.5074258842521433,-0.1699558647551891,0.9858100764719232,0.9913410677852491,0.007440572291563942
ETTh1,2023,convex_scope_marginal,0.3,False,0.8146447877124153,0.8152296660189883,-0.07179550098335152,1.5048682723664164,1.5087429740598175,-0.25747779819347283,0.9858100764719232,0.9933802849018537,0.011160858437345926
ETTh1,2023,convex_scope_marginal,0.5,True,0.8146447877124153,0.8156868018066388,-0.12791023890910136,1.5048682723664164,1.5114537214047876,-0.4376096671913743,0.9858100764719232,0.9961660469056106,0.018601430728909872
ETTh1,2023,convex_scope_marginal,0.75,False,0.8146447877124153,0.8163266608358717,-0.20645478235725712,1.5048682723664164,1.5149857200790404,-0.6723145074162717,0.9858100764719232,0.9974292081258794,0.0279021460933648
ETTh1,2023,convex_scope_marginal,1.0,False,0.8146447877124153,0.8170385624974542,-0.2938427669513244,1.5048682723664164,1.5186772348566717,-0.9176193520606724,0.9858100764719232,0.9964149544474318,0.03720286145781974
ETTh1,2021,temperature,1.0,False,0.8127653307549657,0.8127653307667687,-1.4521939206701973e-09,1.491210492553687,1.4912104926223873,-4.607003667445042e-09,0.9817412247706981,0.9817412247390863,5.756826668484957e-09
ETTh1,2021,temperature,1.1,False,0.8127653307549657,0.8129113124590104,-0.017961113561404396,1.491210492553687,1.4920492880663934,-0.0562493032938427,0.9817412247706981,0.9845302799631,0.0027826800873258523
ETTh1,2021,temperature,1.25,False,0.8127653307549657,0.8131059298928113,-0.041906208958142344,1.491210492553687,1.493147895071981,-0.12992146500900859,0.9817412247706981,0.9876588455398261,0.006215701130208933
ETTh1,2021,temperature,1.5,False,0.8127653307549657,0.8133784592897872,-0.07543733862909185,1.491210492553687,1.4946377252334082,-0.22982890053651062,0.9817412247706981,0.9911152106699176,0.010554209538836663
ETTh1,2021,temperature,2.0,True,0.8127653307549657,0.8137805508696848,-0.12490937744307207,1.491210492553687,1.4967482381633461,-0.37135908292702524,0.9817412247706981,0.994775578278443,0.016202911799598076
ETTh1,2021,temperature,3.0,False,0.8127653307549657,0.8142550692875732,-0.18329257858769044,1.491210492553687,1.4991605609077017,-0.5331285149690723,0.9817412247706981,0.997575397148851,0.022106244625224727
ETTh1,2021,temperature,5.0,False,0.8127653307549657,0.8146896950949688,-0.23676752282428826,1.491210492553687,1.5013255005403756,-0.6783085310355208,0.9817412247706981,0.9990973807261911,0.02701234155775635
ETTh1,2021,temperature,1000000.0,False,0.8127653307549657,0.8154439091104483,-0.3295635596309854,1.491210492553687,1.504992401595023,-0.9242095002788275,0.9817412247706981,0.9999999999999762,0.034669744874532345
ETTh1,2022,temperature,1.0,False,0.8178532961757596,0.8178532961456058,3.6869507447079286e-09,1.5306926384437938,1.5306926384601505,-1.0685896612017132e-09,0.9863530834982088,0.9863530835730455,5.829054009650347e-09
ETTh1,2022,temperature,1.1,False,0.8178532961757596,0.8181078484900122,-0.03112444682229487,1.5306926384437938,1.5316678521938725,-0.06371061868242212,0.9863530834982088,0.9885558064482937,0.0023847557588882124
ETTh1,2022,temperature,1.25,False,0.8178532961757596,0.8184355759432631,-0.07119611429411421,1.5306926384437938,1.5329197641795933,-0.1454979059717587,0.9863530834982088,0.9909810119401578,0.005274044006678986
ETTh1,2022,temperature,1.5,False,0.8178532961757596,0.8188718228253535,-0.1245365952984967,1.5306926384437938,1.534577480297556,-0.25379633743531915,0.9863530834982088,0.9936015513493787,0.008852264103507507
ETTh1,2022,temperature,2.0,True,0.8178532961757596,0.819475725682122,-0.1983765932042747,1.5306926384437938,1.5368595079549108,-0.40288098055967225,0.9863530834982088,0.9963041239049489,0.013409568334189728
ETTh1,2022,temperature,3.0,False,0.8178532961757596,0.8201488021663083,-0.2806745416668699,1.5306926384437938,1.539390101228212,-0.5682043910043788,0.9863530834982088,0.9983138458833379,0.01807431011385838
ETTh1,2022,temperature,5.0,False,0.8178532961757596,0.8207402603245904,-0.3529929098935014,1.5306926384437938,1.5416039143080627,-0.7128325824681481,0.9863530834982088,0.9993803855288828,0.021892372842865902
ETTh1,2022,temperature,1000000.0,False,0.8178532961757596,0.8217179040651833,-0.4725306980474908,1.5306926384437938,1.5452564665321264,-0.9514534611690051,0.9863530834982088,0.9999999999999842,0.027778913403738028
ETTh1,2023,temperature,1.0,False,0.8146447877124153,0.8146447877483164,-4.406963682868081e-09,1.5048682723664164,1.504868272336034,2.018940570280847e-09,0.9858100764719232,0.9858100764703338,6.046979694738598e-09
ETTh1,2023,temperature,1.1,False,0.8146447877124153,0.8147531223758594,-0.013298392756966315,1.5048682723664164,1.505649592400546,-0.051919496774344154,0.9858100764719232,0.9879911982957802,0.002467777300038021
ETTh1,2023,temperature,1.25,False,0.8146447877124153,0.8148955369777574,-0.03078019636586493,1.5048682723664164,1.5066659197212549,-0.1194554625044697,0.9858100764719232,0.9904318147713952,0.005486007820227268
ETTh1,2023,temperature,1.5,False,0.8146447877124153,0.8150885109214941,-0.05446830517688017,1.5048682723664164,1.5080341359823306,-0.2103747998444927,0.9858100764719232,0.9931214385231246,0.00926213351386187
ETTh1,2023,temperature,2.0,True,0.8146447877124153,0.8153636426129822,-0.08824151475705921,1.5048682723664164,1.5099575310919564,-0.33818632627140577,0.9858100764719232,0.9959624942817447,0.014121145893580721
ETTh1,2023,temperature,3.0,False,0.8146447877124153,0.8156893691894657,-0.12822539256447385,1.5048682723664164,1.512140497315297,-0.4832466125054946,0.9858100764719232,0.9981299283755088,0.019136034521097845
ETTh1,2023,temperature,5.0,False,0.8146447877124153,0.8159884631299965,-0.16494003740628038,1.5048682723664164,1.5140891622855708,-0.6127373464160035,0.9858100764719232,0.9993051191238467,0.023258054198264568
ETTh1,2023,temperature,1000000.0,False,0.8146447877124153,0.8165128142277925,-0.2293056487383538,1.5048682723664164,1.517372519116519,-0.8309196877703817,0.9858100764719232,0.9999999999999818,0.02961354036923421
ETTh2,2021,convex_uniform,0.0,True,0.5600821349377971,0.5600821349377971,0.0,0.5040390598515311,0.5040390598515311,0.0,0.9017345790869398,0.9017345790869398,0.0
ETTh2,2021,convex_uniform,0.05,False,0.5600821349377971,0.5594640271277294,0.11036020817489778,0.5040390598515311,0.5036236148433456,0.08242317734420412,0.9017345790869398,0.9118533414745089,0.003527325706942095
ETTh2,2021,convex_uniform,0.1,False,0.5600821349377971,0.5588536580255129,0.21933870688817247,0.5040390598515311,0.5032187470637083,0.16274786086308834,0.9017345790869398,0.9211265543313655,0.007054651413884185
ETTh2,2021,convex_uniform,0.2,False,0.5600821349377971,0.5576553620503573,0.4332887510703043,0.5040390598515311,0.5024407431900779,0.3171017464249637,0.9017345790869398,0.9376717011643428,0.014109302827768374
ETTh2,2021,convex_uniform,0.3,False,0.5600821349377971,0.556485606670021,0.6421430078600077,0.5040390598515311,0.5017050482306395,0.46306165668570376,0.9017345790869398,0.951974884699951,0.02116395424165256
ETTh2,2021,convex_uniform,0.5,False,0.5600821349377971,0.5542246296723773,1.04582969175947,0.5040390598515311,0.5003605850543397,0.7297995513036115,0.9017345790869398,0.9747957450806187,0.03527325706942094
ETTh2,2021,convex_uniform,0.75,False,0.5600821349377971,0.551558976815438,1.5217693246555197,0.5040390598515311,0.4989179937262962,1.016005808506848,0.9017345790869398,0.9932725856702275,0.0529098856041314
ETTh2,2021,convex_uniform,1.0,False,0.5600821349377971,0.5490766712229371,1.964973175957896,0.5040390598515311,0.4977398331119538,1.2497497200777974,0.9017345790869398,1.0000000000000002,0.07054651413884187
ETTh2,2022,convex_uniform,0.0,True,0.5449034611942771,0.5449034611942771,0.0,0.49881373177886473,0.49881373177886473,0.0,0.9638304090621339,0.9638304090621339,0.0
ETTh2,2022,convex_uniform,0.05,False,0.5449034611942771,0.544775010846677,0.023573046740898995,0.49881373177886473,0.49869964178654114,0.022872263743967114,0.9638304090621339,0.9675937896980331,0.0024133583808474447
ETTh2,2022,convex_uniform,0.1,False,0.5449034611942771,0.5446487744832782,0.04673978587707017,0.49881373177886473,0.498588684769341,0.04511644230826839,0.9638304090621339,0.9711008236136418,0.004826716761694883
ETTh2,2022,convex_uniform,0.2,False,0.5449034611942771,0.5444031690382158,0.09181298921552283,0.49881373177886473,0.4983761696603106,0.08772054389795114,0.9638304090621339,0.9774070593675037,0.009653433523389767
ETTh2,2022,convex_uniform,0.3,False,0.5449034611942771,0.5441667909376748,0.13519280185663174,0.49881373177886473,0.4981761864517736,0.12781230476907046,0.9638304090621339,0.982843087719166,0.014480150285084656
ETTh2,2022,convex_uniform,0.5,False,0.5449034611942771,0.543728256247403,0.2156721383818061,0.49881373177886473,0.4978138157361803,0.20045880435539676,0.9638304090621339,0.9913374431259905,0.024133583808474423
ETTh2,2022,convex_uniform,0.75,False,0.5449034611942771,0.5432363253971397,0.3059506712406401,0.49881373177886473,0.49743134428196434,0.2771350122961813,0.9638304090621339,0.9978426171218098,0.03620037571271164
ETTh2,2022,convex_uniform,1.0,False,0.5449034611942771,0.5428155447016677,0.3831718169000631,0.49881373177886473,0.49712719720583265,0.3381090907456752,0.9638304090621339,1.0000000000000002,0.048267167616948846
ETTh2,2023,convex_uniform,0.0,True,0.6082463229687343,0.6082463229687343,0.0,0.5635134149421283,0.5635134149421283,0.0,0.8242147719854127,0.8242147719854127,0.0
ETTh2,2023,convex_uniform,0.05,False,0.6082463229687343,0.6069365758105307,0.2153317017702494,0.5635134149421283,0.5620402596453331,0.26142328784602986,0.8242147719854127,0.8437453904488924,0.004705150315070432
ETTh2,2023,convex_uniform,0.1,False,0.6082463229687343,0.6056335540512237,0.42955770036687824,0.5635134149421283,0.5605900677937844,0.518771527141737,0.8242147719854127,0.8608457284235669,0.009410300630140856
ETTh2,2023,convex_uniform,0.2,False,0.6082463229687343,0.6030483746257004,0.8545794930027162,0.5635134149421283,0.5577585744264261,1.021242860082261,0.8242147719854127,0.8905542222789279,0.018820601260281712
ETTh2,2023,convex_uniform,0.3,False,0.6082463229687343,0.6004897111797964,1.2752418709379598,0.5635134149421283,0.5550189348400536,1.507413998821483,0.8242147719854127,0.915793386130605,0.028230901890422582
ETTh2,2023,convex_uniform,0.5,False,0.6082463229687343,0.5954523657254592,2.1034171124668988,0.5635134149421283,0.5498152170102657,2.430855693696188,0.8242147719854127,0.9556856209148766,0.04705150315070429
ETTh2,2023,convex_uniform,0.75,False,0.6082463229687343,0.5893420618232772,3.1079943160509327,0.5635134149421283,0.5438272472410758,3.49346921990743,0.8242147719854127,0.9880255280540701,0.07057725472605644
ETTh2,2023,convex_uniform,1.0,False,0.6082463229687343,0.5834911926659553,4.069918611583856,0.5635134149421283,0.5384133636030467,4.454206532360772,0.8242147719854127,1.0000000000000002,0.09410300630140858
ETTh2,2021,convex_scope_marginal,0.0,True,0.5600821349377971,0.5600821349377971,0.0,0.5040390598515311,0.5040390598515311,0.0,0.9017345790869398,0.9017345790869398,0.0
ETTh2,2021,convex_scope_marginal,0.05,False,0.5600821349377971,0.5594602522317337,0.11103419789180169,0.5040390598515311,0.5036263667026682,0.08187721582220142,0.9017345790869398,0.911944168073029,0.0035697918881337346
ETTh2,2021,convex_scope_marginal,0.1,False,0.5600821349377971,0.558846500185776,0.22061670511207554,0.5040390598515311,0.5032245645515236,0.16159368685580988,0.9017345790869398,0.9212602204483562,0.007139583776267466
ETTh2,2021,convex_scope_marginal,0.2,False,0.5600821349377971,0.5576427764364956,0.4355358525357067,0.5040390598515311,0.5024536332423883,0.31454439455738115,0.9017345790869398,0.93779652785581,0.01427916755253493
ETTh2,2021,convex_scope_marginal,0.3,False,0.5600821349377971,0.556470134012773,0.6449055771838297,0.5040390598515311,0.5017262659241251,0.4588521231047582,0.9017345790869398,0.9519887943626275,0.021418751328802398
ETTh2,2021,convex_scope_marginal,0.5,False,0.5600821349377971,0.5542102086220884,1.0484045016649013,0.5040390598515311,0.5004022232602149,0.7215386427368298,0.9017345790869398,0.9743237820717886,0.03569791888133733
ETTh2,2021,convex_scope_marginal,0.75,False,0.5600821349377971,0.5515568185081022,1.5221546801598484,0.5040390598515311,0.49899221737898214,1.0012800345345352,0.9017345790869398,0.9917433273063341,0.05354687832200599
ETTh2,2021,convex_scope_marginal,1.0,False,0.5600821349377971,0.5490900142797227,1.9625908366627698,0.5040390598515311,0.4978544864406998,1.2270028066184047,0.9017345790869398,0.9969468234470055,0.07139583776267465
ETTh2,2022,convex_scope_marginal,0.0,True,0.5449034611942771,0.5449034611942771,0.0,0.49881373177886473,0.49881373177886473,0.0,0.9638304090621339,0.9638304090621339,0.0
ETTh2,2022,convex_scope_marginal,0.05,False,0.5449034611942771,0.5447836798765217,0.021982117253016575,0.49881373177886473,0.49871013576248024,0.020768477246013717,0.9638304090621339,0.9677008580172296,0.0025014492000258026
ETTh2,2022,convex_scope_marginal,0.1,False,0.5449034611942771,0.5446661860463767,0.043544437647791145,0.49881373177886473,0.49860984435482375,0.040874460956374925,0.9638304090621339,0.9712686583966823,0.0050028984000515956
ETTh2,2022,convex_scope_marginal,0.2,False,0.5449034611942771,0.5444382430579535,0.08537624908896424,0.49881373177886473,0.49841917536569474,0.07909894777012871,0.9638304090621339,0.9775825447268871,0.010005796800103195
ETTh2,2022,convex_scope_marginal,0.3,False,0.5449034611942771,0.544219018717536,0.1256080251795466,0.49881373177886473,0.4982417248114773,0.11467346044133908,0.9638304090621339,0.9829016217558347,0.015008695200154798
ETTh2,2022,convex_scope_marginal,0.5,False,0.5449034611942771,0.5438142502960549,0.1998906183922844,0.49881373177886473,0.49792647900777826,0.17787256335594082,0.9638304090621339,0.9908676503938867,0.025014492000257987
ETTh2,2022,convex_scope_marginal,0.75,False,0.5449034611942771,0.5433673451749573,0.2819060858877731,0.49881373177886473,0.4976067754495334,0.24196533744712534,0.9638304090621339,0.9962763129594752,0.03752173800038699
ETTh2,2022,convex_scope_marginal,1.0,False,0.5449034611942771,0.5429934443856446,0.35052388994673,0.49881373177886473,0.49736968710948737,0.2894957731471526,0.9638304090621339,0.9969468234470055,0.050028984000515975
ETTh2,2023,convex_scope_marginal,0.0,True,0.6082463229687343,0.6082463229687343,0.0,0.5635134149421283,0.5635134149421283,0.0,0.8242147719854127,0.8242147719854127,0.0
ETTh2,2023,convex_scope_marginal,0.05,False,0.6082463229687343,0.6069245886366362,0.21730247799064406,0.5635134149421283,0.5620348864067745,0.26237681236136456,0.8242147719854127,0.8438289441515244,0.005031616422703506
ETTh2,2023,convex_scope_marginal,0.1,False,0.6082463229687343,0.605609847703638,0.43345519167762303,0.5635134149421283,0.5605797000909195,0.5206113596266437,0.8242147719854127,0.8609854084614245,0.010063232845407005
ETTh2,2023,convex_scope_marginal,0.2,False,0.6082463229687343,0.6030029835052273,0.8620421144373225,0.5635134149421283,0.557739354117706,1.0246536588690125,0.8242147719854127,0.8907332658764572,0.02012646569081401
ETTh2,2023,convex_scope_marginal,0.3,False,0.6082463229687343,0.6004231970071544,1.2861772716350584,0.5635134149421283,0.5549923770224876,1.5121268977271396,0.8242147719854127,0.9159089619971856,0.03018969853622102
ETTh2,2023,convex_scope_marginal,0.5,False,0.6082463229687343,0.5953466023404871,2.120805361434186,0.5635134149421283,0.5497785294660369,2.437366194290491,0.8242147719854127,0.9553710123187117,0.050316164227035026
ETTh2,2023,convex_scope_marginal,0.75,False,0.6082463229687343,0.5891938079679341,3.1323682990484047,0.5635134149421283,0.5437864199591966,3.5007143503331783,0.8242147719854127,0.9866258710813753,0.07547424634055255
ETTh2,2023,convex_scope_marginal,1.0,False,0.6082463229687343,0.5833090308780982,4.0998672986499844,0.5635134149421283,0.5383778659398264,4.460505878974197,0.8242147719854127,0.9969468234470055,0.10063232845407005
ETTh2,2021,temperature,1.0,True,0.5600821349377971,0.560082135042075,-1.8618329100661413e-08,0.5040390598515311,0.5040390596687175,3.626972056025579e-08,0.9017345790869398,0.9017345790959611,5.9408245851392375e-09
ETTh2,2021,temperature,1.1,False,0.5600821349377971,0.5590900109159851,0.17713902299744122,0.5040390598515311,0.5033215566169951,0.14235072074521016,0.9017345790869398,0.9143944143875782,0.005497868963857983
ETTh2,2021,temperature,1.25,False,0.5600821349377971,0.5578563111441875,0.3974102465983509,0.5040390598515311,0.5024706315324328,0.31117197932245544,0.9017345790869398,0.92988906626817,0.012549461942460345
ETTh2,2021,temperature,1.5,False,0.5600821349377971,0.5562883501128437,0.6773622274837909,0.5040390598515311,0.5014548615886752,0.5126980166213713,0.9017345790869398,0.9486042889761689,0.021808037895707573
ETTh2,2021,temperature,2.0,False,0.5600821349377971,0.5542845126129324,1.0351378776808473,0.5040390598515311,0.5002560398644541,0.7505410370758359,0.9017345790869398,0.9699347603573304,0.03414883144723122
ETTh2,2021,temperature,3.0,False,0.5600821349377971,0.552333840612774,1.3834210808890801,0.5040390598515311,0.4991963232637718,0.9607859734493185,0.9017345790869398,0.9866084489976364,0.04682717238314434
ETTh2,2021,temperature,5.0,False,0.5600821349377971,0.5508958553600881,1.6401665049947112,0.5040390598515311,0.4984943168329509,1.1000621698273538,0.9017345790869398,0.9952998063395598,0.056746599051536
ETTh2,2021,temperature,1000000.0,False,0.5600821349377971,0.5490766791256445,1.964971764967094,0.5040390598515311,0.49773983593949955,1.2497491591002885,0.9017345790869398,0.9999999999998912,0.07054644924481376
ETTh2,2022,temperature,1.0,True,0.5449034611942771,0.5449034611198592,1.3657086572749222e-08,0.49881373177886473,0.4988137317247934,1.0839984465604857e-08,0.9638304090621339,0.9638304090691346,6.059112520610254e-09
ETTh2,2022,temperature,1.1,False,0.5449034611942771,0.5447204286150453,0.03358990945490081,0.49881373177886473,0.4986585585614662,0.031108449409600336,0.9638304090621339,0.9692616364224274,0.0039759264731708864
ETTh2,2022,temperature,1.25,False,0.5449034611942771,0.5444957682340698,0.07481930089301425,0.49881373177886473,0.49847096507408395,0.06871637305541078,0.9638304090621339,0.9753972057150689,0.008846518740809271
ETTh2,2022,temperature,1.5,False,0.5449034611942771,0.5442153461234035,0.12628201505004988,0.49881373177886473,0.49824034157172403,0.11495076631027334,0.9638304090621339,0.9822299150938993,0.014941631182295604
ETTh2,2022,temperature,2.0,False,0.5449034611942771,0.5438617941613407,0.1911654278453967,0.49881373177886473,0.49795194970811835,0.17276630851221775,0.9638304090621339,0.9895256760381428,0.02276738543619732
ETTh2,2022,temperature,3.0,False,0.5449034611942771,0.5435051259385636,0.2566207328998704,0.49881373177886473,0.4976668884546262,0.22991414453420456,0.9638304090621339,0.9951394145811023,0.030824392188179575
