heldout_dataset,seed,family,selected_value,position_start,position_end,baseline_l1,candidate_l1,gain_l1_percent,baseline_mse,candidate_mse,gain_mse_percent,policy_entropy_before,policy_entropy_after,policy_mean_l1_movement
ETTh1,2023,convex_uniform,0.3,192,336,0.7075390836361675,0.7051410380741454,0.338927646187126,0.8570632071440374,0.8539918031685984,0.35836376475356646,0.9810653217723863,0.9910258531115358,0.010560779050735913
ETTh1,2023,convex_uniform,0.3,336,720,1.0729497241785062,1.0749342668901551,-0.18496138886361368,2.3629902259830486,2.3710440800898627,-0.3408331536142395,0.9864025956937752,0.9935627790506063,0.008609442727146843
ETTh1,2021,convex_scope_marginal,0.5,0,96,0.3633657303243002,0.36204648639194215,0.36306228745914826,0.28342044508530556,0.2820847031562143,0.47129342722230794,0.9873403442174054,0.9971899800939031,0.01993665748520713
ETTh1,2021,convex_scope_marginal,0.5,96,192,0.3912505555637799,0.3905852115898892,0.17005572629333887,0.2740211030834138,0.27310745722143737,0.33342171522400266,0.9836010357850591,0.9961999629332258,0.02081250129634298
ETTh1,2021,convex_scope_marginal,0.5,192,336,0.7146319541181646,0.7113713564921916,0.45626250088360853,0.8524422751795696,0.8483198977429666,0.48359608112287233,0.9781738496778664,0.9948228132541567,0.022240417493508965
ETTh1,2021,convex_scope_marginal,0.5,336,720,1.0672939408992292,1.0718285905357763,-0.42487354821170165,2.3369934333036446,2.353185090334701,-0.6928413576313464,0.981214257815243,0.9956421558801062,0.021410508730216413
ETTh1,2022,convex_scope_marginal,0.5,0,96,0.37618881001463217,0.37553419902412316,0.17401128717347003,0.2897340523867282,0.28885726323231165,0.3026186073724846,0.9886978361931121,0.9970917940947291,0.0185753590154674
ETTh1,2022,convex_scope_marginal,0.5,96,192,0.386795190038243,0.3863814106471653,0.10697635382610482,0.27723524121851034,0.276298559830503,0.33786519487580824,0.9861427969052591,0.9963958784928302,0.019213256696536472
ETTh1,2022,convex_scope_marginal,0.5,192,336,0.6801226107957647,0.6793174523876112,0.11838430238504394,0.7978626046750293,0.7967067101909839,0.14487387643843386,0.9836009022771615,0.9957437159506332,0.019852729729058282
ETTh1,2022,convex_scope_marginal,0.5,336,720,1.087682951267919,1.0922959076959806,-0.4241085532033395,2.429107896927668,2.44566770463294,-0.6817238429884798,0.9868515349306133,0.9966053253372805,0.019054565672836307
ETTh1,2023,convex_scope_marginal,0.5,0,96,0.36372225503669,0.36281277523490957,0.2500478838416642,0.2779560996730661,0.2770424513567034,0.32870238049725886,0.9902534980531804,0.9973029186900986,0.01680446289316918
ETTh1,2023,convex_scope_marginal,0.5,96,192,0.39300613063814815,0.39204987046714446,0.24331940304619382,0.27100022842680715,0.269870127312874,0.41701112965606413,0.9861137100525621,0.9962072263006031,0.018495208382131124
ETTh1,2023,convex_scope_marginal,0.5,192,336,0.7075390836361675,0.7034238880889256,0.5816209510424608,0.8570632071440374,0.8515123225617842,0.647663385382069,0.9810653217723863,0.9949492038490566,0.020266631365305775
ETTh1,2023,convex_scope_marginal,0.5,336,720,1.0729497241785062,1.0769131339285871,-0.3693937992402585,2.3629902259830486,2.3779304620059127,-0.6322597469335056,0.9864025956937752,0.9963278502569478,0.01845277803589127
ETTh1,2021,temperature,2.0,0,96,0.3633657303243002,0.3621945520676706,0.3223138999884023,0.28342044508530556,0.282168437635423,0.4417491650984262,0.9873403442174054,0.9964317609936888,0.013257226076389093
ETTh1,2021,temperature,2.0,96,192,0.3912505555637799,0.39075272793764015,0.1272401071539475,0.2740211030834138,0.27333351951031604,0.2509235841184343,0.9836010357850591,0.9953404088749359,0.015138242855450084
ETTh1,2021,temperature,2.0,192,336,0.7146319541181646,0.7118653398086908,0.38713834352505083,0.8524422751795696,0.8490206553748363,0.40139020604210707,0.9781738496778664,0.9937402833146073,0.018282458766301805
ETTh1,2021,temperature,2.0,336,720,1.0672939408992292,1.0706522104510723,-0.31465273278077355,2.3369934333036446,2.349144711504276,-0.5199534593237409,0.981214257815243,0.9946085605619468,0.01642567035392342
ETTh1,2022,temperature,2.0,0,96,0.37618881001463217,0.37555985990939544,0.16719000897774672,0.2897340523867282,0.2888871501264076,0.2923033220790461,0.9886978361931121,0.9969426503230067,0.012176930515364476
ETTh1,2022,temperature,2.0,96,192,0.386795190038243,0.38658370224224237,0.05467694569306625,0.27723524121851034,0.27652593707167894,0.25584920002011957,0.9861427969052591,0.9962512753714088,0.013521984600001773
ETTh1,2022,temperature,2.0,192,336,0.6801226107957647,0.6794142516752402,0.10415167931202562,0.7978626046750293,0.7970126123329538,0.10653367347899234,0.9836009022771615,0.9955576559873911,0.015084938555577455
ETTh1,2022,temperature,2.0,336,720,1.087682951267919,1.091200750737854,-0.3234214038047023,2.429107896927668,2.4413785759910787,-0.5051516681877644,0.9868515349306133,0.9964376299029034,0.013061359889422636
ETTh1,2023,temperature,2.0,0,96,0.36372225503669,0.3630148569978102,0.1944885222402437,0.2779560996730661,0.27720946281966785,0.2686168262817312,0.9902534980531804,0.9972521683217085,0.012291940699572039
ETTh1,2023,temperature,2.0,96,192,0.39300613063814815,0.3923903037964477,0.1566964975076912,0.27100022842680715,0.27018764661169004,0.2998454354943836,0.9861137100525621,0.9960557006320444,0.01385392246939117
ETTh1,2023,temperature,2.0,192,336,0.7075390836361675,0.704183161349862,0.4743091037542113,0.8570632071440374,0.852741424999271,0.5042547747636683,0.9810653217723863,0.9946056332873192,0.01667602863941246
ETTh1,2023,temperature,2.0,336,720,1.0729497241785062,1.0758868541945787,-0.2737434895489832,2.3629902259830486,2.3745430590648517,-0.4889073579217529,0.9864025956937752,0.996125597057088,0.01368717201844338
ETTh2,2021,convex_uniform,0.0,0,96,0.3217124735236082,0.3217124735236082,0.0,0.18320966733868094,0.18320966733868094,0.0,0.9090848870170601,0.9090848870170601,0.0
ETTh2,2021,convex_uniform,0.0,96,192,0.29541186481035053,0.29541186481035053,0.0,0.14704381954155726,0.14704381954155726,0.0,0.9016715061341947,0.9016715061341947,0.0
ETTh2,2021,convex_uniform,0.0,192,336,0.4556154993949749,0.4556154993949749,0.0,0.3061850239301405,0.3061850239301405,0.0,0.8949018727188354,0.8949018727188354,0.0
ETTh2,2021,convex_uniform,0.0,336,720,0.7250171061517643,0.7250171061517643,0.0,0.7476904815277583,0.7476904815277583,0.0,0.9024750352306351,0.9024750352306351,0.0
ETTh2,2022,convex_uniform,0.0,0,96,0.320708991562916,0.320708991562916,0.0,0.18547763347332738,0.18547763347332738,0.0,0.963309007534021,0.963309007534021,0.0
ETTh2,2022,convex_uniform,0.0,96,192,0.28103892743621445,0.28103892743621445,0.0,0.13817023942095225,0.13817023942095225,0.0,0.963383535919968,0.963383535919968,0.0
ETTh2,2022,convex_uniform,0.0,192,336,0.4339558971211505,0.4339558971211505,0.0,0.29718911585195235,0.29718911585195235,0.0,0.9639452427271934,0.9639452427271934,0.0
ETTh2,2022,convex_uniform,0.0,336,720,0.7085235485690556,0.7085235485690556,0.0,0.7429178604173194,0.7429178604173194,0.0,0.9640294151053062,0.9640294151053062,0.0
ETTh2,2023,convex_uniform,0.0,0,96,0.4066289028129524,0.4066289028129524,0.0,0.25160576278849195,0.25160576278849195,0.0,0.8323875448563675,0.8323875448563675,0.0
ETTh2,2023,convex_uniform,0.0,96,192,0.3394019559489655,0.3394019559489655,0.0,0.17624339529546698,0.17624339529546698,0.0,0.8259210287127748,0.8259210287127748,0.0
ETTh2,2023,convex_uniform,0.0,192,336,0.5148528874140568,0.5148528874140568,0.0,0.37315469501216175,0.37315469501216175,0.0,0.8187852974232283,0.8187852974232283,0.0
ETTh2,2023,convex_uniform,0.0,336,720,0.7608843080956259,0.7608843080956259,0.0,0.8096923528659401,0.8096923528659401,0.0,0.8237810675466526,0.8237810675466526,0.0
ETTh2,2021,convex_scope_marginal,0.0,0,96,0.3217124735236082,0.3217124735236082,0.0,0.18320966733868094,0.18320966733868094,0.0,0.9090848870170601,0.9090848870170601,0.0
ETTh2,2021,convex_scope_marginal,0.0,96,192,0.29541186481035053,0.29541186481035053,0.0,0.14704381954155726,0.14704381954155726,0.0,0.9016715061341947,0.9016715061341947,0.0
ETTh2,2021,convex_scope_marginal,0.0,192,336,0.4556154993949749,0.4556154993949749,0.0,0.3061850239301405,0.3061850239301405,0.0,0.8949018727188354,0.8949018727188354,0.0
ETTh2,2021,convex_scope_marginal,0.0,336,720,0.7250171061517643,0.7250171061517643,0.0,0.7476904815277583,0.7476904815277583,0.0,0.9024750352306351,0.9024750352306351,0.0
ETTh2,2022,convex_scope_marginal,0.0,0,96,0.320708991562916,0.320708991562916,0.0,0.18547763347332738,0.18547763347332738,0.0,0.963309007534021,0.963309007534021,0.0
ETTh2,2022,convex_scope_marginal,0.0,96,192,0.28103892743621445,0.28103892743621445,0.0,0.13817023942095225,0.13817023942095225,0.0,0.963383535919968,0.963383535919968,0.0
ETTh2,2022,convex_scope_marginal,0.0,192,336,0.4339558971211505,0.4339558971211505,0.0,0.29718911585195235,0.29718911585195235,0.0,0.9639452427271934,0.9639452427271934,0.0
ETTh2,2022,convex_scope_marginal,0.0,336,720,0.7085235485690556,0.7085235485690556,0.0,0.7429178604173194,0.7429178604173194,0.0,0.9640294151053062,0.9640294151053062,0.0
ETTh2,2023,convex_scope_marginal,0.0,0,96,0.4066289028129524,0.4066289028129524,0.0,0.25160576278849195,0.25160576278849195,0.0,0.8323875448563675,0.8323875448563675,0.0
ETTh2,2023,convex_scope_marginal,0.0,96,192,0.3394019559489655,0.3394019559489655,0.0,0.17624339529546698,0.17624339529546698,0.0,0.8259210287127748,0.8259210287127748,0.0
ETTh2,2023,convex_scope_marginal,0.0,192,336,0.5148528874140568,0.5148528874140568,0.0,0.37315469501216175,0.37315469501216175,0.0,0.8187852974232283,0.8187852974232283,0.0
ETTh2,2023,convex_scope_marginal,0.0,336,720,0.7608843080956259,0.7608843080956259,0.0,0.8096923528659401,0.8096923528659401,0.0,0.8237810675466526,0.8237810675466526,0.0
ETTh2,2021,temperature,1.0,0,96,0.3217124735236082,0.3217124737016303,-5.533578040228804e-08,0.18320966733868094,0.18320966714160034,1.0757107427039614e-07,0.9090848870170601,0.9090848871360624,5.7398983850946995e-09
ETTh2,2021,temperature,1.0,96,192,0.29541186481035053,0.29541186543371145,-2.110141839040125e-07,0.14704381954155726,0.14704381980728357,-1.8071233398586628e-07,0.9016715061341947,0.9016715061900455,5.881109814534053e-09
ETTh2,2021,temperature,1.0,192,336,0.4556154993949749,0.4556154990760997,6.998778223632485e-08,0.3061850239301405,0.306185023554743,1.2260480408698982e-07,0.8949018727188354,0.894901872675874,6.0284030842285275e-09
ETTh2,2021,temperature,1.0,336,720,0.7250171061517643,0.7250171062665178,-1.5827694710424112e-08,0.7476904815277583,0.7476904813085956,2.9311952864929935e-08,0.9024750352306351,0.9024750352199473,5.973142890643184e-09
ETTh2,2022,temperature,1.0,0,96,0.320708991562916,0.3207089916330528,-2.1869284161368796e-08,0.18547763347332738,0.18547763359045724,-6.31503960235591e-08,0.963309007534021,0.9633090074592913,6.085139236820709e-09
ETTh2,2022,temperature,1.0,96,192,0.28103892743621445,0.2810389274975709,-2.1832025076662376e-08,0.13817023942095225,0.13817023972460937,-2.1977029085462618e-07,0.963383535919968,0.9633835360182873,6.1107007656402415e-09
ETTh2,2022,temperature,1.0,192,336,0.4339558971211505,0.4339558972783587,-3.622677713366329e-08,0.29718911585195235,0.29718911608248405,-7.757070541458688e-08,0.9639452427271934,0.9639452428674747,6.059008091038492e-09
ETTh2,2022,temperature,1.0,336,720,0.7085235485690556,0.7085235483376958,3.2653790782433134e-08,0.7429178604173194,0.7429178601242894,3.944312654269311e-08,0.9640294151053062,0.9640294150599298,6.039747941389554e-09
ETTh2,2023,temperature,1.0,0,96,0.4066289028129524,0.40662890251582506,7.307088267793915e-08,0.25160576278849195,0.2516057619749313,3.2334739330508455e-07,0.8323875448563675,0.8323875449340492,6.142149812862936e-09
ETTh2,2023,temperature,1.0,96,192,0.3394019559489655,0.339401956034092,-2.5081337007293314e-08,0.17624339529546698,0.17624339512333945,9.766467634619858e-08,0.8259210287127748,0.8259210285668522,6.182857349626303e-09
ETTh2,2023,temperature,1.0,192,336,0.5148528874140568,0.5148528869088299,9.81303371894171e-08,0.37315469501216175,0.37315469393959816,2.874313564937836e-07,0.8187852974232283,0.8187852971057632,6.351150026938967e-09
ETTh2,2023,temperature,1.0,336,720,0.7608843080956259,0.760884307728379,4.8265802465863317e-08,0.8096923528659401,0.8096923521209621,9.200753492422109e-08,0.8237810675466526,0.8237810674814943,6.2518994009812195e-09
ETTm1,2021,convex_uniform,0.2,0,96,0.3246052833254185,0.3243609582664399,0.07526835560888179,0.18693851943016956,0.1865529151469252,0.20627331617890654,0.8655747458165709,0.9175761044469285,0.020794405701559104
ETTm1,2021,convex_uniform,0.2,96,192,0.47417134228636587,0.47439009993632997,-0.04613472609062974,0.51022643738191,0.510350579611095,-0.024330810810591075,0.8908010253458177,0.9338439333296082,0.018139864540575534
ETTm1,2021,convex_uniform,0.2,192,336,0.27299402638526327,0.27297542906843314,0.006812353030716256,0.14580851517330076,0.14580620246619444,0.0015861262310901125,0.8950509315014578,0.936578589193503,0.016868823716282733
ETTm1,2021,convex_uniform,0.2,336,720,0.35518908453628545,0.35535354586721274,-0.04630247327053194,0.2358931171668624,0.23595293027628858,-0.025356021466227396,0.8928854172970364,0.9349542503218234,0.017561808917708987
ETTm1,2022,convex_uniform,0.2,0,96,0.32853340211814736,0.3276058595947896,0.2823282251903869,0.19298446074936992,0.1924756269871314,0.2636656652368341,0.5502942244640588,0.7308330615868581,0.039356636151010094
ETTm1,2022,convex_uniform,0.2,96,192,0.48307819534602386,0.48147024759520585,0.3328545494930224,0.5272381692705678,0.5253063083296754,0.3664114348103986,0.5744164073053902,0.7457490575148091,0.03866034014265485
ETTm1,2022,convex_uniform,0.2,192,336,0.27430127452412284,0.2737369661321338,0.205725763749387,0.15619097962772757,0.15561988049529007,0.36564155868583637,0.5806514365549215,0.7496848106527962,0.039397446455871704
ETTm1,2022,convex_uniform,0.2,336,720,0.3598782080388981,0.35913870559409883,0.2054868642447305,0.23810287732505558,0.23715568808459078,0.3978067174600808,0.5602448282005479,0.7371576987749658,0.03954979227730513
ETTm1,2023,convex_uniform,0.2,0,96,0.3272343183943425,0.3269676362969046,0.08149576081948329,0.19357944236316205,0.19288745124161638,0.35747138905766196,0.757972336751651,0.8495671399916183,0.028011073294966337
ETTm1,2023,convex_uniform,0.2,96,192,0.47833557259305665,0.4781316689033685,0.04262774950706261,0.5150614372724281,0.5151119487492921,-0.009806883841179115,0.8003854518261194,0.8771404952546596,0.025367627996159974
ETTm1,2023,convex_uniform,0.2,192,336,0.2758139056622596,0.2754948536993698,0.11567653274178191,0.1543626815812231,0.15417455596906218,0.12187246958516029,0.8312572033604652,0.897280161693233,0.023007381365307205
ETTm1,2023,convex_uniform,0.2,336,720,0.35537793727672595,0.3556452174670663,-0.07521012485707246,0.234124326339364,0.23427931469074978,-0.06619916597694342,0.8147567321207948,0.8856882667111791,0.024295017941320374
ETTm1,2021,convex_scope_marginal,0.2,0,96,0.3246052833254185,0.3244172158752095,0.05793727331925291,0.18693851943016956,0.1865789666483205,0.19233745027246174,0.8655747458165709,0.9187272104672939,0.022369789633840887
ETTm1,2021,convex_scope_marginal,0.2,96,192,0.47417134228636587,0.47451391092192075,-0.07224574853113008,0.51022643738191,0.5105898406676564,-0.07122392316853965,0.8908010253458177,0.9353599046775074,0.019847843727888705
ETTm1,2021,convex_scope_marginal,0.2,192,336,0.27299402638526327,0.2729317285861913,0.022820205957196915,0.14580851517330076,0.14577704908044628,0.021580421978151243,0.8950509315014578,0.9390560141372519,0.018951593899521342
ETTm1,2021,convex_scope_marginal,0.2,336,720,0.35518908453628545,0.35531653873417285,-0.035883478247589196,0.2358931171668624,0.23588110610991694,0.005091736922935297,0.8928854172970364,0.9378588306017138,0.01998825281225224
ETTm1,2022,convex_scope_marginal,0.2,0,96,0.32853340211814736,0.32741333206830897,0.3409303415168652,0.19298446074936992,0.1923159236713408,0.3464201601689365,0.5502942244640588,0.7354429845729809,0.0411439327862027
ETTm1,2022,convex_scope_marginal,0.2,96,192,0.48307819534602386,0.48123402426521167,0.38175415462319284,0.5272381692705678,0.5249984736032529,0.4247977096220934,0.5744164073053902,0.749374449081091,0.04010304085768871
ETTm1,2022,convex_scope_marginal,0.2,192,336,0.27430127452412284,0.27366038723387803,0.23364356996031788,0.15619097962772757,0.15551724193588404,0.4313550586911963,0.5806514365549215,0.7528128088787621,0.04073260547434609
ETTm1,2022,convex_scope_marginal,0.2,336,720,0.3598782080388981,0.3590843616919107,0.22058750134199556,0.23810287732505558,0.23705223325927582,0.441256350021102,0.5602448282005479,0.7416344914920514,0.041402267980066174
ETTm1,2023,convex_scope_marginal,0.2,0,96,0.3272343183943425,0.3267895803626806,0.13590812658164086,0.19357944236316205,0.1927163690023246,0.44584969886330983,0.757972336751651,0.8502618912272584,0.02906417704750672
ETTm1,2023,convex_scope_marginal,0.2,96,192,0.47833557259305665,0.4781340967598324,0.04212018607188117,0.5150614372724281,0.5151427623430923,-0.015789392250908918,0.8003854518261194,0.8778048074741217,0.02630617245452127
ETTm1,2023,convex_scope_marginal,0.2,192,336,0.2758139056622596,0.2754800418524305,0.12104676485670263,0.1543626815812231,0.1541895281655704,0.11217310678913739,0.8312572033604652,0.8980357952055233,0.023692976276649236
ETTm1,2023,convex_scope_marginal,0.2,336,720,0.35537793727672595,0.3556231362529911,-0.06899667946302923,0.234124326339364,0.23423173420956403,-0.0458764246669352,0.8147567321207948,0.8868582238133425,0.025349883181249085
ETTm1,2021,temperature,1.5,0,96,0.3246052833254185,0.3242256033610553,0.11696666193277139,0.18693851943016956,0.18640575456104366,0.28499469812315326,0.8655747458165709,0.9257826115473523,0.028883333462642588
ETTm1,2021,temperature,1.5,96,192,0.47417134228636587,0.4744035472355429,-0.04897068390032899,0.51022643738191,0.5102605924969629,-0.006694109232774359,0.8908010253458177,0.9379645848487322,0.02449968569865132
ETTm1,2021,temperature,1.5,192,336,0.27299402638526327,0.272966006607491,0.010263879449412538,0.14580851517330076,0.14575712783725217,0.0352430281506666,0.8950509315014578,0.940013760060254,0.023392086888996803
ETTm1,2021,temperature,1.5,336,720,0.35518908453628545,0.3554311279007942,-0.06814493323314963,0.2358931171668624,0.23598078245367363,-0.03716313890973488,0.8928854172970364,0.9398833554728628,0.02495370834177224
ETTm1,2022,temperature,1.5,0,96,0.32853340211814736,0.32807813632725646,0.13857519142822516,0.19298446074936992,0.19285948435472705,0.06475982271193503,0.5502942244640588,0.6739177965518286,0.03910504306555488
ETTm1,2022,temperature,1.5,96,192,0.48307819534602386,0.48177928659327046,0.26888167697632914,0.5272381692705678,0.5262177190009536,0.1935463570526319,0.5744164073053902,0.6923467202888693,0.03828270253317892
ETTm1,2022,temperature,1.5,192,336,0.27430127452412284,0.2735289314067141,0.28156745489013035,0.15619097962772757,0.15544196807249064,0.4795485354033624,0.5806514365549215,0.6985021445811455,0.03807870528611493
ETTm1,2022,temperature,1.5,336,720,0.3598782080388981,0.3589943701103483,0.24559362273313123,0.23810287732505558,0.23673834085232792,0.5730869311859732,0.5602448282005479,0.6830937895672428,0.039139838308955906
ETTm1,2023,temperature,1.5,0,96,0.3272343183943425,0.3267621766671425,0.1442824608117732,0.19357944236316205,0.19251674720147563,0.5489710832479622,0.757972336751651,0.8620612152185757,0.03851542389058839
ETTm1,2023,temperature,1.5,96,192,0.47833557259305665,0.47813292475919683,0.04236520247935527,0.5150614372724281,0.5150159707634079,0.00882739528337284,0.8003854518261194,0.8831263994001283,0.03381473073009712
ETTm1,2023,temperature,1.5,192,336,0.2758139056622596,0.2753428456364384,0.17078907776246766,0.1543626815812231,0.1539365833858428,0.2760370518415156,0.8312572033604652,0.8983930823586083,0.03014239426290981
ETTm1,2023,temperature,1.5,336,720,0.35537793727672595,0.3557942525292646,-0.117147185818256,0.234124326339364,0.2343547403631415,-0.09841524261067214,0.8147567321207948,0.8932562474057391,0.03329009997771484
ETTm2,2021,convex_uniform,0.5,0,96,0.18024440604297876,0.18101207510330866,-0.42590451331225854,0.061329306544360244,0.061775027449205544,-0.7267665818508906,0.9276814583391575,0.9811871052541177,0.03579145246186786
ETTm2,2021,convex_uniform,0.5,96,192,0.24946652675698291,0.25089150120282583,-0.571208676517565,0.10796935610307246,0.1090933237972087,-1.0410062027815137,0.9388999119073216,0.9843204667489691,0.033886094826589754
ETTm2,2021,convex_uniform,0.5,192,336,0.3107459355741313,0.31295758579437627,-0.7117229759284527,0.1641955563631306,0.16582906387386656,-0.9948548833583093,0.9464015464840139,0.9865420477170596,0.032737113426142314
ETTm2,2021,convex_uniform,0.5,336,720,0.31390419865554914,0.3152146704960189,-0.4174750914713865,0.16701673823020624,0.16867008443541023,-0.9899284483242177,0.9457424126788584,0.9862353310603217,0.0320188729561896
ETTm2,2022,convex_uniform,0.5,0,96,0.18249852101604871,0.1812384260817078,0.6904685732933236,0.06413037904682506,0.06342939678656091,1.0930580337788487,0.760739862177679,0.9387649620197558,0.06636935664167389
ETTm2,2022,convex_uniform,0.5,96,192,0.2591799720568632,0.2590677471008404,0.04330001085044444,0.11752531095107045,0.11735029760349026,0.1489154516281621,0.7920483076839007,0.9468220465633959,0.06092434763125788
ETTm2,2022,convex_uniform,0.5,192,336,0.3382968817536583,0.3368143549210217,0.43823248531038583,0.19943424064992257,0.19722858707820007,1.105955308644424,0.8136904909522215,0.9525411989224766,0.05684758759374907
ETTm2,2022,convex_uniform,0.5,336,720,0.29779830047441197,0.3018275476678652,-1.353012151860633,0.15080512001599772,0.15450872216589231,-2.455886212286229,0.8056715309698887,0.9503620171664708,0.05854223858996766
ETTm2,2023,convex_uniform,0.5,0,96,0.17839108968848782,0.1785212325445668,-0.07295367515622875,0.061298488805441864,0.061262107547986264,0.05935098591267618,0.7122070903960674,0.9293389654137203,0.07081704208709041
ETTm2,2023,convex_uniform,0.5,96,192,0.26190468176323795,0.2634120698598021,-0.5755483584393595,0.11819585350133431,0.11897286847934517,-0.6573961395372363,0.7264137329632594,0.9327568628412625,0.06911916751972831
ETTm2,2023,convex_uniform,0.5,192,336,0.3475922367343843,0.3443853842228822,0.9225903724520257,0.20550294857670795,0.20329941081685082,1.0722657631526022,0.7327013013457117,0.9345713676604789,0.07020764572579047
ETTm2,2023,convex_uniform,0.5,336,720,0.31296633364682763,0.310343866132462,0.8379391750567677,0.16638438746265435,0.16412452185422322,1.3582197481950442,0.7349928861109446,0.9348715149174326,0.06860302423329086
ETTm2,2021,convex_scope_marginal,0.3,0,96,0.18024440604297876,0.18079625075835204,-0.3061646835473386,0.061329306544360244,0.06165270111933231,-0.5273083835346304,0.9276814583391575,0.9660179595387195,0.02303502041364337
ETTm2,2021,convex_scope_marginal,0.3,96,192,0.24946652675698291,0.2502238379391393,-0.30357226358233014,0.10796935610307246,0.10852285024751034,-0.5126400345571103,0.9388999119073216,0.970346384507389,0.02092813335773274
ETTm2,2021,convex_scope_marginal,0.3,192,336,0.3107459355741313,0.3119908717459845,-0.40062830413309936,0.1641955563631306,0.16503217251458405,-0.509524234385017,0.9464015464840139,0.9729184153687633,0.019199987678739885
ETTm2,2021,convex_scope_marginal,0.3,336,720,0.31390419865554914,0.31502347183886176,-0.3565652157908161,0.16701673823020624,0.1683269707246064,-0.7844917271670138,0.9457424126788584,0.9731572029238263,0.019382099361518086
ETTm2,2022,convex_scope_marginal,0.3,0,96,0.18249852101604871,0.1815658338570571,0.511065598668381,0.06413037904682506,0.06360379095217433,0.821121132414071,0.760739862177679,0.8909207948727391,0.04324015003640488
ETTm2,2022,convex_scope_marginal,0.3,96,192,0.2591799720568632,0.2587602875630846,0.16192782584547594,0.11752531095107045,0.11716955345443471,0.30270713070809085,0.7920483076839007,0.9038624218368231,0.039242685733768455
ETTm2,2022,convex_scope_marginal,0.3,192,336,0.3382968817536583,0.33744090799855875,0.25302442950770887,0.19943424064992257,0.19812758675369418,0.6551803200745332,0.8136904909522215,0.9120882164796345,0.036024675326506675
ETTm2,2022,convex_scope_marginal,0.3,336,720,0.29779830047441197,0.30049289821888736,-0.9048398665078672,0.15080512001599772,0.15324809187467067,-1.6199528626175352,0.8056715309698887,0.9093286914997014,0.037443860047940834
ETTm2,2023,convex_scope_marginal,0.3,0,96,0.17839108968848782,0.17842173654053342,-0.017179586771454147,0.061298488805441864,0.06124206699532833,0.09204437370815555,0.7122070903960674,0.872745950255451,0.04619265109632259
ETTm2,2023,convex_scope_marginal,0.3,96,192,0.26190468176323795,0.26311346228493127,-0.46153452223738345,0.11819585350133431,0.11885925496596801,-0.5612730438349978,0.7264137329632594,0.8770553613298689,0.04392051902744485
ETTm2,2023,convex_scope_marginal,0.3,192,336,0.3475922367343843,0.34627086942208646,0.38014868361618825,0.20550294857670795,0.20496791022903998,0.26035555760809403,0.7327013013457117,0.8778890183640348,0.043611472227865655
ETTm2,2023,convex_scope_marginal,0.3,336,720,0.31296633364682763,0.31163208929569874,0.42632200581501634,0.16638438746265435,0.16530627226860875,0.6479665613383312,0.7349928861109446,0.8802066834679995,0.04313191808998578
ETTm2,2021,temperature,3.0,0,96,0.18024440604297876,0.18136275192339155,-0.6204607981820764,0.061329306544360244,0.06198969664922544,-1.0767936930568878,0.9276814583391575,0.9920726197036104,0.04915442366694861
