dataset,selected_alpha,run_count,macro_gain_l1_percent,macro_gain_mse_percent,joint_positive
ETTh1,0.3,3,-0.09064391258197062,-0.25644015976595824,False
ETTh2,0.0,3,0.0,0.0,False
ETTm1,0.2,3,0.07019418534285708,0.12972123542099498,True
ETTm2,0.5,3,-0.15584383112122366,-0.31855330627636275,False
Weather,0.75,3,-1.0391521555874084,-0.16386692076668283,False
