dataset,arm,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,horizon_count,best_epoch,last_vs_best_val_mse_pct,last_train_loss
ETTh2,a6qbr_r256,0.34174177050590515,11.365275870078934,11.366177141649036,13.750423200737,0,4,1,15.212480755756408,0.5255571707951284
ETTh2,a6qbr_r512,0.34213361889123917,11.510392693960036,11.511295606563637,13.8989817186844,0,4,1,13.00792570169531,0.5258004856584346
ETTm1,a6qbr_r256,0.640480637550354,92.60052636868505,92.32652081772946,93.43142279104623,0,4,10,0.0,0.5851220456904886
ETTm1,a6qbr_r512,0.6425177454948425,93.24322943069717,92.9680038589354,94.07825485285557,0,4,10,0.0,0.5851429816781324
Weather,a6qbr_r256,0.2210638448596,3.115963364458402,3.151570514652169,3.1666071769552886,0,4,10,0.0,0.3972861581761053
Weather,a6qbr_r512,0.2212182134389877,3.1652364229279586,3.200825976944477,3.2158917809841037,0,4,9,0.0334264477917845,0.3981664280813954
