dataset,arm,target_horizon,mse,mae,source_path,a6_lbf_r256_mse,a6_der_mse,best_stage_control_mse,best_stage_control_name,relative_mse_vs_a6_lbf_r256_pct,relative_mse_vs_a6_der_pct,relative_mse_vs_best_stage_control_pct,beats_best_stage_control
ETTh2,a6qbr_r256,96,0.2777315676212311,0.345955491065979,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,14.734499508085076,14.404168090970693,15.49843244491993,False
ETTh2,a6qbr_r256,192,0.3160788714885711,0.374413251876831,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,11.765366062672555,11.677783360928483,14.012690786693515,False
ETTh2,a6qbr_r256,336,0.3459528088569641,0.3977490663528442,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,10.58148049676384,10.83948214403707,14.326761064973015,False
ETTh2,a6qbr_r256,720,0.4272038340568542,0.4531354904174804,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,8.379757412794264,8.543274970659898,11.163808506361539,False
ETTm1,a6qbr_r256,96,0.5157432556152344,0.4390308856964111,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2730823159217834,0.2741679549217224,0.2705991566181183,a3c_warm,88.85999771693538,88.11215765988554,90.59307577335672,False
ETTm1,a6qbr_r256,192,0.6512030959129333,0.494637668132782,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3093577325344085,0.310008555650711,0.3081844747066498,a3c_warm,110.50163853282795,110.05971739910585,111.3030179514368,False
ETTm1,a6qbr_r256,336,0.6775591373443604,0.5094834566116333,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3471782207489013,0.3477792739868164,0.3466947674751282,a3c_warm,95.16176328192228,94.82447288392615,95.43390927957063,False
ETTm1,a6qbr_r256,720,0.7174170613288879,0.5321112871170044,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4079044461250305,0.4069072306156158,0.4067089557647705,official_unified,75.8787059430546,76.3097353280003,76.39568815982076,False
Weather,a6qbr_r256,96,0.1466532051563263,0.1917998492717743,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1413587778806686,0.1412898749113083,0.1412940472364425,a2_nested,3.745382745263326,3.7959763559736404,3.792911325496773,False
Weather,a6qbr_r256,192,0.189061090350151,0.2348381429910659,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1824371963739395,0.1823788732290268,0.1822764873504638,a3d_w03,3.630780404361511,3.663920608135829,3.7221493009366613,False
Weather,a6qbr_r256,336,0.2384189218282699,0.2747813761234283,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2317628264427185,0.2315524071455001,0.2316667139530182,a2_nested,2.871942618112877,2.9654257398650685,2.914621509510873,False
Weather,a6qbr_r256,720,0.3101221621036529,0.3245419561862945,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3033995926380157,0.3035028874874115,0.3033372759819031,a2_nested,2.215747690095893,2.1809593546341377,2.2367465718768464,False
ETTh2,a6qbr_r512,96,0.2779837250709533,0.3460563123226166,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,14.838669009013294,14.508037678106556,15.60329553420312,False
ETTh2,a6qbr_r512,192,0.3168906271457672,0.3749345242977142,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,12.052402547435648,11.964594915270666,14.30549886431789,False
ETTh2,a6qbr_r512,336,0.3468858301639557,0.3984190225601196,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,10.879714460532043,11.138411928240831,14.635095905165208,False
ETTh2,a6qbr_r512,720,0.4267742931842804,0.4530709385871887,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,8.270784758859161,8.434137904636497,11.052036571051381,False
ETTm1,a6qbr_r512,96,0.5195770263671875,0.4402140080928802,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2730823159217834,0.2741679549217224,0.2705991566181183,a3c_warm,90.26388604233364,89.51048692599095,92.00984691184311,False
ETTm1,a6qbr_r512,192,0.6524277329444885,0.4942907989025116,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3093577325344085,0.310008555650711,0.3081844747066498,a3c_warm,110.89750290043968,110.45475070035931,111.70038937409555,False
ETTm1,a6qbr_r512,336,0.6778745055198669,0.5091428756713867,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3471782207489013,0.3477792739868164,0.3466947674751282,a3c_warm,95.25260082778743,94.91515343883425,95.52487349509755,False
ETTm1,a6qbr_r512,720,0.7201917171478271,0.5327458381652832,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4079044461250305,0.4069072306156158,0.4067089557647705,official_unified,76.55892795222796,76.99162437055709,77.07790963038606,False
Weather,a6qbr_r512,96,0.1466145068407058,0.1918095052242279,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1413587778806686,0.1412898749113083,0.1412940472364425,a2_nested,3.718006790122308,3.768587050374217,3.765522828686474,False
Weather,a6qbr_r512,192,0.189091295003891,0.2349205613136291,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1824371963739395,0.1823788732290268,0.1822764873504638,a3d_w03,3.6473365970351113,3.680482095332893,3.7387200908279183,False
Weather,a6qbr_r512,336,0.2384345680475235,0.2747635245323181,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2317628264427185,0.2315524071455001,0.2316667139530182,a2_nested,2.8786935796426993,2.972182836215942,2.921375271838933,False
