dataset,arm,epochs,best_epoch,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,last_train_loss,source_path
ETTh2,a6qbr_r256,10,1,0.4343487545847893,0.4343487545847893,0.500423975288868,15.212480755756408,0.5255571707951284,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a6qbr_r256,10,10,0.9423647820949554,0.9093665480613708,0.9093665480613708,0.0,0.5851220456904886,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a6qbr_r256,10,10,0.5628842711448669,0.503341056406498,0.503341056406498,0.0,0.3972861581761053,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a6qbr_r512,10,1,0.4419011101126671,0.4419011101126671,0.4993832781910896,13.00792570169531,0.5258004856584346,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a6qbr_r512,10,10,0.931933969259262,0.9100066274404526,0.9100066274404526,0.0,0.5851429816781324,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a6qbr_r512,10,9,0.5548163279891014,0.504477746784687,0.5046463757753372,0.0334264477917845,0.3981664280813954,analysis/phase5_timealign_hss_a6qbr_query_bilinear_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6QBR_a6qbr_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
