dataset,profile,macro_dense_regret,max_dense_regret,h720_regret,h720_val_mse,h48_regret,h96_regret,h144_regret,h192_regret,h288_regret,h336_regret,h512_regret,selected
Weather,r2b_p12_d64_ff128_medium,0.0013539665871870332,0.005816131098859589,0.005816131098859589,0.5898309350013733,0.0,0.0,0.0,0.0,0.0010082483862010605,0.0006641036513259646,0.0033432495611096513,1
Weather,r2b_p12_d128_ff256_wide,0.0045554997241991635,0.019672931150979567,0.0,0.5864202380180359,0.019672931150979567,0.008429349771090111,0.00498189329850085,0.00335982357302278,0.0,0.0,0.0,0
Weather,r2b_p12_d32_ff64_narrow,0.012045519237664393,0.015243991995120387,0.015243991995120387,0.5953596234321594,0.011394745000707918,0.010911199583017117,0.01119921452266981,0.010631821700237465,0.01195953434806274,0.011130014450532633,0.013893632300967074,0
ETTm1,r2b_p24_d32_ff64_narrow,0.0016743349774339111,0.013394679819471289,0.0,0.9540848135948181,0.013394679819471289,0.0,0.0,0.0,0.0,0.0,0.0,1
ETTm1,r2b_p24_d64_ff128_medium,0.0034735923922443457,0.010607309216339234,0.010607309216339234,0.9642050862312317,0.0,0.0021053242311563913,0.0027935784172608003,0.004826913514391684,0.001592152441163508,0.00125666167232108,0.004606799645322068,0
ETTm1,r2b_p24_d128_ff256_wide,0.033141066947679376,0.05258582766490716,0.021092795869677827,0.9742091298103333,0.05258582766490716,0.03962425166744388,0.035370694568655825,0.033138799266503316,0.03025618184874479,0.02894656073767843,0.024113423957823787,0
ETTh2,r2b_p12_d64_ff128_medium,0.0011324597514250911,0.00905967801140073,0.0,0.6463289260864258,0.00905967801140073,0.0,0.0,0.0,0.0,0.0,0.0,1
ETTh2,r2b_p12_d32_ff64_narrow,0.010976110810954481,0.017851303915148442,0.005955217824338721,0.6501779556274414,0.0,0.007343692360503029,0.012680003651389216,0.017568480069226844,0.017851303915148442,0.015302783872954695,0.011107404794074904,0
ETTh2,r2b_p12_d128_ff256_wide,0.021501219257475196,0.0436191418995433,0.010978088457707758,0.6534243822097778,0.0436191418995433,0.025988864890123642,0.018955450530485418,0.01723737162532779,0.01921193404123711,0.01778689681582768,0.018232005799548867,0
