epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.5039566736668348,0.4603058802895248,0.873015845194459,2576.9537893533707,2576.9537893533707,0.21910999715328217,0.32541424036026
2,0.4245976200327277,0.38377664936706424,0.8164194356650114,2590.334837242961,2590.334837242961,0.21429575979709625,0.3211047053337097
3,0.39747441560029984,0.3573943469673395,0.8016013409942389,2572.359294772148,2572.359294772148,0.2123371958732605,0.32008814811706543
4,0.3711562333628535,0.3313409690745175,0.7963052736595273,2581.9991526007652,2581.9991526007652,0.21418853104114532,0.32066667079925537
5,0.3519304213114083,0.3123710493091494,0.7911874037235975,2586.2896920889616,2586.2896920889616,0.21246984601020813,0.3202705681324005
6,0.33742960076779127,0.2984154794830829,0.7802824070677161,2590.335555769503,2590.335555769503,0.21359479427337646,0.31963756680488586
7,0.32716859597712755,0.28883795090951025,0.7666129218414426,2590.210458777845,2590.210458777845,0.2146761119365692,0.3211997449398041
8,0.31868433859199286,0.2811392026487738,0.7509026862680912,2590.3339944779873,2590.3339944779873,0.21504750847816467,0.32036200165748596
9,0.3093841422814876,0.27243441087193787,0.7389946654438972,2580.463034361601,2580.463034361601,0.21793779730796814,0.3214999735355377
10,0.3022420001216233,0.26595263578929007,0.7257872493937612,2590.332832992077,2590.332832992077,0.2272806316614151,0.32934221625328064
11,0.29407166177406907,0.25823309808038175,0.7167712356895208,2579.8793580532074,2579.8793580532074,0.22147808969020844,0.3264976441860199
12,0.28587540285661817,0.2503954384010285,0.7095992881804705,2590.3326011672616,2590.3326011672616,0.2261982411146164,0.32868602871894836
13,0.2781039965339005,0.24321997654624283,0.6976803811267018,2590.324831325561,2590.324831325561,0.2302205115556717,0.33094391226768494
