dataset,arm,family,target_horizon,mse,mae,source_path,official_unified_mse,relative_mse_vs_official_unified_pct,beats_official_unified,a2_nested_mse,relative_mse_vs_a2_nested_pct,beats_a2_nested,a3c_warm_mse,relative_mse_vs_a3c_warm_pct,beats_a3c_warm,a3d_w03_mse,relative_mse_vs_a3d_w03_pct,beats_a3d_w03,a3e_best_mse,relative_mse_vs_a3e_best_pct,beats_a3e_best,h1_target_set_mse,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,h1c_row_gated_mse,relative_mse_vs_h1c_row_gated_pct,beats_h1c_row_gated,best_stage_control_mse,relative_mse_vs_best_stage_control_pct,beats_best_stage_control,best_stage_control_name,fixed_mse,relative_mse_vs_fixed_pct,beats_fixed
ETTh2,a5b_r64,A5-B,96,0.32184046506881714,0.3796040713787079,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.24910904467105865,29.19661969471974,False,0.24372325837612152,32.05160115336332,False,0.24764448404312134,29.960683886169793,False,0.2418447881937027,33.07727963566569,False,0.2404634952545166,33.8417146137578,False,0.24098174273967743,33.55387898264477,False,0.24214863777160645,32.91029345883649,False,0.2404634952545166,33.8417146137578,False,a3e_best,0.2697129249572754,19.327045642992147,False
ETTh2,a5b_r64,A5-B,192,0.3705187141895294,0.4160107672214508,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2959613502025604,25.191588001588983,False,0.2843504548072815,30.303541958689138,False,0.2863069772720337,29.41309279985944,False,0.2778474688529968,33.353280387651466,False,0.27935200929641724,32.63506323893173,False,0.2772313058376312,33.649665960356856,False,0.2818678021430969,31.451237556188396,False,0.2772313058376312,33.649665960356856,False,h1_target_set,0.33459872007369995,10.735245522731706,False
ETTh2,a5b_r64,A5-B,336,0.4122423827648163,0.44977542757987976,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3267449736595154,26.16640376980779,False,0.31251633167266846,31.91066865478298,False,0.30869343876838684,33.54426463016675,False,0.30260002613067627,36.23342602977553,False,0.3058938682079315,34.76647478418702,False,0.30352982878685,35.81610229626173,False,0.3109666407108307,32.56804068194646,False,0.30260002613067627,36.23342602977553,False,a3d_w03,0.37489190697669983,9.96299869189703,False
ETTh2,a5b_r64,A5-B,720,0.5332939028739929,0.5232295989990234,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.40325209498405457,32.24826591293481,False,0.39225149154663086,35.95713830717071,False,0.3885134160518646,37.26524769553925,False,0.38430118560791016,38.76977819633769,False,0.3863719701766968,38.02603295215887,False,0.38805851340293884,37.42615725589032,False,0.39261049032211304,35.832820574014136,False,0.38430118560791016,38.76977819633769,False,a3d_w03,0.40325209498405457,32.24826591293481,False
ETTm1,a5b_r64,A5-B,96,0.3116418421268463,0.3660438656806946,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.28118184208869934,10.832847459807994,False,0.2747855484485626,13.4127481908616,False,0.2705991566181183,15.167336817183541,False,0.2750791013240814,13.291718864418156,False,0.2713322937488556,14.856155830570295,False,0.27505993843078613,13.299611679097856,False,0.2751097083091736,13.279114736517128,False,0.2705991566181183,15.167336817183541,False,a3c_warm,0.27859950065612793,11.860158181511649,False
ETTm1,a5b_r64,A5-B,192,0.34118491411209106,0.3844629228115082,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3133629560470581,8.878508939280906,False,0.3103426694869995,9.938125709904533,False,0.3081844747066498,10.708014878703164,False,0.3109908998012543,9.7089703686291,False,0.3087998032569885,10.48741304674703,False,0.3108174502849579,9.770192696482205,False,0.3106001913547516,9.846974859847135,False,0.3081844747066498,10.708014878703164,False,a3c_warm,0.32211652398109436,5.919718086898218,False
ETTm1,a5b_r64,A5-B,336,0.37301337718963623,0.40247657895088196,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3499610722064972,6.587105485131461,False,0.3480865955352783,7.161086342904466,False,0.3466947674751282,7.591291298157876,False,0.3489927351474762,6.882848730936897,False,0.34720441699028015,7.433361713275266,False,0.3486783802509308,6.979210159572391,False,0.3482396900653839,7.1139757560664485,False,0.3466947674751282,7.591291298157876,False,a3c_warm,0.34985053539276123,6.6207821494030705,False
ETTm1,a5b_r64,A5-B,720,0.4266858994960785,0.4307349622249603,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4067089557647705,4.911852431118358,False,0.40704968571662903,4.82403364220243,False,0.4072873592376709,4.762863324488209,False,0.4085318148136139,4.443738290186072,False,0.40743815898895264,4.724088817524752,False,0.4078579545021057,4.616299568548832,False,0.40703916549682617,4.826742894697067,False,0.4067089557647705,4.911852431118358,False,official_unified,0.4067089557647705,4.911852431118358,False
Weather,a5b_r64,A5-B,96,0.15880276262760162,0.2010919600725174,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.14317019283771515,10.918871784719997,False,0.14129404723644257,12.391686510231992,False,0.14135439693927765,12.343702117606824,False,0.14134001731872559,12.3551317172242,False,0.14138707518577576,12.317736553318248,False,0.14159463346004486,12.153094186590451,False,0.14142470061779022,12.287854903632978,False,0.14129404723644257,12.391686510231992,False,a2_nested,0.14042679965496063,13.085794889431469,False
Weather,a5b_r64,A5-B,192,0.20552586019039154,0.24673707783222198,analysis/phase5_timealign_hss_a5_unified_head_sync_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A5_a5b_r64_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.18486426770687103,11.176628528495524,False,0.18248096108436584,12.628659433337507,False,0.1827974021434784,12.433687667548732,False,0.18227648735046387,12.755003773594776,False,0.18244335055351257,12.651877729086447,False,0.18242298066616058,12.664456769572197,False,0.18258889019489288,12.56208412845714,False,0.18227648735046387,12.755003773594776,False,a3d_w03,0.1822342574596405,12.78113295240848,False
