origin,channel,min_gain,visibility96,persistent_fraction96,accuracy_eligible,gain_h96,gain_h192,gain_h336,gain_h720,fit_eligible,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,audited_eligible,channel_name,dominant_period,prominent_peaks,high_frequency_share,normalized_mae_advantage,visible_win_fraction,visible_loss_fraction,visible_net,tail_visible_net,less_dense,clearer_same_density
869,0,0.2847373080781959,0.092592499014311,0.4270833333333333,True,0.2847373080781959,0.4207042271643741,0.3057387993521651,0.5726699448749555,True,0.633606913223712,0.8403368057738234,0.9153244480443368,0.2587197082194353,0.7069653155194314,0.8695806044478502,0.8340095099298169,0.2189516141690808,0.7313185429517286,0.8664540581467888,0.8437856778848406,0.1375144954672411,True,HUFL,24.0,24,0.9485654740938608,0.058858799020705045,0.3375,0.08888888888888889,0.24861111111111112,0.265625,False,True
655,0,0.1253843532991495,0.1067693610157038,0.5104166666666666,True,0.1253843532991495,0.3283200043093239,0.1321736644244971,0.3849930233029011,True,0.6306741343020998,0.8059404356306035,0.8945922791154458,0.104912831098422,0.6267140034114271,0.8031636032160752,0.8925656071721236,0.1018088984727973,0.6456427270191549,0.8252518018005707,0.7804526485349629,0.1827316207519055,True,HUFL,24.0,26,0.8745152284551346,0.03977700971738512,0.3125,0.08888888888888889,0.2236111111111111,0.2421875,False,True
869,2,0.2762597506242544,0.0880510835703411,0.3645833333333333,True,0.2762597506242544,0.3232535002585728,0.2838929985502803,0.5163647544284222,True,0.6190684869035514,0.8533313617340259,0.9073066448068005,0.3258720528558865,0.6828756989854574,0.8787997145422037,0.8284146620512159,0.2947449503884355,0.7136084999559262,0.8737122464747153,0.8442618825692878,0.2211272614351425,True,MUFL,24.0,28,0.9591802666317812,0.05017395117228703,0.29305555555555557,0.07083333333333333,0.22222222222222224,0.25260416666666663,False,True
866,0,0.3082379661330487,0.0773476138503989,0.2395833333333333,True,0.3302458208300908,0.4260517627723892,0.3082379661330487,0.5203676242512253,True,0.6177438434878848,0.8382277748228698,0.9436950675680968,0.2715853625614001,0.7017949857346686,0.8670412200940967,0.8634090271486206,0.2235001091319599,0.7422742887244367,0.8717586102753987,0.8472780500345853,0.1307267686250755,True,HUFL,24.0,24,0.9493206189125873,0.04687998562114664,0.2722222222222222,0.09444444444444444,0.17777777777777776,0.20833333333333331,False,True
867,0,0.2854477927032864,0.0821023588509798,0.3020833333333333,True,0.2854477927032864,0.4003056519028912,0.3016846616488564,0.4932752190139324,True,0.6229986680241134,0.8405377453292615,0.933464423116662,0.2736232187780886,0.7076634096434203,0.8705256223588692,0.8551649216461559,0.2234177665573859,0.7449785002050585,0.873486251584186,0.8548173417974001,0.1328578311914889,True,HUFL,24.0,24,0.9490313454714056,0.044268414514168034,0.2625,0.0875,0.17500000000000002,0.20052083333333337,False,True
867,2,0.2431020197635943,0.0821049248900984,0.3229166666666667,True,0.2431020197635943,0.2669201748905792,0.2823428057886995,0.4881742179994154,True,0.6135507194199361,0.8550669083361091,0.9200110626802452,0.3367060366670912,0.6913768761617527,0.8799435144261593,0.8478795846141067,0.2861741022942421,0.7364223397793391,0.8815563963013598,0.8570695132271514,0.2002991079306418,True,MUFL,24.0,28,0.9594048048146652,0.04489727259577164,0.24722222222222223,0.07916666666666666,0.16805555555555557,0.2265625,False,True
868,0,0.1417910216847406,0.0916357666037636,0.4166666666666667,True,0.1417910216847406,0.3823639638898551,0.2751525642730215,0.4780356023793773,True,0.6196875624646021,0.8372049354277731,0.9314957900516576,0.2689493933332392,0.703373328287337,0.8680568398661421,0.847505441557871,0.2229954909378904,0.724152442839936,0.8622138534660799,0.8520696305890733,0.1384101911389197,True,HUFL,24.0,24,0.9488130221454197,0.04392960400753485,0.25555555555555554,0.08888888888888889,0.16666666666666663,0.19010416666666663,False,True
945,0,0.3214257279048543,0.1121580741595736,0.59375,True,0.5413949551336139,0.4194490570060548,0.3214257279048543,0.5475441218930388,True,0.6399596156563413,0.8147201591514512,0.9000506144096728,0.1285614074162599,0.6347915940963466,0.8074655483332145,0.854507904696884,0.1224582963970429,0.4148387102474459,0.739985928450947,1.0955183712778744,0.0796061942029747,True,HUFL,24.0,25,0.9423158946786718,0.04932056860195679,0.29305555555555557,0.1375,0.15555555555555556,0.17187499999999997,False,True
944,0,0.3726409091907199,0.1018003245659189,0.4791666666666667,True,0.5128939642117992,0.4556759463282931,0.3726409091907199,0.555092736368036,True,0.6465732147564599,0.8124287748836039,0.9029658517293482,0.0725970882242634,0.6350908814363785,0.8023027944354482,0.8599104639616313,0.0726653214010135,0.3916611406904916,0.7312352819347849,1.1088976025236694,0.0203732290806241,True,HUFL,24.0,25,0.9423238409167041,0.05046259590741983,0.29583333333333334,0.1597222222222222,0.13611111111111113,0.16145833333333334,False,True
946,0,0.2872150707973908,0.1183595106350896,0.6770833333333334,True,0.4929167057487631,0.2872150707973908,0.3054320131487381,0.4870501906138064,True,0.6619149537172839,0.8186298862384674,0.9035158968939356,0.032160567789177,0.6565999587181806,0.8117271421473773,0.8556165976389302,0.0193574346756682,0.4325131618091888,0.7429305038222512,1.083831886138745,0.0567346387588675,True,HUFL,24.0,25,0.94237063508264,0.03832735528150155,0.3138888888888889,0.18194444444444444,0.13194444444444445,0.11197916666666669,False,True
935,0,0.3635425058176399,0.0957242313583378,0.3958333333333333,True,0.607694273576277,0.4505440061864068,0.3635425058176399,0.5206316381017759,True,0.6756918865213017,0.8243358214893464,0.8821487534599266,0.0222558973348359,0.6800803877606387,0.8250568537838836,0.8502955213210326,0.0011974456443342,0.4882668775439254,0.7597893092110717,1.0550686178061115,0.0426971516982899,True,HUFL,24.0,25,0.9433764251549166,0.0398260326559708,0.2638888888888889,0.14305555555555555,0.12083333333333335,0.12239583333333334,False,True
939,0,0.3537639327870934,0.1026806468557927,0.4895833333333333,True,0.5351038989837942,0.4997555806413474,0.3537639327870934,0.5440598243551931,True,0.6589573887669562,0.8162835434951331,0.8935189868592279,0.0373647012883372,0.659737671638833,0.8143692996642526,0.8710675884212518,0.0156521132387929,0.4382184760884674,0.7464940137099559,1.0910411462846668,0.0179474190589341,True,HUFL,24.0,25,0.9428963813777387,0.044170721615802225,0.26944444444444443,0.15416666666666667,0.11527777777777776,0.13281250000000003,False,True
934,0,0.3175666338563779,0.0914276060818418,0.3541666666666667,True,0.6371803527641833,0.4016061353263599,0.3175666338563779,0.4947942286543078,True,0.6627099101958044,0.8218241873615632,0.9333752592493464,0.0155384393481276,0.6696445024405733,0.822235259306595,0.8907392506571343,0.0416355902498756,0.4450019899763185,0.7613673761041675,1.115168016359937,0.0974853751802512,True,HUFL,24.0,25,0.9434801284322378,0.03681600406853676,0.2652777777777778,0.15138888888888888,0.1138888888888889,0.12500000000000003,False,True
933,0,0.2968339673661344,0.0912836715621347,0.3645833333333333,True,0.6134849040095571,0.3602259456375458,0.2968339673661344,0.5161655778379595,True,0.659415010658983,0.8203086318707968,0.9166930429938503,0.0648173291274603,0.6690341200119403,0.8201107713497898,0.8685005110796534,0.0347273719259473,0.4565294237356719,0.757552150506307,1.1000266175877704,0.0081900182128247,True,HUFL,24.0,25,0.9435776625620768,0.039138475393604176,0.25277777777777777,0.14027777777777778,0.11249999999999999,0.12239583333333334,False,True
932,0,0.3278283002893948,0.0875764590944449,0.34375,True,0.6101242568427574,0.3341987965469063,0.3278283002893948,0.4880934725954244,True,0.6587849625645621,0.8192887018243911,0.9116482681463782,0.0625997194989574,0.6651162385118599,0.8177233915250186,0.8611911606552262,0.0408149431233476,0.4488565098426064,0.7554357379103872,1.1044718869130723,0.0006410608237237,True,HUFL,24.0,25,0.9436773216001412,0.03548571826276142,0.24166666666666667,0.13194444444444445,0.10972222222222222,0.11458333333333331,False,True
947,0,0.2183639786386448,0.1213339450934762,0.625,True,0.5763512902521839,0.2183639786386448,0.2277460943805637,0.4156094796092511,True,0.6618279043206174,0.8206352646676813,0.8994421733711666,0.073510573635217,0.6571328971171911,0.8124702011404813,0.8406834124301708,0.0466791745084079,0.4510921321851204,0.7389735549272772,1.046972295608411,0.0112498193573326,True,HUFL,24.0,25,0.9422897818552876,0.029463063762670612,0.24722222222222223,0.14305555555555555,0.10416666666666669,0.10156249999999997,False,True
936,0,0.3948518597054955,0.1019462032849706,0.4895833333333333,True,0.6124365915465022,0.4876867758028095,0.3948518597054955,0.4974808640970455,True,0.6754113541202431,0.8237887687014863,0.8797294196882682,0.0093394264086729,0.6746354243762418,0.8219353994204437,0.8439528802268232,0.0213917503524829,0.4895519648276939,0.7576120407336605,1.0434600368279394,0.0521053026650121,True,HUFL,24.0,25,0.9432714831185388,0.03559847191996336,0.25972222222222224,0.16111111111111112,0.09861111111111112,0.09635416666666666,False,True
943,0,0.3416939569440815,0.0943553722722439,0.375,True,0.5717601097489007,0.4819344677323879,0.3416939569440815,0.4889868314769811,True,0.6377049774268004,0.8115151901437153,0.8948592391752223,0.1179224147404717,0.6332837478488367,0.8061548576750768,0.8608836420844111,0.116647618327007,0.4166407882529426,0.7462939153007205,1.1129204267998012,0.0768037813388822,True,HUFL,24.0,25,0.9423885047735157,0.03854052028833514,0.24027777777777778,0.14444444444444443,0.09583333333333335,0.12500000000000003,False,True
