origin,channel,min_gain,visibility96,persistent_fraction96,accuracy_eligible,gain_h96,gain_h192,gain_h336,gain_h720,fit_eligible,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,audited_eligible,channel_name,dominant_period,prominent_peaks,high_frequency_share,normalized_mae_advantage,visible_win_fraction,visible_loss_fraction,visible_net,tail_visible_net,less_dense,clearer_same_density,review_direction
947,2,0.0775115220284741,0.1257796178557186,0.6458333333333334,True,0.5703581566551466,0.0775115220284741,0.1309928081528744,0.2645882952879469,True,0.6610564014517717,0.8296533316447678,0.8940243784674744,0.1520678058907945,0.6617658730697618,0.819760405858897,0.8361176873513964,0.0998683597860545,0.4552605484193628,0.7436200341305353,1.056009056438156,0.0111043001861858,True,MUFL,24.0,29,0.9505916020048955,0.013185487136747583,0.14722222222222223,0.12361111111111112,0.02361111111111111,0.049479166666666685,,,
1427,0,0.009102363010799,0.0917261692923823,0.375,True,0.0557000451951368,0.009102363010799,0.0450301798843187,0.3170697583175245,True,0.5402305551445492,0.7842795162057581,0.9792888229187758,0.1919249194104225,0.6149057475617807,0.8280484769025348,0.8239377126873441,0.2659729951637838,0.6089897022206417,0.8018859962886121,0.7941691972583343,0.1843146761271733,True,HUFL,24.0,19,0.8961718860828065,0.030931667019977214,0.2652777777777778,0.05138888888888889,0.2138888888888889,0.30729166666666663,True,False,less_dense
869,0,0.2847373080781959,0.092592499014311,0.4270833333333333,True,0.2847373080781959,0.4207042271643741,0.3057387993521651,0.5726699448749555,True,0.633606913223712,0.8403368057738234,0.9153244480443368,0.2587197082194353,0.7069653155194314,0.8695806044478502,0.8340095099298169,0.2189516141690808,0.7313185429517286,0.8664540581467888,0.8437856778848406,0.1375144954672411,True,HUFL,24.0,24,0.9485654740938608,0.058858799020705045,0.3375,0.08888888888888889,0.24861111111111112,0.265625,False,True,clearer_same_density
655,0,0.1253843532991495,0.1067693610157038,0.5104166666666666,True,0.1253843532991495,0.3283200043093239,0.1321736644244971,0.3849930233029011,True,0.6306741343020998,0.8059404356306035,0.8945922791154458,0.104912831098422,0.6267140034114271,0.8031636032160752,0.8925656071721236,0.1018088984727973,0.6456427270191549,0.8252518018005707,0.7804526485349629,0.1827316207519055,True,HUFL,24.0,26,0.8745152284551346,0.03977700971738512,0.3125,0.08888888888888889,0.2236111111111111,0.2421875,False,True,clearer_same_density
