dataset,target_horizon,hierarchical_mse,reference_mse,mse_abs_diff,hierarchical_mae,reference_mae,mae_abs_diff
ETTh2,96,0.24416223168373108,0.24416223168373108,0.0,0.31473836302757263,0.31473836302757263,0.0
ETTh2,192,0.2861934006214142,0.2861934006214142,0.0,0.3473576307296753,0.3473576307296753,0.0
ETTh2,336,0.31436556577682495,0.31436556577682495,0.0,0.37210166454315186,0.37210166454315186,0.0
ETTh2,720,0.3950280547142029,0.3950280547142029,0.0,0.4309396743774414,0.4309396743774414,0.0
