dataset,family,split,future_group_index,history_group_index,replicate_count,mean_r2
ETTm2,canonical,holdout,4,6,9,-0.00010688280366235838
ETTm2,canonical,holdout,5,0,9,-0.00010132461939736813
ETTm2,canonical,holdout,5,1,9,-5.656621985639099e-05
ETTm2,canonical,holdout,5,2,9,-6.752253755891601e-05
ETTm2,canonical,holdout,5,3,9,-9.042683710696547e-05
ETTm2,canonical,holdout,5,4,9,-0.0001073211500340528
ETTm2,canonical,holdout,5,5,9,-0.00012287896395851087
ETTm2,canonical,holdout,5,6,9,-0.0001165608998479802
ETTm2,canonical,holdout,6,0,9,-0.00013507286860179078
ETTm2,canonical,holdout,6,1,9,-0.0001006699625501422
ETTm2,canonical,holdout,6,2,9,-9.427819620285345e-05
ETTm2,canonical,holdout,6,3,9,-0.00016272458383623543
ETTm2,canonical,holdout,6,4,9,-0.00011472082341093228
ETTm2,canonical,holdout,6,5,9,-0.00020066243856267343
ETTm2,canonical,holdout,6,6,9,-0.00019985977321645976
ETTm2,canonical,validation,0,0,9,0.1114902929656412
ETTm2,canonical,validation,0,1,9,0.057983778065633845
ETTm2,canonical,validation,0,2,9,-0.021226835939449778
ETTm2,canonical,validation,0,3,9,-0.030687854376681336
ETTm2,canonical,validation,0,4,9,-0.02697531588838769
ETTm2,canonical,validation,0,5,9,-0.023131353584300296
ETTm2,canonical,validation,0,6,9,-0.020318924191183
ETTm2,canonical,validation,1,0,9,0.15463015586618856
ETTm2,canonical,validation,1,1,9,0.20683521819761502
ETTm2,canonical,validation,1,2,9,0.001718068197915559
ETTm2,canonical,validation,1,3,9,-0.025155156715426945
ETTm2,canonical,validation,1,4,9,-0.02699147096460999
ETTm2,canonical,validation,1,5,9,-0.02474480199706688
ETTm2,canonical,validation,1,6,9,-0.019581967784849417
ETTm2,canonical,validation,2,0,9,-0.000650323993759589
ETTm2,canonical,validation,2,1,9,0.046847084176654286
ETTm2,canonical,validation,2,2,9,0.025702626027411506
ETTm2,canonical,validation,2,3,9,-0.031018599672529526
ETTm2,canonical,validation,2,4,9,-0.023935659290397277
ETTm2,canonical,validation,2,5,9,-0.02207520253503629
ETTm2,canonical,validation,2,6,9,-0.018121946159881632
ETTm2,canonical,validation,3,0,9,-0.011448078275610292
ETTm2,canonical,validation,3,1,9,-0.011058045413727532
ETTm2,canonical,validation,3,2,9,-0.024770084868710067
ETTm2,canonical,validation,3,3,9,-0.025081313619799275
ETTm2,canonical,validation,3,4,9,-0.02128088055211568
ETTm2,canonical,validation,3,5,9,-0.025678967224069617
ETTm2,canonical,validation,3,6,9,-0.023620636336671576
ETTm2,canonical,validation,4,0,9,-0.013207318803043266
ETTm2,canonical,validation,4,1,9,-0.017523345812532367
ETTm2,canonical,validation,4,2,9,-0.013450845883062841
ETTm2,canonical,validation,4,3,9,-0.027012026703806882
ETTm2,canonical,validation,4,4,9,-0.022309144501593936
ETTm2,canonical,validation,4,5,9,-0.029037252856216538
ETTm2,canonical,validation,4,6,9,-0.02826620317339379
ETTm2,canonical,validation,5,0,9,-0.013466734617962538
ETTm2,canonical,validation,5,1,9,-0.006353244696842718
ETTm2,canonical,validation,5,2,9,-0.01898739688423455
ETTm2,canonical,validation,5,3,9,-0.026239033236797882
ETTm2,canonical,validation,5,4,9,-0.02604703725620694
ETTm2,canonical,validation,5,5,9,-0.036626332135068655
ETTm2,canonical,validation,5,6,9,-0.03952865289621318
ETTm2,canonical,validation,6,0,9,-0.014270732237068885
ETTm2,canonical,validation,6,1,9,-0.020649724064785085
ETTm2,canonical,validation,6,2,9,-0.02432698284530615
ETTm2,canonical,validation,6,3,9,-0.040431503599994825
ETTm2,canonical,validation,6,4,9,-0.03911229547941966
ETTm2,canonical,validation,6,5,9,-0.05908390435792921
ETTm2,canonical,validation,6,6,9,-0.05497558573371871
ETTm2,future_perm,holdout,0,0,9,-4.931140404204923e-05
ETTm2,future_perm,holdout,0,1,9,-4.527771629006219e-05
ETTm2,future_perm,holdout,0,2,9,-3.499681731964108e-05
ETTm2,future_perm,holdout,0,3,9,-5.752186771573125e-05
ETTm2,future_perm,holdout,0,4,9,-3.942746137977318e-05
ETTm2,future_perm,holdout,0,5,9,-5.819674534783085e-05
ETTm2,future_perm,holdout,0,6,9,-6.189120001214792e-05
ETTm2,future_perm,holdout,1,0,9,-4.6995334132561415e-05
ETTm2,future_perm,holdout,1,1,9,-3.2573497172376044e-05
ETTm2,future_perm,holdout,1,2,9,-5.059109896247508e-05
ETTm2,future_perm,holdout,1,3,9,-7.014832747471228e-05
ETTm2,future_perm,holdout,1,4,9,-7.624797538927395e-05
ETTm2,future_perm,holdout,1,5,9,-8.861541562982861e-05
ETTm2,future_perm,holdout,1,6,9,-6.567499232362156e-05
ETTm2,future_perm,holdout,2,0,9,-5.785693454376764e-05
ETTm2,future_perm,holdout,2,1,9,-3.621174546619699e-05
ETTm2,future_perm,holdout,2,2,9,-5.9795639444483304e-05
ETTm2,future_perm,holdout,2,3,9,-9.075256314952342e-05
ETTm2,future_perm,holdout,2,4,9,-5.507109945468436e-05
ETTm2,future_perm,holdout,2,5,9,-6.052162659532357e-05
ETTm2,future_perm,holdout,2,6,9,-6.832073924260366e-05
ETTm2,future_perm,holdout,3,0,9,-5.913827566598565e-05
ETTm2,future_perm,holdout,3,1,9,-4.3967983052123965e-05
ETTm2,future_perm,holdout,3,2,9,-4.648156171770267e-05
ETTm2,future_perm,holdout,3,3,9,-8.755770477312612e-05
ETTm2,future_perm,holdout,3,4,9,-5.533887194686393e-05
ETTm2,future_perm,holdout,3,5,9,-8.271896150180424e-05
ETTm2,future_perm,holdout,3,6,9,-7.307911194291232e-05
ETTm2,future_perm,holdout,4,0,9,-3.810959413303511e-05
ETTm2,future_perm,holdout,4,1,9,-3.369774084764169e-05
ETTm2,future_perm,holdout,4,2,9,-4.143767086005489e-05
ETTm2,future_perm,holdout,4,3,9,-5.5863392462527114e-05
ETTm2,future_perm,holdout,4,4,9,-2.8502212140975775e-05
ETTm2,future_perm,holdout,4,5,9,-4.505771100362901e-05
ETTm2,future_perm,holdout,4,6,9,-3.4419123799805324e-05
ETTm2,future_perm,holdout,5,0,9,-3.3891575633986865e-05
ETTm2,future_perm,holdout,5,1,9,-2.252877593221668e-05
ETTm2,future_perm,holdout,5,2,9,-4.676642022031589e-05
ETTm2,future_perm,holdout,5,3,9,-6.511651806668301e-05
ETTm2,future_perm,holdout,5,4,9,-3.958240529749407e-05
ETTm2,future_perm,holdout,5,5,9,-6.692130003877534e-05
ETTm2,future_perm,holdout,5,6,9,-5.409224527798252e-05
ETTm2,future_perm,holdout,6,0,9,-5.114206631157753e-05
ETTm2,future_perm,holdout,6,1,9,-3.411440749312433e-05
ETTm2,future_perm,holdout,6,2,9,-3.582465456136102e-05
ETTm2,future_perm,holdout,6,3,9,-7.345064975619288e-05
ETTm2,future_perm,holdout,6,4,9,-5.973641828102869e-05
ETTm2,future_perm,holdout,6,5,9,-6.0674129006343946e-05
ETTm2,future_perm,holdout,6,6,9,-5.679912643885565e-05
ETTm2,future_perm,validation,0,0,9,-0.010676298563866378
ETTm2,future_perm,validation,0,1,9,-0.01262797593704421
ETTm2,future_perm,validation,0,2,9,-0.015568252010387893
ETTm2,future_perm,validation,0,3,9,-0.038917835673976234
ETTm2,future_perm,validation,0,4,9,-0.028730263140854313
ETTm2,future_perm,validation,0,5,9,-0.04264586107029632
ETTm2,future_perm,validation,0,6,9,-0.04135219178180839
ETTm2,future_perm,validation,1,0,9,-0.006742877786570357
ETTm2,future_perm,validation,1,1,9,-0.0062164208803018196
ETTm2,future_perm,validation,1,2,9,-0.01513730389602588
ETTm2,future_perm,validation,1,3,9,-0.028570916000457594
ETTm2,future_perm,validation,1,4,9,-0.0333888175015109
ETTm2,future_perm,validation,1,5,9,-0.04186264080625684
ETTm2,future_perm,validation,1,6,9,-0.03458784407395026
ETTm2,future_perm,validation,2,0,9,0.002901810062759
ETTm2,future_perm,validation,2,1,9,0.0011746611069696706
ETTm2,future_perm,validation,2,2,9,-0.014826298160796454
ETTm2,future_perm,validation,2,3,9,-0.03280592675210589
ETTm2,future_perm,validation,2,4,9,-0.02476639736336063
ETTm2,future_perm,validation,2,5,9,-0.032495344073653336
ETTm2,future_perm,validation,2,6,9,-0.039209054886932604
ETTm2,future_perm,validation,3,0,9,-0.01003786330075893
ETTm2,future_perm,validation,3,1,9,-0.007694529803625912
ETTm2,future_perm,validation,3,2,9,-0.014108188253411832
ETTm2,future_perm,validation,3,3,9,-0.031858267857912605
ETTm2,future_perm,validation,3,4,9,-0.027534181356494485
ETTm2,future_perm,validation,3,5,9,-0.03538307164608207
ETTm2,future_perm,validation,3,6,9,-0.03761548205824355
ETTm2,future_perm,validation,4,0,9,-0.004233195806679098
ETTm2,future_perm,validation,4,1,9,-0.007999129989619134
ETTm2,future_perm,validation,4,2,9,-0.0176174894762625
ETTm2,future_perm,validation,4,3,9,-0.03094568769269104
ETTm2,future_perm,validation,4,4,9,-0.026646677629325537
ETTm2,future_perm,validation,4,5,9,-0.039446214293543766
ETTm2,future_perm,validation,4,6,9,-0.035699344251969425
ETTm2,future_perm,validation,5,0,9,0.0008846903722155883
ETTm2,future_perm,validation,5,1,9,-0.0006930270095601987
ETTm2,future_perm,validation,5,2,9,-0.015966113644045113
ETTm2,future_perm,validation,5,3,9,-0.027629020710352545
ETTm2,future_perm,validation,5,4,9,-0.029120918388171695
ETTm2,future_perm,validation,5,5,9,-0.03400381487820509
ETTm2,future_perm,validation,5,6,9,-0.03747671156893974
ETTm2,future_perm,validation,6,0,9,-0.004839689418772775
ETTm2,future_perm,validation,6,1,9,0.0006572380584014424
ETTm2,future_perm,validation,6,2,9,-0.014450904477601827
ETTm2,future_perm,validation,6,3,9,-0.03247728122464141
ETTm2,future_perm,validation,6,4,9,-0.029403488250157435
ETTm2,future_perm,validation,6,5,9,-0.03914623630930783
ETTm2,future_perm,validation,6,6,9,-0.03843457971547837
ETTm2,history_perm,holdout,0,0,9,-1.5953414070161525e-06
ETTm2,history_perm,holdout,0,1,9,-1.0439988499502363e-06
ETTm2,history_perm,holdout,0,2,9,-2.4034037769343145e-06
ETTm2,history_perm,holdout,0,3,9,-3.7031649587287377e-06
ETTm2,history_perm,holdout,0,4,9,-1.2512371624979263e-06
ETTm2,history_perm,holdout,0,5,9,-1.9552824411918202e-06
ETTm2,history_perm,holdout,0,6,9,-2.527704355110356e-06
ETTm2,history_perm,holdout,1,0,9,-2.6016693097899137e-06
ETTm2,history_perm,holdout,1,1,9,3.2450481856565675e-06
ETTm2,history_perm,holdout,1,2,9,-1.3173141639584903e-05
ETTm2,history_perm,holdout,1,3,9,-1.5262026030082865e-05
ETTm2,history_perm,holdout,1,4,9,-1.2691268030150403e-05
ETTm2,history_perm,holdout,1,5,9,-2.1904365929476596e-06
ETTm2,history_perm,holdout,1,6,9,-1.468198426958346e-05
ETTm2,history_perm,holdout,2,0,9,-1.8267859214462748e-05
ETTm2,history_perm,holdout,2,1,9,-1.9932205829236655e-05
ETTm2,history_perm,holdout,2,2,9,-1.935261644336883e-05
ETTm2,history_perm,holdout,2,3,9,-1.6712284542771034e-05
ETTm2,history_perm,holdout,2,4,9,-1.4622315234759222e-05
ETTm2,history_perm,holdout,2,5,9,-2.686990130137031e-05
ETTm2,history_perm,holdout,2,6,9,-2.5603741328600942e-05
ETTm2,history_perm,holdout,3,0,9,-0.00012543719324316824
ETTm2,history_perm,holdout,3,1,9,-0.00012547734704066512
ETTm2,history_perm,holdout,3,2,9,-0.00010855462357136265
ETTm2,history_perm,holdout,3,3,9,-8.990762839466981e-05
ETTm2,history_perm,holdout,3,4,9,-0.00010649762791259398
ETTm2,history_perm,holdout,3,5,9,-0.00011013318173552161
ETTm2,history_perm,holdout,3,6,9,-9.643486087246917e-05
ETTm2,history_perm,holdout,4,0,9,-8.608645814129407e-05
ETTm2,history_perm,holdout,4,1,9,-0.00011092521365364661
ETTm2,history_perm,holdout,4,2,9,-9.164774210157489e-05
ETTm2,history_perm,holdout,4,3,9,-7.68325010930641e-05
ETTm2,history_perm,holdout,4,4,9,-9.925836366428718e-05
ETTm2,history_perm,holdout,4,5,9,-8.657605736949058e-05
ETTm2,history_perm,holdout,4,6,9,-7.317722926041764e-05
ETTm2,history_perm,holdout,5,0,9,-9.697544187028641e-05
ETTm2,history_perm,holdout,5,1,9,-0.00012766210951019473
ETTm2,history_perm,holdout,5,2,9,-0.00011265833475122062
ETTm2,history_perm,holdout,5,3,9,-0.00010941045651794805
ETTm2,history_perm,holdout,5,4,9,-0.00010307926317707248
ETTm2,history_perm,holdout,5,5,9,-0.00014400618865950676
ETTm2,history_perm,holdout,5,6,9,-0.00010649299479670304
ETTm2,history_perm,holdout,6,0,9,-0.00017517722582952958
ETTm2,history_perm,holdout,6,1,9,-0.00018177133153798566
ETTm2,history_perm,holdout,6,2,9,-0.0001788827512446319
ETTm2,history_perm,holdout,6,3,9,-0.00015844145362173577
ETTm2,history_perm,holdout,6,4,9,-0.0001551297838895158
ETTm2,history_perm,holdout,6,5,9,-0.0002026119031329395
ETTm2,history_perm,holdout,6,6,9,-0.0001847391019943344
ETTm2,history_perm,validation,0,0,9,-0.009977476991035659
ETTm2,history_perm,validation,0,1,9,0.009285224687787696
ETTm2,history_perm,validation,0,2,9,-0.024797425921738257
ETTm2,history_perm,validation,0,3,9,-0.018964732237366548
ETTm2,history_perm,validation,0,4,9,-0.021507586442011044
ETTm2,history_perm,validation,0,5,9,-0.014803988088372824
ETTm2,history_perm,validation,0,6,9,-0.016777373334672923
ETTm2,history_perm,validation,1,0,9,0.014659955425182995
ETTm2,history_perm,validation,1,1,9,0.04308811524270003
ETTm2,history_perm,validation,1,2,9,-0.025628656442801115
ETTm2,history_perm,validation,1,3,9,-0.008492254149381286
ETTm2,history_perm,validation,1,4,9,-0.015302760442983324
ETTm2,history_perm,validation,1,5,9,-0.007086791748594303
ETTm2,history_perm,validation,1,6,9,-0.0008481632557817173
ETTm2,history_perm,validation,2,0,9,-0.005366345735273355
ETTm2,history_perm,validation,2,1,9,-0.01678485107806682
ETTm2,history_perm,validation,2,2,9,-0.020045119897991674
ETTm2,history_perm,validation,2,3,9,-0.017801648596113367
ETTm2,history_perm,validation,2,4,9,-0.01430091080411628
ETTm2,history_perm,validation,2,5,9,-0.018639664076857528
ETTm2,history_perm,validation,2,6,9,-0.015981564288960224
ETTm2,history_perm,validation,3,0,9,-0.02502731900780877
ETTm2,history_perm,validation,3,1,9,-0.021755178175168685
ETTm2,history_perm,validation,3,2,9,-0.02090759095480473
ETTm2,history_perm,validation,3,3,9,-0.021658655225403667
ETTm2,history_perm,validation,3,4,9,-0.025396076199197468
ETTm2,history_perm,validation,3,5,9,-0.022758659409285207
ETTm2,history_perm,validation,3,6,9,-0.02410718826017429
ETTm2,history_perm,validation,4,0,9,-0.027426187518853926
ETTm2,history_perm,validation,4,1,9,-0.025877396807720117
ETTm2,history_perm,validation,4,2,9,-0.024610503432241398
ETTm2,history_perm,validation,4,3,9,-0.027954005362611476
ETTm2,history_perm,validation,4,4,9,-0.02330300402511905
ETTm2,history_perm,validation,4,5,9,-0.02826640350843647
ETTm2,history_perm,validation,4,6,9,-0.02254357845114161
ETTm2,history_perm,validation,5,0,9,-0.026100313294044917
ETTm2,history_perm,validation,5,1,9,-0.03424580430428876
ETTm2,history_perm,validation,5,2,9,-0.03861003494469904
ETTm2,history_perm,validation,5,3,9,-0.029974171784242085
ETTm2,history_perm,validation,5,4,9,-0.03302999124429504
ETTm2,history_perm,validation,5,5,9,-0.03390530537180002
ETTm2,history_perm,validation,5,6,9,-0.03489774808997207
ETTm2,history_perm,validation,6,0,9,-0.049198958429504995
ETTm2,history_perm,validation,6,1,9,-0.053978118016588285
ETTm2,history_perm,validation,6,2,9,-0.06290881156407423
ETTm2,history_perm,validation,6,3,9,-0.05237860802152852
ETTm2,history_perm,validation,6,4,9,-0.049947047191652376
ETTm2,history_perm,validation,6,5,9,-0.05110501027274686
ETTm2,history_perm,validation,6,6,9,-0.03925223530760137
Weather,canonical,holdout,0,0,9,0.000793370485500026
Weather,canonical,holdout,0,1,9,-0.004971430167041824
Weather,canonical,holdout,0,2,9,-0.009935553161587377
Weather,canonical,holdout,0,3,9,-0.0037613651878444848
Weather,canonical,holdout,0,4,9,-0.003201589478050135
Weather,canonical,holdout,0,5,9,-0.0018257886426772025
Weather,canonical,holdout,0,6,9,-0.0008965633993391897
Weather,canonical,holdout,1,0,9,-0.0017881770852886053
Weather,canonical,holdout,1,1,9,-0.0037430594067798684
Weather,canonical,holdout,1,2,9,-0.005965224826342874
Weather,canonical,holdout,1,3,9,-0.002448558965659764
Weather,canonical,holdout,1,4,9,-0.0019584385996278047
Weather,canonical,holdout,1,5,9,-0.001135920739262571
Weather,canonical,holdout,1,6,9,-0.0006160066168342156
Weather,canonical,holdout,2,0,9,-0.00031724086689255415
Weather,canonical,holdout,2,1,9,-0.0006228970306503515
Weather,canonical,holdout,2,2,9,-0.0009297468319738014
Weather,canonical,holdout,2,3,9,-0.0003955401448085569
Weather,canonical,holdout,2,4,9,-0.00032227243431570685
Weather,canonical,holdout,2,5,9,-0.000339574687938931
Weather,canonical,holdout,2,6,9,-0.00025422784742031485
Weather,canonical,holdout,3,0,9,-0.0006252330380000072
Weather,canonical,holdout,3,1,9,-0.0014544801365257154
Weather,canonical,holdout,3,2,9,-0.002421290822755193
Weather,canonical,holdout,3,3,9,-0.001305860551224959
Weather,canonical,holdout,3,4,9,-0.0008992074642283724
Weather,canonical,holdout,3,5,9,-0.001316246258240339
Weather,canonical,holdout,3,6,9,-0.0010147185794045438
Weather,canonical,holdout,4,0,9,-1.6652951288831375e-05
Weather,canonical,holdout,4,1,9,-4.626383454733565e-05
Weather,canonical,holdout,4,2,9,-7.982620153068609e-05
Weather,canonical,holdout,4,3,9,-6.176365325536202e-05
Weather,canonical,holdout,4,4,9,-6.513561133722788e-05
Weather,canonical,holdout,4,5,9,-9.135702190928481e-05
Weather,canonical,holdout,4,6,9,-7.66744194769458e-05
Weather,canonical,holdout,5,0,9,-6.286421358620626e-05
Weather,canonical,holdout,5,1,9,-0.00014043256899048332
Weather,canonical,holdout,5,2,9,-0.00029795918265512137
Weather,canonical,holdout,5,3,9,-0.00013586159805891975
Weather,canonical,holdout,5,4,9,-0.00017827528996414464
Weather,canonical,holdout,5,5,9,-0.00020781564708781552
Weather,canonical,holdout,5,6,9,-0.0001928227319158735
Weather,canonical,holdout,6,0,9,-6.175345143360427e-05
Weather,canonical,holdout,6,1,9,-0.00011583125480107981
Weather,canonical,holdout,6,2,9,-0.00020147023051681541
Weather,canonical,holdout,6,3,9,-0.00015373241915502453
Weather,canonical,holdout,6,4,9,-0.00015520672278092186
Weather,canonical,holdout,6,5,9,-0.0001767390188301348
Weather,canonical,holdout,6,6,9,-0.00014075525588410877
Weather,canonical,validation,0,0,9,-2.8309469044307534e-05
Weather,canonical,validation,0,1,9,-0.00015397655586266466
Weather,canonical,validation,0,2,9,-0.00020609969489101174
Weather,canonical,validation,0,3,9,-8.585580682329841e-05
Weather,canonical,validation,0,4,9,-5.11445868638136e-05
Weather,canonical,validation,0,5,9,-3.248444573916092e-05
Weather,canonical,validation,0,6,9,-1.5852137720089805e-05
Weather,canonical,validation,1,0,9,-4.559061166221746e-05
Weather,canonical,validation,1,1,9,-8.800456553549453e-05
Weather,canonical,validation,1,2,9,-0.0001270697477675251
Weather,canonical,validation,1,3,9,-4.796579898706336e-05
Weather,canonical,validation,1,4,9,-3.328723291150403e-05
Weather,canonical,validation,1,5,9,-1.7850082494478652e-05
Weather,canonical,validation,1,6,9,-1.146762891582023e-05
Weather,canonical,validation,2,0,9,-2.0247680419440942e-05
Weather,canonical,validation,2,1,9,-3.212060280836463e-05
Weather,canonical,validation,2,2,9,-3.8159262740336234e-05
Weather,canonical,validation,2,3,9,-1.4981388071902105e-05
Weather,canonical,validation,2,4,9,-1.0305414070617877e-05
Weather,canonical,validation,2,5,9,-7.618348803855528e-06
Weather,canonical,validation,2,6,9,-1.0258969708286534e-05
Weather,canonical,validation,3,0,9,-3.237579948706721e-05
Weather,canonical,validation,3,1,9,-7.496844098072349e-05
Weather,canonical,validation,3,2,9,-0.00011058908994882661
Weather,canonical,validation,3,3,9,-5.117770840635928e-05
Weather,canonical,validation,3,4,9,-1.2188066234264383e-05
Weather,canonical,validation,3,5,9,-2.7691215422009918e-05
Weather,canonical,validation,3,6,9,-2.761108818886508e-05
Weather,canonical,validation,4,0,9,-5.0642911711849964e-06
Weather,canonical,validation,4,1,9,-1.2621340861280257e-05
Weather,canonical,validation,4,2,9,-1.976608902758908e-05
Weather,canonical,validation,4,3,9,-1.4774442031351143e-05
Weather,canonical,validation,4,4,9,-1.5006724368197647e-05
Weather,canonical,validation,4,5,9,-1.6652347157296453e-05
Weather,canonical,validation,4,6,9,-2.271739797462165e-05
Weather,canonical,validation,5,0,9,-1.0535560901790851e-05
Weather,canonical,validation,5,1,9,-2.2396202894582453e-05
Weather,canonical,validation,5,2,9,-3.8731325109490435e-05
Weather,canonical,validation,5,3,9,-1.923197596235641e-05
Weather,canonical,validation,5,4,9,-1.674505710654491e-05
Weather,canonical,validation,5,5,9,-1.964437345461059e-05
Weather,canonical,validation,5,6,9,-1.8907017086943077e-05
Weather,canonical,validation,6,0,9,-1.945216029554232e-05
Weather,canonical,validation,6,1,9,-3.107547403360636e-05
Weather,canonical,validation,6,2,9,-4.6522158317364846e-05
Weather,canonical,validation,6,3,9,-3.328590509322894e-05
Weather,canonical,validation,6,4,9,-3.061035795146358e-05
Weather,canonical,validation,6,5,9,-3.5333137072355055e-05
Weather,canonical,validation,6,6,9,-2.723783482852207e-05
Weather,future_perm,holdout,0,0,9,-6.440977932295786e-05
Weather,future_perm,holdout,0,1,9,-0.0001335730373103071
Weather,future_perm,holdout,0,2,9,-0.0002473902251271593
Weather,future_perm,holdout,0,3,9,-0.00014931622500771426
Weather,future_perm,holdout,0,4,9,-0.00015964324488039317
Weather,future_perm,holdout,0,5,9,-9.827597868282566e-05
Weather,future_perm,holdout,0,6,9,-0.00010623093460022165
Weather,future_perm,holdout,1,0,9,-0.00011415723441777893
Weather,future_perm,holdout,1,1,9,-0.00027050003216593725
Weather,future_perm,holdout,1,2,9,-0.0005358806488022783
Weather,future_perm,holdout,1,3,9,-0.0003713586637415192
Weather,future_perm,holdout,1,4,9,-0.0002493398487032956
Weather,future_perm,holdout,1,5,9,-0.0002937198577314732
Weather,future_perm,holdout,1,6,9,-0.00021969648849519253
Weather,future_perm,holdout,2,0,9,-5.303845969834637e-05
Weather,future_perm,holdout,2,1,9,-0.00010474101244580443
Weather,future_perm,holdout,2,2,9,-0.00024152934211795084
Weather,future_perm,holdout,2,3,9,-0.00011606839216623162
Weather,future_perm,holdout,2,4,9,-0.00012305128398567197
Weather,future_perm,holdout,2,5,9,-0.00012470822609185936
Weather,future_perm,holdout,2,6,9,-0.00010442068916281954
Weather,future_perm,holdout,3,0,9,-5.06017655143144e-05
Weather,future_perm,holdout,3,1,9,-0.00015027012066842142
Weather,future_perm,holdout,3,2,9,-0.00031228831780880404
Weather,future_perm,holdout,3,3,9,-0.00015637083800286908
Weather,future_perm,holdout,3,4,9,-0.00020105237607764218
Weather,future_perm,holdout,3,5,9,-0.00021406238205249709
Weather,future_perm,holdout,3,6,9,-0.00021812287462509417
Weather,future_perm,holdout,4,0,9,-6.486417459451566e-05
Weather,future_perm,holdout,4,1,9,-0.00016995104982305462
Weather,future_perm,holdout,4,2,9,-0.00033257932129004963
Weather,future_perm,holdout,4,3,9,-0.00018139889179331133
Weather,future_perm,holdout,4,4,9,-0.00021551199858989753
Weather,future_perm,holdout,4,5,9,-0.00019880435030092712
Weather,future_perm,holdout,4,6,9,-0.00024860633599595633
Weather,future_perm,holdout,5,0,9,-6.505969275390673e-05
Weather,future_perm,holdout,5,1,9,-0.00014643740621882943
Weather,future_perm,holdout,5,2,9,-0.00025497444901431996
Weather,future_perm,holdout,5,3,9,-0.00014524504147154596
Weather,future_perm,holdout,5,4,9,-0.0001658447133234326
Weather,future_perm,holdout,5,5,9,-0.00018172312501600155
Weather,future_perm,holdout,5,6,9,-0.00019483042268923315
Weather,future_perm,holdout,6,0,9,-7.000971691869158e-05
Weather,future_perm,holdout,6,1,9,-0.0001163976077455479
Weather,future_perm,holdout,6,2,9,-0.0002732316182297239
Weather,future_perm,holdout,6,3,9,-0.00013895602177327326
Weather,future_perm,holdout,6,4,9,-0.00018391865361919478
Weather,future_perm,holdout,6,5,9,-0.00016982647029409017
Weather,future_perm,holdout,6,6,9,-0.0001689097485315156
Weather,future_perm,validation,0,0,9,-1.7625276112672356e-05
Weather,future_perm,validation,0,1,9,-3.295125377232743e-05
Weather,future_perm,validation,0,2,9,-5.2475288154626064e-05
Weather,future_perm,validation,0,3,9,-3.3973799768771684e-05
Weather,future_perm,validation,0,4,9,-2.6109448881323554e-05
Weather,future_perm,validation,0,5,9,-2.2055978174259946e-05
Weather,future_perm,validation,0,6,9,-2.2391617374223965e-05
Weather,future_perm,validation,1,0,9,-1.47017904048832e-05
Weather,future_perm,validation,1,1,9,-3.274712750105873e-05
Weather,future_perm,validation,1,2,9,-5.421086591667685e-05
Weather,future_perm,validation,1,3,9,-3.859846513155752e-05
Weather,future_perm,validation,1,4,9,-2.3023635855354582e-05
Weather,future_perm,validation,1,5,9,-2.3683577314168344e-05
Weather,future_perm,validation,1,6,9,-2.158116296029849e-05
Weather,future_perm,validation,2,0,9,-1.6292407893174026e-05
Weather,future_perm,validation,2,1,9,-3.344595405064944e-05
Weather,future_perm,validation,2,2,9,-5.440782783036921e-05
Weather,future_perm,validation,2,3,9,-3.2243691078385574e-05
Weather,future_perm,validation,2,4,9,-2.0851546962013463e-05
Weather,future_perm,validation,2,5,9,-1.5051877200559597e-05
Weather,future_perm,validation,2,6,9,-1.8200884665666964e-05
Weather,future_perm,validation,3,0,9,-1.529658595722516e-05
Weather,future_perm,validation,3,1,9,-3.134394654299063e-05
Weather,future_perm,validation,3,2,9,-5.2614476885118025e-05
Weather,future_perm,validation,3,3,9,-2.9115758299619936e-05
Weather,future_perm,validation,3,4,9,-2.6910810664921352e-05
Weather,future_perm,validation,3,5,9,-1.8468409409974936e-05
Weather,future_perm,validation,3,6,9,-2.7047837435271543e-05
Weather,future_perm,validation,4,0,9,-1.4126960371532408e-05
Weather,future_perm,validation,4,1,9,-3.030746636197475e-05
Weather,future_perm,validation,4,2,9,-4.669205797698991e-05
Weather,future_perm,validation,4,3,9,-2.4170740157221832e-05
Weather,future_perm,validation,4,4,9,-2.0934909077520282e-05
Weather,future_perm,validation,4,5,9,-2.447005153216608e-05
Weather,future_perm,validation,4,6,9,-2.7664614585587444e-05
Weather,future_perm,validation,5,0,9,-1.4543938185217363e-05
Weather,future_perm,validation,5,1,9,-2.905924568347768e-05
Weather,future_perm,validation,5,2,9,-4.532511617218028e-05
Weather,future_perm,validation,5,3,9,-2.2451351741725745e-05
Weather,future_perm,validation,5,4,9,-2.340274876449438e-05
Weather,future_perm,validation,5,5,9,-2.7116759800469322e-05
Weather,future_perm,validation,5,6,9,-2.4586930342425834e-05
Weather,future_perm,validation,6,0,9,-1.265106812472124e-05
Weather,future_perm,validation,6,1,9,-1.8775972538545263e-05
Weather,future_perm,validation,6,2,9,-3.4323688115339086e-05
Weather,future_perm,validation,6,3,9,-1.5899542501992176e-05
Weather,future_perm,validation,6,4,9,-2.2465081146178572e-05
Weather,future_perm,validation,6,5,9,-2.137028907513007e-05
Weather,future_perm,validation,6,6,9,-2.1552789332702895e-05
Weather,history_perm,holdout,0,0,9,-0.0017383455913929646
Weather,history_perm,holdout,0,1,9,-0.0015270558852188544
