dataset,family,sketch_seed,ridge_lambda,split,global_selectivity,detail_selectivity,binary_interaction,detail_monotone_gain,detail_canonical_best_count,detail_permutation_p
ETTh1,future_perm,20260716,0.001,validation,-0.008303219387414629,0.006486459938970013,-0.000908379724222308,0.007789647432375942,1,0.3287101248266297
ETTh1,future_perm,20260716,0.01,holdout,0.01058002699309224,-0.010686186733415814,-5.307987016178739e-05,0.003269087572792003,1,0.5991678224687933
ETTh1,future_perm,20260716,0.01,validation,-0.0083348410217301,0.006554648781416983,-0.0008900961201565583,0.00785729572936511,1,0.3287101248266297
ETTh1,future_perm,20260716,0.1,holdout,0.007833493888089516,-0.00766151533674031,8.59892756746028e-05,0.002741156877468139,1,0.6227461858529819
ETTh1,future_perm,20260716,0.1,validation,-0.00851815736537831,0.007055988848667427,-0.0007310842583554411,0.008361186471463647,1,0.34119278779472956
ETTh1,future_perm,20260717,0.001,holdout,0.006104669200314827,-0.020686757416153778,-0.0072910441079194754,0.003904410088077607,1,0.3300970873786408
ETTh1,future_perm,20260717,0.001,validation,-0.002963424737910003,0.004419695938804535,0.0007281356004472661,0.008274024225294108,1,0.23578363384188628
ETTh1,future_perm,20260717,0.01,holdout,0.005759961242976841,-0.020199478289222084,-0.007219758523122621,0.003925980198641932,1,0.3287101248266297
ETTh1,future_perm,20260717,0.01,validation,-0.0030716924120051114,0.004516293923452652,0.0007223007557237704,0.008373614144083533,1,0.23578363384188628
ETTh1,future_perm,20260717,0.1,holdout,0.0028892992605793477,-0.016023235039960504,-0.006566967889690578,0.004799373226442638,1,0.34119278779472956
ETTh1,future_perm,20260717,0.1,validation,-0.0039244883721965,0.005284926235187726,0.0006802189314956131,0.009151586660122205,1,0.23994452149791956
ETTh1,history_perm,20260715,0.001,holdout,-0.010876867538349266,0.0010052547384444832,-0.0049358063999523916,-0.00047812834431213796,1,0.550624133148405
ETTh1,history_perm,20260715,0.001,validation,0.003774533525905621,0.02744207180568503,0.015608302665795326,-0.0011769208634210642,1,0.4549237170596394
ETTh1,history_perm,20260715,0.01,holdout,-0.010779631460999806,0.001033996965889683,-0.004872817247555061,-0.0004601183608773744,1,0.5478502080443828
ETTh1,history_perm,20260715,0.01,validation,0.0037567370178941406,0.027189236663083705,0.015472986840488923,-0.0011454917894752799,1,0.4535367545076283
ETTh1,history_perm,20260715,0.1,holdout,-0.00988083717934618,0.0012611650603719937,-0.004309836059487093,-8.939738526703156e-05,1,0.5298196948682385
ETTh1,history_perm,20260715,0.1,validation,0.0035832355357741097,0.024900598522847872,0.014241917029310991,-0.0008061758550645948,1,0.44798890429958393
ETTh1,history_perm,20260716,0.001,holdout,-0.014390677313182776,-0.007589620201667202,-0.010990148757424989,0.001512267388385317,1,0.420249653259362
ETTh1,history_perm,20260716,0.001,validation,0.000867235355425322,-0.03332891404643634,-0.01623083934550551,0.003833521041010035,1,0.4798890429958391
ETTh1,history_perm,20260716,0.01,holdout,-0.014069119581747502,-0.0076123177224309835,-0.010840718652089243,0.0015061691651851266,1,0.4174757281553398
ETTh1,history_perm,20260716,0.01,validation,0.0008680641360323538,-0.03310685803612612,-0.016119396950046883,0.003838913852863631,1,0.4798890429958391
ETTh1,history_perm,20260716,0.1,holdout,-0.011365605500092357,-0.007764254725063147,-0.009564930112577752,0.0017131955009520583,1,0.40360610263522884
ETTh1,history_perm,20260716,0.1,validation,0.0008633627109799757,-0.031044802819262474,-0.015090720054141249,0.0039870362701643165,1,0.46879334257975036
ETTh1,history_perm,20260717,0.001,holdout,0.0009522259412997336,-0.0028138076799277822,-0.0009307908693140243,-0.008848565226056112,1,0.9431345353675451
ETTh1,history_perm,20260717,0.001,validation,-0.0014612948825860617,0.010541037567580958,0.004539871342497448,-0.01568030707405142,1,0.8932038834951457
ETTh1,history_perm,20260717,0.01,holdout,0.0009098419648834177,-0.002613679536118685,-0.0008519187856176336,-0.008809024394238271,1,0.9459084604715673
ETTh1,history_perm,20260717,0.01,validation,-0.0014313698993957402,0.010543088750728513,0.0045558594256663865,-0.015554484411117767,1,0.8932038834951457
ETTh1,history_perm,20260717,0.1,holdout,0.0005630417578568192,-0.0009333919236766963,-0.00018517508290993856,-0.008545182563209056,1,0.957004160887656
ETTh1,history_perm,20260717,0.1,validation,-0.0011714389421888516,0.010486102763344496,0.004657331910577822,-0.01441186793900819,1,0.8959778085991679
ETTh2,canonical,20260715,0.001,holdout,4.006406542544916e-05,0.0002235806476271751,0.00013182235652631213,-0.00014114181789635452,1,0.7128987517337032
ETTh2,canonical,20260715,0.001,validation,-0.0020403283467513855,0.0009565355106258,-0.0005418964180627928,0.035331754967379315,2,0.15950069348127602
ETTh2,canonical,20260715,0.01,holdout,4.01049375486906e-05,0.00022172135456000053,0.00013091314605434556,-0.00013887381960579295,1,0.710124826629681
ETTh2,canonical,20260715,0.01,validation,-0.0015470317943973022,0.0011774710708829517,-0.00018478036175717527,0.03550249338286817,2,0.15950069348127602
ETTh2,canonical,20260715,0.1,holdout,4.0150839375807656e-05,0.00020458690589930661,0.00012236887263755714,-0.00011907170366957469,1,0.7004160887656034
ETTh2,canonical,20260715,0.1,validation,0.0025678107354161206,0.0029607867512830843,0.0027642987433496025,0.036751419268061226,2,0.15950069348127602
ETTh2,canonical,20260716,0.001,holdout,2.006832400325287e-05,0.00010872390552241207,6.439611476283247e-05,8.519662474726353e-06,1,0.4590846047156727
ETTh2,canonical,20260716,0.001,validation,0.000989073543543162,-0.013766457200422577,-0.006388691828439708,0.02595241272174968,1,0.15672676837725383
ETTh2,canonical,20260716,0.01,holdout,2.0278949081853348e-05,0.00010766963283859177,6.397429096022256e-05,8.895372356524748e-06,2,0.4563106796116505
ETTh2,canonical,20260716,0.01,validation,0.0014268906442049811,-0.013443728168669011,-0.006008418762232015,0.026090301532264864,1,0.15672676837725383
ETTh2,canonical,20260716,0.1,holdout,2.188962101312697e-05,9.805467455870076e-05,5.9972147785913865e-05,1.2428742355759711e-05,2,0.435506241331484
ETTh2,canonical,20260716,0.1,validation,0.005061044746734522,-0.01070247624663323,-0.002820715749949354,0.027131836879702016,1,0.15672676837725383
ETTh2,canonical,20260717,0.001,holdout,3.59903523187155e-05,0.000131121035653603,8.355569398615925e-05,0.0001951445453453234,2,0.12205270457697642
ETTh2,canonical,20260717,0.001,validation,-0.0008957131884961278,0.0035714416530359117,0.001337864232269892,0.04131140809142227,2,0.13869625520110956
ETTh2,canonical,20260717,0.01,holdout,3.602298928229164e-05,0.00012958267380258626,8.280283154243895e-05,0.00019450858078429167,2,0.12066574202496533
ETTh2,canonical,20260717,0.01,validation,-0.0004292807207153526,0.0036811180353986117,0.0016259186573416295,0.04142488538189846,2,0.13869625520110956
ETTh2,canonical,20260717,0.1,holdout,3.603144867103669e-05,0.00011583957662297806,7.593551264700737e-05,0.0001883686728900343,2,0.11373092926490985
ETTh2,canonical,20260717,0.1,validation,0.0034464398739015856,0.004555513494968411,0.004000976684434998,0.042379648264362337,2,0.13730929264909847
ETTh2,future_perm,20260715,0.001,holdout,4.104753254430271e-05,1.334850763901052e-05,2.7198020091656616e-05,5.30296345198078e-05,2,0.10263522884882108
ETTh2,future_perm,20260715,0.001,validation,-0.002638449005864185,0.0068236070508636,0.0020925790224997076,0.0059159661278446,1,0.3883495145631068
ETTh2,future_perm,20260715,0.01,holdout,4.1340765497555054e-05,1.2928174395021585e-05,2.713446994628832e-05,5.2633308226449994e-05,2,0.10124826629680998
ETTh2,future_perm,20260715,0.01,validation,-0.0026552116762836864,0.006939764720759856,0.0021422765222380846,0.005960503414401019,1,0.37586685159500693
ETTh2,future_perm,20260715,0.1,holdout,4.358477116572779e-05,9.322106598874669e-06,2.6453438882301228e-05,4.8523230987621936e-05,2,0.0970873786407767
ETTh2,future_perm,20260715,0.1,validation,-0.0027432081278160325,0.007825231298369095,0.0025410115852765314,0.006319879753703424,1,0.3259361997226075
ETTh2,future_perm,20260716,0.001,holdout,-0.00012514276820496661,-8.409413318810621e-06,-6.677609076188862e-05,1.9556104212670178e-05,1,0.10402219140083217
ETTh2,future_perm,20260716,0.001,validation,0.002000796012076922,0.002558326430664115,0.0022795612213705185,0.006654347542964197,1,0.3897364771151179
ETTh2,future_perm,20260716,0.01,holdout,-0.000123784993989684,-8.696007057995558e-06,-6.624050052383978e-05,1.926065198010196e-05,1,0.10402219140083217
ETTh2,future_perm,20260716,0.01,validation,0.0018290916484138275,0.0026357106986938383,0.002232401173553833,0.006641359869833423,1,0.3925104022191401
ETTh2,future_perm,20260716,0.1,holdout,-0.00011144302508170334,-1.1118568779888705e-05,-6.128079693079602e-05,1.7399948368412854e-05,1,0.0970873786407767
ETTh2,future_perm,20260716,0.1,validation,0.0004277072943965621,0.0032206951197195632,0.0018242012070580627,0.006573586966290938,1,0.39389736477115117
ETTh2,future_perm,20260717,0.001,holdout,0.0002566557233448785,1.828029716532953e-05,0.00013746801025510402,3.3080021666465065e-05,2,0.14979195561719832
ETTh2,future_perm,20260717,0.001,validation,-0.009670713608201487,0.002221120089373585,-0.003724796759413951,0.009048737962860709,1,0.10124826629680998
ETTh2,future_perm,20260717,0.01,holdout,0.000255055968370721,1.781684132695638e-05,0.00013643640484883868,3.278075605471035e-05,2,0.14979195561719832
ETTh2,future_perm,20260717,0.01,validation,-0.009663795793287466,0.0023458127118760608,-0.0036589915407057028,0.009023128902718799,1,0.10124826629680998
ETTh2,future_perm,20260717,0.1,holdout,0.00024007454448959908,1.3820338287784395e-05,0.00012694744138869174,3.0104641044766584e-05,2,0.14701803051317613
ETTh2,future_perm,20260717,0.1,validation,-0.009517299329510287,0.0033503005235655525,-0.0030834994029723672,0.008876539824894114,1,0.09847434119278779
ETTh2,history_perm,20260715,0.001,holdout,-3.8183617299236694e-05,-0.0003284817548868668,-0.00018333268609305176,0.0002104782026788136,1,0.14147018030513175
ETTh2,history_perm,20260715,0.001,validation,0.0013950628172154644,0.006323239598992281,0.0038591512081038726,-0.0003364933368291319,3,0.4563106796116505
ETTh2,history_perm,20260715,0.01,holdout,-3.7796823118885214e-05,-0.00032539560346234175,-0.00018159621329061348,0.00020745995343762758,1,0.14147018030513175
ETTh2,history_perm,20260715,0.01,validation,0.0013645450303014783,0.006352248772422797,0.0038583969013621378,-0.0003236146582441535,3,0.4563106796116505
ETTh2,history_perm,20260715,0.1,holdout,-3.432552006321643e-05,-0.00029751401335020855,-0.0001659197667067125,0.00018011969305838557,1,0.14563106796116504
ETTh2,history_perm,20260715,0.1,validation,0.0011099522561435204,0.006531884333173643,0.003820918294658582,-0.0001498760583553138,3,0.4549237170596394
ETTh2,history_perm,20260716,0.001,holdout,1.8569760742437325e-05,-2.722153518353032e-05,-4.325887220546498e-06,0.0003139907149816897,1,0.20943134535367544
ETTh2,history_perm,20260716,0.001,validation,-0.017238108498318416,-0.00729230991074048,-0.012265209204529448,-0.00226963387141658,1,0.8349514563106796
ETTh2,history_perm,20260716,0.01,holdout,1.8376368770223195e-05,-2.7390350627154447e-05,-4.506990928465626e-06,0.0003118682326356999,1,0.20943134535367544
ETTh2,history_perm,20260716,0.01,validation,-0.01704490938089065,-0.007315044202995669,-0.012179976791943159,-0.0021719416269643244,1,0.8349514563106796
ETTh2,history_perm,20260716,0.1,holdout,1.664016744218344e-05,-2.8640639025523384e-05,-6.000235791669972e-06,0.00029187745017019334,1,0.20943134535367544
ETTh2,history_perm,20260716,0.1,validation,-0.015332760364288323,-0.007463949258818436,-0.01139835481155338,-0.001351077990474366,1,0.8169209431345353
ETTh2,history_perm,20260717,0.001,holdout,2.061670713204844e-05,0.00010660978238830054,6.361324476017449e-05,-0.00027692957217917424,1,0.9528432732316228
ETTh2,history_perm,20260717,0.001,validation,0.0005907436709795544,0.005069447527350501,0.002830095599165028,-0.008142819535450596,0,0.9445214979195562
ETTh2,history_perm,20260717,0.01,holdout,2.0425442218030554e-05,0.00010575212273744583,6.308878247773819e-05,-0.0002745127701188806,1,0.9528432732316228
ETTh2,history_perm,20260717,0.01,validation,0.0005725447589091104,0.005103803543401009,0.0028381741511550596,-0.008150087849651377,0,0.9459084604715673
ETTh2,history_perm,20260717,0.1,holdout,1.8702677591297956e-05,9.780901136302589e-05,5.825584447716192e-05,-0.00025261360788808584,1,0.9528432732316228
ETTh2,history_perm,20260717,0.1,validation,0.00042899736756174534,0.0053296784920569,0.0028793379298093225,-0.0080422220438357,1,0.9472954230235784
ETTm1,canonical,20260715,0.001,holdout,0.18894665607557093,-0.008265339381061443,0.09034065834725474,0.04933757120889237,2,0.013869625520110958
ETTm1,canonical,20260715,0.001,validation,0.15918515630293084,-0.0025329283298094474,0.0783261139865607,0.07942940224020718,2,0.004160887656033287
ETTm1,canonical,20260715,0.01,holdout,0.18880735257026682,-0.00816413313711939,0.09032160971657371,0.04937348220952903,2,0.013869625520110958
ETTm1,canonical,20260715,0.01,validation,0.15906896264034454,-0.0025189606454540936,0.07827500099744522,0.0793161789552806,2,0.004160887656033287
ETTm1,canonical,20260715,0.1,holdout,0.186299869190642,-0.007245062407790659,0.08952740339142568,0.04927572352641657,2,0.013869625520110958
ETTm1,canonical,20260715,0.1,validation,0.1570129778098147,-0.0023693068781369675,0.07732183546583887,0.07792143567438313,2,0.004160887656033287
ETTm1,canonical,20260716,0.001,holdout,0.19651000295562926,-0.018775442985438096,0.08886727998509558,0.04730139847101953,2,0.006934812760055479
ETTm1,canonical,20260716,0.001,validation,0.15843252357135085,-0.016345426247442063,0.07104354866195439,0.07469865895771882,2,0.013869625520110958
ETTm1,canonical,20260716,0.01,holdout,0.19629639535381238,-0.018517817271229475,0.08888928904129145,0.04738242587923971,2,0.006934812760055479
ETTm1,canonical,20260716,0.01,validation,0.15832351002424705,-0.01619170409936066,0.0710659029624432,0.07460770407982069,2,0.013869625520110958
ETTm1,canonical,20260716,0.1,holdout,0.1930747527540695,-0.016243140882771234,0.08841580593564913,0.047702483400827965,2,0.006934812760055479
ETTm1,canonical,20260716,0.1,validation,0.15629994807843384,-0.014761281920957936,0.07076933307873795,0.07354769955454676,2,0.013869625520110958
ETTm1,canonical,20260717,0.001,holdout,0.19832985584150387,-0.013245285726458444,0.09254228505752271,0.04705106267396827,1,0.027739251040221916
ETTm1,canonical,20260717,0.001,validation,0.155137617300787,-0.010161890324330125,0.07248786348822844,0.07521694155237425,2,0.020804438280166437
ETTm1,canonical,20260717,0.01,holdout,0.1980832562253555,-0.01319542291583109,0.0924439166547622,0.04716932386310998,1,0.027739251040221916
ETTm1,canonical,20260717,0.01,validation,0.1550577427926375,-0.010195270326548656,0.07243123623304443,0.07519740171793736,2,0.020804438280166437
ETTm1,canonical,20260717,0.1,holdout,0.19456612035593635,-0.012578866277143108,0.09099362703939662,0.04756644383487605,1,0.02912621359223301
ETTm1,canonical,20260717,0.1,validation,0.1532792347579054,-0.010302196980244371,0.07148851888883051,0.07451748146720298,2,0.020804438280166437
ETTm1,future_perm,20260715,0.001,holdout,0.007852449013125318,-0.015262398354871642,-0.0037049746708731623,-0.0023367236025673512,1,0.9958391123439667
ETTm1,future_perm,20260715,0.001,validation,-0.003228715395682036,-0.015765631378544587,-0.009497173387113311,0.0044318612357462745,1,0.47572815533980584
ETTm1,future_perm,20260715,0.01,holdout,0.007729562349816588,-0.015177379568206417,-0.0037239086091949147,-0.0022385007370827603,1,0.9972260748959778
ETTm1,future_perm,20260715,0.01,validation,-0.0032226382166975487,-0.015729371269990966,-0.009476004743344257,0.0044598444890400395,1,0.47434119278779474
ETTm1,future_perm,20260715,0.1,holdout,0.006645203722372761,-0.014282328465629823,-0.003818562371628531,-0.00175536813998541,1,0.9972260748959778
ETTm1,future_perm,20260715,0.1,validation,-0.0031680705085426197,-0.01524156361570872,-0.00920481706212567,0.004624684377299182,1,0.463245492371706
ETTm1,future_perm,20260716,0.001,holdout,0.011204707532419755,-0.012415111376400167,-0.0006052019219902061,0.006517411323389215,1,0.11234396671289876
ETTm1,future_perm,20260716,0.001,validation,-0.0024210246360509835,-0.013967645260354322,-0.008194334948202653,0.007258118087170455,1,0.47018030513176146
ETTm1,future_perm,20260716,0.01,holdout,0.011109779912288342,-0.012238885235777985,-0.0005645526617448215,0.006549919482613835,1,0.11234396671289876
ETTm1,future_perm,20260716,0.01,validation,-0.0023983779524232585,-0.013815940442151398,-0.008107159197287328,0.007294989486541374,1,0.46879334257975036
ETTm1,future_perm,20260716,0.1,holdout,0.01010295274228623,-0.010666592524868124,-0.0002818198912909464,0.006732269147858831,1,0.11095700416088766
ETTm1,future_perm,20260716,0.1,validation,-0.0023501792772140373,-0.012427685459057258,-0.007388932368135648,0.007511098107156056,1,0.4646324549237171
ETTm1,future_perm,20260717,0.001,holdout,0.010992042170241634,-0.015988554384522624,-0.002498256107140495,0.0010365517802291373,0,0.6255201109570042
ETTm1,future_perm,20260717,0.001,validation,0.012271352608250963,-0.015782340817839025,-0.001755494104794031,-0.0022759749377125327,0,0.9001386962552012
ETTm1,future_perm,20260717,0.01,holdout,0.010818158338845585,-0.015821399016718418,-0.0025016203389364167,0.001058967030300025,0,0.6324549237170597
ETTm1,future_perm,20260717,0.01,validation,0.012098546788886999,-0.015660324291733252,-0.0017808887514231264,-0.002227621224508499,0,0.9001386962552012
ETTm1,future_perm,20260717,0.1,holdout,0.009213419239093579,-0.014319829326879585,-0.002553205043893003,0.0010562293066103494,0,0.6588072122052705
ETTm1,future_perm,20260717,0.1,validation,0.01049108332120885,-0.014544254489000097,-0.0020265855838956237,-0.0018622820751804843,0,0.897364771151179
ETTm1,history_perm,20260715,0.001,holdout,0.026777801529041856,-0.001326654321706533,0.012725573603667661,0.021845954779604253,1,0.09015256588072122
ETTm1,history_perm,20260715,0.001,validation,0.048881785894605456,-0.00838501365055122,0.020248386122027118,0.02720390435708799,3,0.11373092926490985
ETTm1,history_perm,20260715,0.01,holdout,0.026915419694095277,-0.0013016447808611442,0.012806887456617067,0.02179346748146212,1,0.09015256588072122
ETTm1,history_perm,20260715,0.01,validation,0.04870143227962953,-0.008281024687499805,0.020210203796064863,0.02713231887991883,3,0.11373092926490985
ETTm1,history_perm,20260715,0.1,holdout,0.02782140102246744,-0.0010835122003691744,0.013368944411049133,0.021188381508188543,1,0.09153952843273232
ETTm1,history_perm,20260715,0.1,validation,0.04683440333517752,-0.007360550580080005,0.019736926377548758,0.026330537372689478,3,0.11373092926490985
ETTm1,history_perm,20260716,0.001,holdout,-0.014552212418381671,-0.010500133993455174,-0.012526173205918423,-0.006886313412258242,0,0.9597780859916782
ETTm1,history_perm,20260716,0.001,validation,-0.009876287318317134,0.0021388306282554836,-0.003868728345030825,-0.004540901034767193,1,0.7891816920943134
ETTm1,history_perm,20260716,0.01,holdout,-0.014540927207528531,-0.010386863618417674,-0.012463895412973103,-0.006823708141882379,0,0.957004160887656
ETTm1,history_perm,20260716,0.01,validation,-0.009855814480851599,0.0021385646322062968,-0.003858624924322651,-0.0045095672431490486,1,0.7891816920943134
ETTm1,history_perm,20260716,0.1,holdout,-0.014316096436560954,-0.00938434753636419,-0.011850221986462572,-0.00626002008518937,0,0.9500693481276006
ETTm1,history_perm,20260716,0.1,validation,-0.009599290436971275,0.002110167765778437,-0.003744561335596419,-0.00419050340775932,1,0.7905686546463245
ETTm1,history_perm,20260717,0.001,holdout,-0.0072793987872605825,-0.029016624680992198,-0.01814801173412639,-0.002337195409430226,0,0.8723994452149791
ETTm1,history_perm,20260717,0.001,validation,-0.011896168396529738,-0.041377507777006106,-0.026636838086767922,0.0020125757412265597,1,0.42857142857142855
ETTm1,history_perm,20260717,0.01,holdout,-0.007254550038799712,-0.028886293859581302,-0.018070421949190507,-0.0023158386459648885,0,0.871012482662968
ETTm1,history_perm,20260717,0.01,validation,-0.01178606074243671,-0.04130940246927206,-0.026547731605854386,0.002000232422830243,1,0.42857142857142855
ETTm1,history_perm,20260717,0.1,holdout,-0.007005954594238473,-0.027599186336453974,-0.017302570465346223,-0.0019982848244213627,0,0.8599167822468793
ETTm1,history_perm,20260717,0.1,validation,-0.010802904970663274,-0.040438670016136324,-0.0256207874933998,0.0018818728965382392,1,0.42995839112343964
ETTm2,canonical,20260715,0.001,holdout,8.207254624581495e-06,-5.004104791961339e-05,-2.0916896647515948e-05,-3.567113673584125e-05,1,0.926490984743412
ETTm2,canonical,20260715,0.001,validation,0.1374697243349018,-0.03589707470950931,0.05078632481269624,0.04016103354665512,1,0.0319001386962552
ETTm2,canonical,20260715,0.01,holdout,8.272740083192787e-06,-4.959779702451428e-05,-2.0662528470660746e-05,-3.497522561629607e-05,1,0.926490984743412
ETTm2,canonical,20260715,0.01,validation,0.13743159508435365,-0.03534054614372928,0.05104552447031219,0.04027950182019,1,0.030513176144244106
ETTm2,canonical,20260715,0.1,holdout,8.717849888983942e-06,-4.5016174998080416e-05,-1.8149162554548237e-05,-2.8860799042592273e-05,1,0.9029126213592233
ETTm2,canonical,20260715,0.1,validation,0.13606969203559038,-0.030415324444567737,0.05282718379551132,0.04100653462232725,1,0.026352288488210817
ETTm2,canonical,20260716,0.001,holdout,1.044107023295826e-05,-4.3343566535902767e-07,5.0038172837996164e-06,-1.0631759559343035e-05,1,0.7739251040221914
ETTm2,canonical,20260716,0.001,validation,0.1396981558936614,-0.026981709095126094,0.05635822339926766,0.04169956183217407,1,0.026352288488210817
ETTm2,canonical,20260716,0.01,holdout,1.047949324228803e-05,-3.9523470474200906e-07,5.04212926877301e-06,-1.0220711867940194e-05,1,0.7725381414701803
ETTm2,canonical,20260716,0.01,validation,0.1396285216889921,-0.02656406156053337,0.05653223006422936,0.04174360932037365,1,0.026352288488210817
ETTm2,canonical,20260716,0.1,holdout,1.068337510423678e-05,1.2997880882714696e-07,5.406676956531964e-06,-6.86869593578369e-06,1,0.7295423023578363
ETTm2,canonical,20260716,0.1,validation,0.13799042036808018,-0.02290437909210552,0.05754302063798733,0.04185352081168139,1,0.024965325936199722
ETTm2,canonical,20260717,0.001,holdout,1.1646614837212965e-05,1.029829432019902e-05,1.0972454578705992e-05,-8.041460489068472e-06,1,0.5769764216366158
ETTm2,canonical,20260717,0.001,validation,0.14495747334977316,-0.04026568590979074,0.05234589371999121,0.039099028765412956,1,0.038834951456310676
ETTm2,canonical,20260717,0.01,holdout,1.1674275462003614e-05,1.0019240456848877e-05,1.0846757959426245e-05,-7.680434124857083e-06,1,0.565880721220527
ETTm2,canonical,20260717,0.01,validation,0.14483123456923597,-0.0397812572381806,0.05252498866552768,0.039242957995257954,1,0.038834951456310676
ETTm2,canonical,20260717,0.1,holdout,1.1788411758750783e-05,7.786104295970375e-06,9.787258027360579e-06,-4.332679839032701e-06,1,0.49791955617198336
ETTm2,canonical,20260717,0.1,validation,0.14274199458988812,-0.03550298134714103,0.05361950662137355,0.040320788642878004,1,0.02912621359223301
ETTm2,future_perm,20260715,0.001,holdout,1.5275265438319252e-05,-4.303653673431995e-06,5.4858058824436284e-06,1.3615004075299511e-05,2,0.130374479889043
ETTm2,future_perm,20260715,0.001,validation,0.03478459816934887,-0.032617809456606306,0.0010833943563712811,0.004600413814961679,1,0.11789181692094314
ETTm2,future_perm,20260715,0.01,holdout,1.5069810458845367e-05,-4.407943981155071e-06,5.330933238845148e-06,1.3410873546337854e-05,2,0.130374479889043
ETTm2,future_perm,20260715,0.01,validation,0.03422622807000253,-0.03219397149467618,0.001016128287663176,0.00456255808550136,1,0.11789181692094314
ETTm2,future_perm,20260715,0.1,holdout,1.3188943626341043e-05,-4.887851518198261e-06,4.150546054071391e-06,1.1657917279750407e-05,2,0.11511789181692095
ETTm2,future_perm,20260715,0.1,validation,0.029317604386317697,-0.028417075152626925,0.0004502646168453861,0.004141776634651724,1,0.11511789181692095
ETTm2,future_perm,20260716,0.001,holdout,-2.0721534545575793e-05,-6.1720702859702214e-06,-1.3446802415773007e-05,-9.624601039407802e-06,2,0.8446601941747572
ETTm2,future_perm,20260716,0.001,validation,0.014323110697542774,-0.024856944407749992,-0.005266916855103609,0.0034393362708911765,1,0.841886269070735
ETTm2,future_perm,20260716,0.01,holdout,-2.049869857478903e-05,-6.236183671459727e-06,-1.336744112312438e-05,-9.514307270734138e-06,2,0.8446601941747572
