dataset,horizon,is_specialist_gap,residual_mse,residual_mae,matrix_family,matrix_source,normalized_quadratic_loss,ratio_to_residual_mse
Weather,96,True,0.1480263604420251,0.19702931579619176,prefix_risk,analytic_prefix_risk_alpha_0.5,0.3249806997823891,2.195424509607318
Weather,96,True,0.1480263604420251,0.19702931579619176,static_train_target_offdiag,analysis/phase2_offdiag_block_quadratic_gate_20260623/raw/PatchEncoderOffdiagBlockQuadratic/Weather/mixed_h96_h192_h336_h720/seed2021/offdiag_block_matrix.csv,0.005176511010762461,0.03497019716829324
Weather,96,True,0.1480263604420251,0.19702931579619176,qdf_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h96/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_96_TQNet_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.14820971159399332,1.0012386385196577
Weather,96,True,0.1480263604420251,0.19702931579619176,qdf_off_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h96/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_96_TQNet_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.06896494010586322,0.4658963437317877
Weather,96,True,0.1480263604420251,0.19702931579619176,qdf_all_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h96/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_96_TQNet_custom_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.07393213346997417,0.49945248433592254
Weather,192,False,0.19240910962729693,0.2399049755567159,identity,identity,0.19240910962729693,1.0
Weather,192,False,0.19240910962729693,0.2399049755567159,prefix_risk,analytic_prefix_risk_alpha_0.5,0.29955214398472446,1.556850112580258
Weather,192,False,0.19240910962729693,0.2399049755567159,static_train_target_offdiag,analysis/phase2_offdiag_block_quadratic_gate_20260623/raw/PatchEncoderOffdiagBlockQuadratic/Weather/mixed_h96_h192_h336_h720/seed2021/offdiag_block_matrix.csv,0.01568546973697689,0.0815214506597956
Weather,192,False,0.19240910962729693,0.2399049755567159,qdf_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/Weather/h192/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_192_TQNet_custom_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.1923420275887023,0.9996513572630498
Weather,192,False,0.19240910962729693,0.2399049755567159,qdf_off_diag_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/off_diag/Weather/h192/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_192_TQNet_custom_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.12851040036065145,0.667901850435151
Weather,192,False,0.19240910962729693,0.2399049755567159,qdf_all_precision,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h192/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_192_TQNet_custom_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,0.1297383839368241,0.6742839992770188
Weather,336,False,0.2447934502866627,0.2804331720794901,identity,identity,0.2447934502866627,1.0
Weather,336,False,0.2447934502866627,0.2804331720794901,prefix_risk,analytic_prefix_risk_alpha_0.5,0.286689657489454,1.171149216426049
