scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.3590260148048401,0.41803666949272156,14.693228721618652,1.1762967109680176,11.375833511352539
segment_0,0.3561953008174896,0.42072540521621704,15.864720344543457,1.1179569959640503,11.375833511352539
segment_1,0.34481656551361084,0.4147670865058899,15.706604957580566,1.077649712562561,11.375833511352539
segment_2,0.34266918897628784,0.41164055466651917,15.356454849243164,1.031954050064087,11.375833511352539
segment_3,0.3468524217605591,0.4113176465034485,14.985705375671387,1.0070006847381592,11.375833511352539
segment_4,0.3521019518375397,0.41259345412254333,14.778345108032227,1.0140936374664307,11.375833511352539
segment_5,0.36100104451179504,0.41480720043182373,14.551997184753418,1.0259761810302734,11.375833511352539
segment_6,0.3650585114955902,0.41878169775009155,14.414645195007324,1.0455938577651978,11.375833511352539
segment_7,0.3687051832675934,0.42042773962020874,14.306368827819824,1.0564452409744263,11.375833511352539
segment_8,0.37133046984672546,0.42160293459892273,14.157259941101074,1.0573225021362305,11.375833511352539
segment_9,0.37206366658210754,0.423162579536438,14.1531343460083,1.0615967512130737,11.375833511352539
segment_10,0.36806580424308777,0.42247697710990906,14.22623348236084,1.0536978244781494,11.375833511352539
segment_11,0.3648930788040161,0.42335575819015503,14.22416877746582,1.050811767578125,11.375833511352539
segment_12,0.358866423368454,0.4210585355758667,14.382686614990234,1.0417230129241943,11.375833511352539
segment_13,0.35710904002189636,0.4181384742259979,14.576595306396484,1.0350185632705688,11.375833511352539
segment_14,0.35566118359565735,0.41569414734840393,14.713502883911133,1.025695562362671,11.375833511352539
