scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.14103294909000397,0.28196990489959717,5.058829307556152
1-96,0.1879899650812149,0.3239688277244568,5.058829307556152
97-192,0.09407593309879303,0.23997099697589874,1.6863813400268555
