model,strategy,dataset,horizon,mse,mae,baseline_model,baseline_strategy,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,96,0.3061315715312958,0.36130011081695557,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3393581807613373,0.3825231194496155,-9.791014660527363,-5.548163641245041,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,192,0.3626208007335663,0.3990219831466675,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.38873955607414246,0.41329216957092285,-6.7188313955873,-3.45280832179099,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,336,0.38006922602653503,0.41535264253616333,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.39454904198646545,0.42475733160972595,-3.6699660673430667,-2.214132252390122,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,720,0.40738406777381897,0.4417332708835602,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4192008078098297,0.44865214824676514,-2.8188733933383503,-1.5421473830544263,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,96,0.15396647155284882,0.20714452862739563,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15470075607299805,0.204793781042099,-0.4746483073442387,1.147860825331115,True,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,192,0.19704756140708923,0.24644456803798676,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.20070676505565643,0.24629350006580353,-1.8231590985747226,0.06133656476636773,True,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,336,0.24794921278953552,0.2846957743167877,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.2568790018558502,0.28697192668914795,-3.4762627547602065,-0.7931620345657642,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,720,0.3223620355129242,0.33613789081573486,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3384815454483032,0.3417808413505554,-4.762300973906708,-1.6510435495805775,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,96,0.3061315715312958,0.36130011081695557,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3012893795967102,0.35695844888687134,1.607156528738929,1.2162933651306274,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,192,0.3626208007335663,0.3990219831466675,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3653062880039215,0.3979943096637726,-0.7351330536983225,0.25821310957010457,True,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,336,0.38006922602653503,0.41535264253616333,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3815445303916931,0.4151480793952942,-0.38666636464256277,0.049274740995342015,True,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,720,0.40738406777381897,0.4417332708835602,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.416938453912735,0.4467822313308716,-2.2915579144244025,-1.1300718992945602,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,96,0.15396647155284882,0.20714452862739563,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.14922431111335754,0.19906075298786163,3.1778739027911618,4.060959037981204,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,192,0.19704756140708923,0.24644456803798676,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.19401873648166656,0.24142290651798248,1.5610991909066785,2.080026950396374,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,336,0.24794921278953552,0.2846957743167877,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.24781225621700287,0.2822760343551636,0.05526626270362378,0.8572247258439303,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,720,0.3223620355129242,0.33613789081573486,PatchEncoderSingle720PrefixRisk,D1_single_720_prefix_risk,0.3260866105556488,0.33662909269332886,-1.1422042249382702,-0.14591783308565143,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,96,0.3061315715312958,0.36130011081695557,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.30479592084884644,0.35886070132255554,0.43821146908056274,0.6797650133909316,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,192,0.3626208007335663,0.3990219831466675,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.3690433204174042,0.4003613591194153,-1.7403159272937785,-0.3345417688894181,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,336,0.38006922602653503,0.41535264253616333,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.3829101622104645,0.41559359431266785,-0.7419328250598767,-0.05797774070676054,True,True
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,ETTh2,720,0.40738406777381897,0.4417332708835602,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.41047340631484985,0.43929871916770935,-0.7526281833374671,0.5541904880722814,True,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,96,0.15396647155284882,0.20714452862739563,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.14802636206150055,0.19702932238578796,4.0128727130916975,5.133858310592898,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,192,0.19704756140708923,0.24644456803798676,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.19240911304950714,0.23990498483181,2.4107217605585207,2.7259055124517095,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,336,0.24794921278953552,0.2846957743167877,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.24479345977306366,0.28043317794799805,1.2891492360120216,1.5200043019089948,False,False
PatchEncoderHSSGRegionRoutedReadout,HSSG-A_region_routed_readout,Weather,720,0.3223620355129242,0.33613789081573486,PatchEncoderR3PrefixRisk,D2_r3_prefix_risk,0.3208470046520233,0.3337559103965759,0.4721972899650373,0.7136893594868798,False,False
